"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
11,10,33.5,33.5,30,0.95,2,2008-04-23,3,37.94,1.77702553989673,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","GateWay Community College",4.74656037084834,150,"Spring","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4839777914637,33.6842964236962,34.2788379999653,32.9958382298666,35.9237215591769,39.508315312085,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,39.4805125801612,26.25,13.2305125801612,0.504019526863283,23.33,"Night","Spring Night"
12,10,33.5,33.5,30,0.95,3,2008-04-23,3,38.16,1.49008677402462,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","GateWay Community College",4.74656037084834,150,"Spring","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4691160249462,33.6586075467462,34.1860665748392,32.9928536832761,35.0338410966786,37.553702792672,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,35.111699851215,26.25,8.86169985121501,0.337588565760572,23.33,"Night","Spring Night"
13,10,33.5,33.5,30,0.95,1,2007-05-02,3,37.74,2.1896583726792,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Durango Complex",6.98785828250345,150,"Spring","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4965724162988,33.7219657591155,34.4405393023166,33.3202820485574,36.6722896122251,40.8134616093657,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,63.9900479008693,47.25,16.7400479008693,0.354286728060726,28.89,"Day","Spring Day"
14,10,33.5,33.5,30,0.95,2,2007-05-02,3,37.7,2.09916133233382,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Durango Complex",6.98785828250345,150,"Spring","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.493174428113,33.7754024708637,34.5981624789976,33.2040312467868,36.8871825672973,41.1376449896912,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,63.4047088478935,47.25,16.1547088478935,0.341898599955417,28.89,"Day","Spring Day"
15,10,33.5,33.5,30,0.95,3,2007-05-02,3,37.7,1.78502864559878,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Durango Complex",6.98785828250345,150,"Spring","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4871665519078,33.7886807584746,34.6236967378048,33.2161538797183,36.0184095879454,39.3224823102672,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,62.4300109762301,47.25,15.1800109762301,0.321270073571008,28.89,"Day","Spring Day"
16,10,33.5,33.5,30,0.95,1,2018-06-22,3,37.37,2.8972463318817,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4978112683994,33.7756963937982,34.6737667193066,33.362946896522,37.494584136819,42.7833215249556,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,51.6155395395705,37.4500007629395,14.165538776631,0.378252029053341,36.11,"Night","Summer Night"
17,10,33.5,33.5,30,0.95,2,2018-06-22,3,37.37,2.88060646908153,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4956070591904,33.855399531496,34.9270045069564,33.2727186662825,37.9434389194721,43.549031476377,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,49.2305641985718,37.4500007629395,11.7805634356324,0.314567775584411,36.11,"Night","Summer Night"
18,10,33.5,33.5,30,0.95,3,2018-06-22,3,37.38,2.57223647337227,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.492183652603,33.8974398796109,35.054851463921,33.2928582029064,37.0155370603873,41.6918741181703,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,45.7097030956713,37.4500007629395,8.25970233273188,0.22055279477873,36.11,"Night","Summer Night"
19,10,33.5,33.5,30,0.95,1,2016-07-13,3,37.43,2.8157594576368,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4987517959127,33.7816116421149,34.6782835982875,33.4058178327981,37.5010201790352,42.7036413239887,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,69.004877724617,61.3499984741211,7.65487925049587,0.124773911016883,38.89,"Day","Summer Day"
20,10,33.5,33.5,30,0.95,2,2016-07-13,3,37.35,2.78949428480797,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4974741493495,33.8641048978579,34.9317364927982,33.3429635722993,37.9528088047822,43.4592052579221,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,68.9112627455535,61.3499984741211,7.56126427143238,0.123247994449778,38.89,"Day","Summer Day"
21,10,33.5,33.5,30,0.95,3,2016-07-13,3,37.11,2.47748336071852,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4955129852358,33.9096829163148,35.0610240624251,33.3594966507843,37.0350292609887,41.6111459716993,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,68.3558560942413,61.3499984741211,7.0058576201202,0.11419491107364,38.89,"Day","Summer Day"
22,10,33.5,33.5,30,0.95,1,2015-07-27,3,37.35,2.67937379597589,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Phoenix Encanto",7.2892176193902,150,"Summer","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4983246891541,33.7634415113092,34.612451227905,33.3885279092294,37.2624952121959,42.1897963638959,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,67.3023683324614,61.0499992370605,6.25236909540087,0.102413909476437,34.9925,"Day","Summer Day"
23,10,33.5,33.5,30,0.95,2,2015-07-27,3,37.38,2.63122528608107,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Phoenix Encanto",7.2892176193902,150,"Summer","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4966317602176,33.8380857035785,34.8426995865192,33.3151653788397,37.6577456511979,42.8428958708118,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,67.0872359795345,61.0499992370605,6.03723674247391,0.0988900379675843,34.9925,"Day","Summer Day"
24,10,33.5,33.5,30,0.95,3,2015-07-27,3,37.9,2.31445821376167,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Phoenix Encanto",7.2892176193902,150,"Summer","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4939545528811,33.8759065839075,34.9492830501778,33.3314710699669,36.7657682308476,41.0413654797464,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,66.4382085151271,61.0499992370605,5.3882092780666,0.0882589573366558,34.9925,"Day","Summer Day"
25,10,33.5,33.5,30,0.95,1,2014-07-29,3,36.76,2.82419536388334,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Summer","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4990187670354,33.7729877379209,34.6538817689708,33.4222192072683,37.4317029675459,42.68581846121,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,51.597468973797,39.9500007629395,11.6474682108575,0.291551138633834,37.8,"Night","Summer Night"
26,10,33.5,33.5,30,0.95,2,2014-07-29,3,36.61,2.79996398447051,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Summer","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4980185600037,33.8548061965319,34.912566171578,33.3707015792008,37.9088763591174,43.5221926820147,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,49.4024439408531,39.9500007629395,9.45244317791366,0.23660683347677,37.8,"Night","Summer Night"
27,10,33.5,33.5,30,0.95,3,2014-07-29,3,36.4,2.4901318171075,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Summer","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4964626901118,33.9020183139289,35.0551278614587,33.384714058321,37.0278382969098,41.7654854034527,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,46.1447526766325,39.9500007629395,6.1947519136931,0.155062623163697,37.8,"Night","Summer Night"
28,10,33.5,33.5,30,0.95,1,2014-08-30,3,30.91,4.04626124050937,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","GateWay Community College",4.74656037084834,150,"Summer","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4999999971714,33.8036563208895,34.6350003978193,33.4999186422692,37.6519446641564,42.0032286990185,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,48.9926665646646,37.0499992370605,11.9426673276041,0.322339205763275,33.33,"Night","Summer Night"
29,10,33.5,33.5,30,0.95,2,2014-08-30,3,31.36,4.27648037896123,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","GateWay Community College",4.74656037084834,150,"Summer","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4999999852111,33.8985963331476,34.8910133194476,33.4997674873861,38.1624661205678,42.7048427249047,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,46.6594932642732,37.0499992370605,9.60949402721269,0.259365566129363,33.33,"Night","Summer Night"
30,10,33.5,33.5,30,0.95,3,2014-08-30,3,31.47,4.28969272888491,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","GateWay Community College",4.74656037084834,150,"Summer","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4999998941037,33.9587253736179,35.0372633902653,33.49974624186,37.2719173332543,41.0545556207025,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,43.2743185488652,37.0499992370605,6.22431931180461,0.167997825640399,33.33,"Night","Summer Night"
31,10,33.5,33.5,30,0.95,1,2014-10-01,3,36.41,1.56882022493447,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4954246699767,33.6638273967086,34.200585121936,33.2918371245474,35.8639605570531,39.0820409687856,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,41.7614805000468,26.6499996185303,15.1114808815166,0.567034938004624,25,"Night","Fall Night"
32,10,33.5,33.5,30,0.95,2,2014-10-01,3,36.67,1.44135245522263,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4907038191801,33.6960775963728,34.2926520927975,33.1533550703924,35.9468155581259,39.2318784707327,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,39.0756699836343,26.6499996185303,12.425670365104,0.466254054145058,25,"Night","Fall Night"
33,10,33.5,33.5,30,0.95,3,2014-10-01,3,37.01,1.13552749401509,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4836131344209,33.6951772023762,34.2732629101989,33.1745782153837,35.2288991552128,37.6625304132064,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,35.5076955423192,26.6499996185303,8.85769592378892,0.332371333980433,25,"Night","Fall Night"
34,10,33.5,33.5,30,0.95,1,2012-10-22,3,32.39,1.21712949242068,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4946927154904,33.6276722997315,34.0456798393268,33.2710368724964,35.3512288320125,37.8649722208497,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,55.5814290499439,31.3500003814697,24.2314286684742,0.772932324517508,26.24,"Day","Fall Day"
35,10,33.5,33.5,30,0.95,2,2012-10-22,3,32.09,1.05779404657329,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4897514693679,33.6470075034694,34.0946214342681,33.130325069858,35.3438943234513,37.849331537492,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,55.0062753366848,31.3500003814697,23.6562749552151,0.754586113791493,26.24,"Day","Fall Day"
36,10,33.5,33.5,30,0.95,3,2012-10-22,3,32.3,0.790406185765408,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4809741999838,33.6327828472281,34.0356508155176,33.1425830907372,34.6994243583624,36.4494611302964,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,54.3239484239742,31.3500003814697,22.9739480425044,0.732821300253758,26.24,"Day","Fall Day"
37,10,33.5,33.5,30,0.95,1,2010-11-02,3,32.97,0.858584105607059,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Durango Complex",6.98785828250345,150,"Fall","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4902522557676,33.5818964112245,33.8691268806691,33.1747408154415,34.7418393694047,36.6693138937892,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,52.9920813966675,41.6500015258789,11.3420798707886,0.272318834460096,28.33,"Day","Fall Day"
38,10,33.5,33.5,30,0.95,2,2010-11-02,3,33.15,0.618125288592332,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Durango Complex",6.98785828250345,150,"Fall","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4811444098415,33.5785035973932,33.8456614661642,32.9755107162707,34.5603131977812,36.4009492602478,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,52.2113531148089,41.6500015258789,10.56135158893,0.253573858391524,28.33,"Day","Fall Day"
39,10,33.5,33.5,30,0.95,3,2010-11-02,3,33.3,0.297175608471109,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Durango Complex",6.98785828250345,150,"Fall","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4672424555213,33.5434441389525,33.715975302524,33.001714557997,33.9631022781053,34.979463661618,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,51.4118636597739,41.6500015258789,9.76186213389497,0.234378434003886,28.33,"Day","Fall Day"
40,10,33.5,33.5,30,0.95,1,2014-11-02,3,31.7,1.0778208794455,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4947904588086,33.6186214962815,34.0020548163014,33.2762055365246,35.1672270123582,37.1647774327611,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,34.5016381294021,17.6499996185303,16.8516385108719,0.954767075075727,16.1683333333334,"Night","Fall Night"
41,10,33.5,33.5,30,0.95,2,2014-11-02,3,32.55,0.939515969066248,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4892131285359,33.6340266867419,34.0361764387285,33.1240147223759,35.1151849965,36.955911030864,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,31.3325334736322,17.6499996185303,13.682533855102,0.775214399480044,16.1683333333334,"Night","Fall Night"
42,10,33.5,33.5,30,0.95,3,2014-11-02,3,32.6,0.784725092105436,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4815758099395,33.622130601208,33.9778460055134,33.1532029900567,34.5377065146396,35.7087387445943,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,27.4371655912319,17.6499996185303,9.78716597270164,0.554513664828998,16.1683333333334,"Night","Fall Night"
43,10,33.5,33.5,30,0.95,1,2013-11-15,3,32.8,0.852811131823472,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4937585025077,33.5844212515298,33.8583096468345,33.2564247371181,34.6895112757036,36.2780941692973,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,34.8748362375921,20.1499996185303,14.7248366190618,0.73076113636849,21.26,"Night","Fall Night"
44,10,33.5,33.5,30,0.95,2,2013-11-15,3,32.52,0.657881496544367,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4877902583353,33.5859171066674,33.843863071514,33.1048179349673,34.5336932637716,35.9782834753325,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,32.1973869733188,20.1499996185303,12.0473873547885,0.597885239844348,21.26,"Night","Fall Night"
45,10,33.5,33.5,30,0.95,3,2013-11-15,3,31.85,0.510409337305492,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Fall","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.478074319913,33.5580143557982,33.7322867738495,33.1232827702195,33.9923394414025,34.7504709567775,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,28.9183460629494,20.1499996185303,8.76834644441914,0.435153677936332,21.26,"Night","Fall Night"
46,10,33.5,33.5,30,0.95,1,2008-11-19,3,33.63,0.613463038201811,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4834774665167,33.5385575373933,33.7026990352315,33.0592878126849,34.1661900136347,35.3551378018985,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,49.0348886483322,26.0499992370605,22.9848894112717,0.882337431264558,24.165,"Day","Fall Day"
47,10,33.5,33.5,30,0.95,2,2008-11-19,3,33.99,0.359024442821391,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4659235513048,33.511157347569,33.6073000799666,32.766354168435,33.802608255507,34.7741185719129,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,47.860574012484,26.0499992370605,21.8105747754234,0.837258173289856,24.165,"Day","Fall Day"
48,10,33.5,33.5,30,0.95,3,2008-11-19,3,33.71,0.331937494899149,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","GateWay Community College",4.74656037084834,150,"Fall","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4217441584483,33.4595435885394,33.5,32.7679935166439,33.2764488633806,33.7545805464944,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,46.7785868105173,26.0499992370605,20.7285875734567,0.795723154723428,24.165,"Day","Fall Day"
1,10,33.5,33.5,30,0.95,1,2012-02-09,3,0,0,0,FALSE,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.85,"Asphalt Overlay on PCC #3","A3","Desert Ridge",9.97353474593294,245,"Winter","surface",0.075,2.2,2500,1400,0.15,0.85,0,0.425,7.4,7300,3200,"PCC",0.2,2.2,2400,1000,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
