"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
20,10,33.5,33.5,30,0.95,2,2016-07-13,3,37.33,2.86209271959037,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","South Mountain Park",9.06233240363259,275,"Summer","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.4978321072696,33.8580689644677,34.9224727354493,33.360661607488,37.9295328992327,43.410353621509,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,69.0740192812084,63.4500007629395,5.62401851826894,0.088637012618507,35,"Day","Summer Day"
21,10,33.5,33.5,30,0.95,3,2016-07-13,3,37.98,2.55836289095752,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","South Mountain Park",9.06233240363259,275,"Summer","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4960409124402,33.900617365681,35.0455035609488,33.3435305342171,37.4386812538798,42.3930814609346,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,68.411325552013,63.4500007629395,4.96132478907356,0.0781926671302961,35,"Day","Summer Day"
22,10,33.5,33.5,30,0.95,1,2015-07-27,3,37.28,2.67211187787668,0,NA,1,1.5,"Concrete Pavements","C",0.25,0.9,"Portland Cement Concrete #3","C4","Phoenix Encanto",9.81752743099418,275,"Summer","surface",0.1,2.2,2400,1050,0.25,0.9,0,0.2,5.2,4800,1850,"base",0.1,3,2400,800,NA,NA,0,"subgrade",1.3,1.8,2000,1900,NA,NA,0,33.4987138280332,33.7161754590775,34.4485798943153,33.4165005982122,36.7455163295855,41.174002962467,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,67.53338431281,52.4500007629395,15.0833835498705,0.287576421934549,34.9925,"Day","Summer Day"
23,10,33.5,33.5,30,0.95,2,2015-07-27,3,37.92,2.65310173691791,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","Phoenix Encanto",9.81752743099418,275,"Summer","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.4968302925226,33.8249970418155,34.8037192122673,33.3270888522218,37.5444740864628,42.6342280649079,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,67.1103449224593,52.4500007629395,14.6603441595199,0.279510847402669,34.9925,"Day","Summer Day"
24,10,33.5,33.5,30,0.95,3,2015-07-27,3,38.25,2.35914244401247,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","Phoenix Encanto",9.81752743099418,275,"Summer","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4943370108585,33.8602197725574,34.9052949329558,33.3059143856198,37.0665673121875,41.6419398823135,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,66.5620113678383,52.4500007629395,14.1120106048988,0.269056442318876,34.9925,"Day","Summer Day"
25,10,33.5,33.5,30,0.95,1,2014-07-29,3,37.34,2.81437647168675,0,NA,1,1.5,"Concrete Pavements","C",0.25,0.9,"Portland Cement Concrete #3","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Summer","surface",0.1,2.2,2400,1050,0.25,0.9,0,0.2,5.2,4800,1850,"base",0.1,3,2400,800,NA,NA,0,"subgrade",1.3,1.8,2000,1900,NA,NA,0,33.4992584466097,33.7245197888004,34.4852431841487,33.4424705272777,36.8950216452641,41.6212485830413,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,51.808438781529,39.8499984741211,11.958440307408,0.300086342918529,37.8,"Night","Summer Night"
26,10,33.5,33.5,30,0.95,2,2014-07-29,3,37.25,2.82854308235345,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Summer","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.4981423127108,33.8419293948705,34.8741346846782,33.3793060227817,37.7958548318957,43.3113578037406,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,49.6391608942742,39.8499984741211,9.7891624201531,0.245650258343429,37.8,"Night","Summer Night"
27,10,33.5,33.5,30,0.95,3,2014-07-29,3,37.57,2.54486623979699,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Summer","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4967280065194,33.886395798069,35.0108348197369,33.3673435425266,37.3627261732552,42.4342584655208,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,46.5345190408352,39.8499984741211,6.68452056671407,0.167742053266452,37.8,"Night","Summer Night"
28,10,33.5,33.5,30,0.95,1,2014-08-30,3,31.74,4.22569789439481,0,NA,1,1.5,"Concrete Pavements","C",0.25,0.9,"Portland Cement Concrete #3","C4","GateWay Community College",3.36271545184545,275,"Summer","surface",0.1,2.2,2400,1050,0.25,0.9,0,0.2,5.2,4800,1850,"base",0.1,3,2400,800,NA,NA,0,"subgrade",1.3,1.8,2000,1900,NA,NA,0,33.4999999985818,33.7491653506052,34.4672456803701,33.4999604836123,37.0759327310205,40.9921964326832,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,49.0050061017051,36.9500007629395,12.0550053387656,0.326251829224769,33.33,"Night","Summer Night"
29,10,33.5,33.5,30,0.95,2,2014-08-30,3,31.75,4.30459970774172,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","GateWay Community College",3.36271545184545,275,"Summer","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.499999987502,33.8818949304581,34.8456360830758,33.4998032413449,38.0171113976689,42.4605327764053,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,46.7301697526098,36.9500007629395,9.7801689896703,0.264686570709891,33.33,"Night","Summer Night"
30,10,33.5,33.5,30,0.95,3,2014-08-30,3,31.88,4.27924451170781,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","GateWay Community College",3.36271545184545,275,"Summer","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4999999106562,33.9380113610469,34.9846730267057,33.4996881496207,37.5909581816137,41.595626295323,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,43.507199686974,36.9500007629395,6.55719892403459,0.177461401587071,33.33,"Night","Summer Night"
31,10,33.5,33.5,30,0.95,1,2014-10-01,3,37.73,1.54025589353197,0,NA,1,1.5,"Concrete Pavements","C",0.25,0.9,"Portland Cement Concrete #3","C4","GateWay Community College",3.36271545184545,275,"Fall","surface",0.1,2.2,2400,1050,0.25,0.9,0,0.2,5.2,4800,1850,"base",0.1,3,2400,800,NA,NA,0,"subgrade",1.3,1.8,2000,1900,NA,NA,0,33.496355610494,33.6337175270284,34.0951890961235,33.3393655958882,35.5303546904935,38.3667132392479,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,41.724598893491,27.8500003814697,13.8745985120213,0.498190244954284,25,"Night","Fall Night"
32,10,33.5,33.5,30,0.95,2,2014-10-01,3,37.29,1.43779078948378,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","GateWay Community College",3.36271545184545,275,"Fall","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.4911914445342,33.6876384842131,34.266402004152,33.1739906786627,35.8688917515296,39.0614022759392,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,39.143624682051,27.8500003814697,11.2936243005813,0.405516127320976,25,"Night","Fall Night"
33,10,33.5,33.5,30,0.95,3,2014-10-01,3,37.88,1.1434798767646,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","GateWay Community College",3.36271545184545,275,"Fall","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4845349558753,33.6860576864792,34.2465837144626,33.1285467660878,35.3802075733199,37.9996899651543,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,35.688134755032,27.8500003814697,7.8381343735623,0.281441086757668,25,"Night","Fall Night"
34,10,33.5,33.5,30,0.95,1,2012-10-22,3,33.04,1.20118753999453,0,NA,1,1.5,"Concrete Pavements","C",0.25,0.9,"Portland Cement Concrete #3","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Fall","surface",0.1,2.2,2400,1050,0.25,0.9,0,0.2,5.2,4800,1850,"base",0.1,3,2400,800,NA,NA,0,"subgrade",1.3,1.8,2000,1900,NA,NA,0,33.4958118157509,33.6051180435353,33.9681479374192,33.3243865977592,35.1067687405529,37.3391750926442,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,55.7593027816637,30.9500007629395,24.8093020187243,0.80159293722641,26.24,"Day","Fall Day"
35,10,33.5,33.5,30,0.95,2,2012-10-22,3,33.21,1.07443397383824,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Fall","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.4902664943515,33.6419744291074,34.0813028559052,33.1519546802136,35.3062423592741,37.77026753433,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,55.0983994600502,30.9500007629395,24.1483986971108,0.780239033984997,26.24,"Day","Fall Day"
36,10,33.5,33.5,30,0.95,3,2012-10-22,3,33.44,0.802784217931801,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Fall","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4828866072532,33.6300801819434,34.0289603789637,33.1042298770387,34.8358230970846,36.7596823455231,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,54.4646674983341,30.9500007629395,23.5146667353946,0.759763042188737,26.24,"Day","Fall Day"
37,10,33.5,33.5,30,0.95,1,2010-11-02,3,33.6,0.887390779723395,0,NA,1,1.5,"Concrete Pavements","C",0.25,0.9,"Portland Cement Concrete #3","C4","South Mountain Park",9.06233240363259,275,"Fall","surface",0.1,2.2,2400,1050,0.25,0.9,0,0.2,5.2,4800,1850,"base",0.1,3,2400,800,NA,NA,0,"subgrade",1.3,1.8,2000,1900,NA,NA,0,33.4927760648492,33.5738181426821,33.8441875704071,33.2579764661207,34.6722333179557,36.4698570284169,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,54.0341600696729,41.9500007629395,12.0841593067335,0.288061003264847,24.44,"Day","Fall Day"
38,10,33.5,33.5,30,0.95,2,2010-11-02,3,34.32,0.685788977143456,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","South Mountain Park",9.06233240363259,275,"Fall","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.4834160268844,33.585575645061,33.8754546833239,33.0269245206881,34.6566441912822,36.5895329201933,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,53.1058323594542,41.9500007629395,11.1558315965147,0.265931618441597,24.44,"Day","Fall Day"
39,10,33.5,33.5,30,0.95,3,2010-11-02,3,34.38,0.334802036184438,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","South Mountain Park",9.06233240363259,275,"Fall","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4709758951818,33.5522552065444,33.7507097650122,32.9579396223825,34.1166982858684,35.4006350396135,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,52.2221136173744,41.9500007629395,10.2721128544349,0.244865617821627,24.44,"Day","Fall Day"
40,10,33.5,33.5,30,0.95,1,2014-11-02,3,33.24,1.04801361885123,0,NA,1,1.5,"Concrete Pavements","C",0.25,0.9,"Portland Cement Concrete #3","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Fall","surface",0.1,2.2,2400,1050,0.25,0.9,0,0.2,5.2,4800,1850,"base",0.1,3,2400,800,NA,NA,0,"subgrade",1.3,1.8,2000,1900,NA,NA,0,33.4958761159619,33.5978240005389,33.9321177479993,33.3279721555389,34.954071817928,36.7568099710355,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,34.5574671223653,18.9500007629395,15.6074663594259,0.823612967338208,16.1683333333334,"Night","Fall Night"
41,10,33.5,33.5,30,0.95,2,2014-11-02,3,32.91,0.947904718366992,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Fall","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.489857534652,33.6300384665819,34.0262756641026,33.1478311658531,35.0901019896869,36.9212493565911,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,31.5881315659109,18.9500007629395,12.6381308029714,0.666919804440739,16.1683333333334,"Night","Fall Night"
42,10,33.5,33.5,30,0.95,3,2014-11-02,3,33.23,0.783628824172977,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Fall","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4827228592548,33.6186325860031,33.9711402256972,33.1060249519647,34.6492659488318,35.943567362114,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,27.7464698791071,18.9500007629395,8.7964691161676,0.464193602217202,16.1683333333334,"Night","Fall Night"
43,10,33.5,33.5,30,0.95,1,2013-11-15,3,32.91,0.816124362023364,0,NA,1,1.5,"Concrete Pavements","C",0.25,0.9,"Portland Cement Concrete #3","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Fall","surface",0.1,2.2,2400,1050,0.25,0.9,0,0.2,5.2,4800,1850,"base",0.1,3,2400,800,NA,NA,0,"subgrade",1.3,1.8,2000,1900,NA,NA,0,33.4950515000107,33.5701410642035,33.8105873814285,33.3122960028793,34.5425257404074,35.9341885830212,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,34.9657566693304,10.4499998092651,24.5157568600653,2.34600548397419,21.26,"Night","Fall Night"
44,10,33.5,33.5,30,0.95,2,2013-11-15,3,32.7,0.669793551380796,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Fall","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.4885611556348,33.5843287959642,33.8409983463184,33.130426118943,34.5268373319035,35.9466496568732,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,32.4160732595055,10.4499998092651,21.9660734502403,2.10201663647543,21.26,"Night","Fall Night"
45,10,33.5,33.5,30,0.95,3,2013-11-15,3,33.49,0.506209569001915,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","Phoenix, Phoenix Sky Harbor International Airport",1.34720796970935,275,"Fall","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.478305551871,33.5555204204351,33.729503803828,33.0592710025009,34.0458525814805,34.9007248236061,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,29.1665790155943,10.4499998092651,18.7165792063291,1.79106024382266,21.26,"Night","Fall Night"
46,10,33.5,33.5,30,0.95,1,2008-11-19,3,34.07,0.542944727694413,0,NA,1,1.5,"Concrete Pavements","C",0.25,0.9,"Portland Cement Concrete #3","C4","GateWay Community College",3.36271545184545,275,"Fall","surface",0.1,2.2,2400,1050,0.25,0.9,0,0.2,5.2,4800,1850,"base",0.1,3,2400,800,NA,NA,0,"subgrade",1.3,1.8,2000,1900,NA,NA,0,33.4862675193984,33.5306261298584,33.6706468648063,33.1490558864809,34.0679433891803,35.0451548710703,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,48.9803765442222,31.75,17.2303765442222,0.542689025014871,24.165,"Day","Fall Day"
47,10,33.5,33.5,30,0.95,2,2008-11-19,3,34.48,0.357109654047176,0,NA,2,1.5,"Concrete Pavements","C",0.325,0.93,"Portland Cement Concrete #4","C4","GateWay Community College",3.36271545184545,275,"Fall","surface",0.2,1.7,2250,945,0.325,0.93,0,0.4,3.95,4650,1745,"base",0.2,2.25,2400,800,NA,NA,0,"subgrade",1.1,1.4,1850,1500,NA,NA,0,33.4673553052886,33.51044355078,33.6038510309976,32.8050203229664,33.7925278633996,34.7082751396544,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,47.7952720159665,31.75,16.0452720159665,0.505362898140676,24.165,"Day","Fall Day"
48,10,33.5,33.5,30,0.95,3,2008-11-19,3,30.7,0.33720585528744,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.96,"Portland Cement Concrete #5","C4","GateWay Community College",3.36271545184545,275,"Fall","surface",0.3,1.2,2100,840,0.4,0.96,0,0.5,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4252356019684,33.4610932237773,33.5,32.6790001393907,33.2623548280518,33.8183620860688,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,46.7077379044954,31.75,14.9577379044954,0.471109855259699,24.165,"Day","Fall Day"
1,10,33.5,33.5,30,0.95,1,2012-02-09,3,35.88,0,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4846738146958,33.5467355836556,33.7424917698049,33.076915556779,34.3242629716086,35.8016096220111,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,48.6732920193382,34.75,13.9232920193382,0.40067027393779,19.22,"Day","Winter Day"
2,10,33.5,33.5,30,0.95,2,2012-02-09,3,37.76,0,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4700038559105,33.5253606553103,33.6671064493108,32.8176059067049,34.0080369020786,35.3251593580725,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,47.3873094550395,34.75,12.6373094550395,0.363663581439987,19.22,"Day","Winter Day"
3,10,33.5,33.5,30,0.95,3,2012-02-09,3,37.47,0,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4427939747113,33.4705963579093,33.5,32.8356030266272,33.4179218130033,33.9682157543278,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,46.195552682349,34.75,11.445552682349,0.32936842251364,19.22,"Day","Winter Day"
4,10,33.5,33.5,30,0.95,1,2014-02-19,3,37.4,0.919092013127935,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4893879798449,33.585851597022,33.8937483219396,33.1515972371451,34.8362802041755,36.8377446900176,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,36.2819246713166,18.1499996185303,18.1319250527863,0.999004156136427,19.0333333333333,"Night","Winter Night"
5,10,33.5,33.5,30,0.95,2,2014-02-19,3,37.56,0.697054375421371,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4791427388903,33.5828289368621,33.875006952035,32.9332395642796,34.654303574141,36.5524509682884,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,33.2247737200714,18.1499996185303,15.0747741015412,0.830566083657133,19.0333333333333,"Night","Winter Night"
6,10,33.5,33.5,30,0.95,3,2014-02-19,3,37.62,0.385488771667763,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4623271560843,33.5452855848887,33.742784445102,32.9472660954101,34.0186614215774,35.0728929416572,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,29.3233944247762,18.1499996185303,11.1733948062459,0.615614051850358,19.0333333333333,"Night","Winter Night"
7,10,33.5,33.5,30,0.95,1,2007-02-27,3,37.05,0.76474016612166,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4840636930674,33.5529186222239,33.7706931542746,33.0547293463469,34.4318498600839,36.1466146302145,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,50.5816074545635,24.25,26.3316074545635,1.08583948266241,19.2025,"Day","Winter Day"
8,10,33.5,33.5,30,0.95,2,2007-02-27,3,37.52,0.545694738465926,0,NA,2,1.5,"Whitetopped Asphalt Pavements","WA",0.325,0.93,"Whitetopped Asphalt #4","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.09,1.7,2250,945,0.325,0.93,0,0.44,5.65,7000,2695,"asphalt",0.15,1.7,2350,950,NA,NA,0,"base",0.2,2.25,2400,800,NA,NA,0,33.4658474768576,33.5250995769529,33.6782134711123,32.7437057446536,34.0615149504695,35.6389356663731,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,49.2700981647939,24.25,25.0200981647939,1.03175662535232,19.2025,"Day","Winter Day"
9,10,33.5,33.5,30,0.95,3,2007-02-27,3,37.82,0.300782602639556,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.4,0.96,"Whitetopped Asphalt #5","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.1,1.2,2100,840,0.4,0.96,0,0.6,3.9,6700,2490,"asphalt",0.2,1.2,2200,850,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4313810202165,33.4650458032727,33.5,32.7731197960139,33.4135433820791,34.0469436223961,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,48.0096225201013,24.25,23.7596225201013,0.979778248251602,19.2025,"Day","Winter Day"
10,10,33.5,33.5,30,0.95,1,2008-04-23,3,37.57,1.88657557679824,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.25,0.9,"Whitetopped Asphalt #3","C1","GateWay Community College",4.74656037084834,150,"Spring","surface",0.08,2.2,2400,1050,0.25,0.9,0,0.33,7.4,7300,3250,"asphalt",0.1,2.2,2500,1400,NA,NA,0,"base",0.15,3,2400,800,NA,NA,0,33.4919422680575,33.663040137498,34.2199481849223,33.1928382416203,35.9500273884878,39.5035341632274,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,42.7474330724519,26.25,16.4974330724519,0.62847364085531,23.33,"Night","Spring Night"
