"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
41,10,33.5,33.5,30,0.95,2,2014-11-02,2,20.41,0.840648371479994,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.41562543498,33.4742756264625,33.5,32.5963731374248,33.1687968275109,33.5055632926217,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,23.6162192390078,16.5499992370605,7.06622000194722,0.426961953334945,13.2793652742336,"Night","Fall Night"
42,10,33.5,33.5,30,0.95,3,2014-11-02,2,20.37,0.809341995438101,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.398741254092,33.4705141039093,33.5,32.4845353409507,33.1113466449363,33.5,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,24.4159232633474,17.25,7.16592326334739,0.415415841353472,13.2793652742336,"Night","Fall Night"
43,10,33.5,33.5,30,0.95,1,2013-11-15,2,20.23,0.941018730162812,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.3778736845486,33.4626436122485,33.5,32.4496183899694,33.0508682929785,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,23.2128440066718,19.9500007629395,3.26284324373233,0.163551033531469,18.5314584010047,"Night","Fall Night"
44,10,33.5,33.5,30,0.95,2,2013-11-15,2,20.24,0.851540333523533,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.355489420967,33.4569691531559,33.5,32.3016154343485,32.9756021157449,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,24.2358886131238,19.3500003814697,4.88588823165406,0.252500678828563,18.5314584010047,"Night","Fall Night"
45,10,33.5,33.5,30,0.95,3,2013-11-15,2,19.98,0.841467015402818,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.3396285693038,33.4537479616223,33.5,32.1899057021466,32.9216828545834,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,24.8333929987975,19.6499996185303,5.18339338026726,0.263785927780845,18.5314584010047,"Night","Fall Night"
46,10,33.5,33.5,30,0.95,1,2008-11-19,2,20.77,0.838196748290904,0,NA,1,1.5,"Asphalt Pavements","A",0.1,0.95,"Asphalt Low A","A6","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.2,2350,800,0.1,0.95,0,0.34,2.7,4700,1675,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.318507334533,33.4473600380011,33.5,32.1099146821877,32.8706656299752,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,38.708862673111,NA,NA,NA,25.007715678255,"Day","Fall Day"
47,10,33.5,33.5,30,0.95,2,2008-11-19,2,20.45,0.593505956506822,0,NA,2,1.5,"Asphalt Pavements","A",0.15,0.94,"Asphalt Med A","A7","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,1.7,2350,900,0.15,0.94,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.3018640197507,33.4440805925119,33.5,31.9737629404422,32.8121349948564,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,35.6408427586724,33.75,1.89084275867242,0.056024970627331,25.007715678255,"Day","Fall Day"
48,10,33.5,33.5,30,0.95,3,2008-11-19,2,19,0.493309648427603,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.93,"Asphalt High A","A9","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.14,2.2,2350,1000,0.2,0.93,0,0.34,3.7,4700,1875,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.2819265185885,33.4395287151955,33.5,31.8452617977094,32.7447629473576,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,33.4158337179383,31.5499992370605,1.86583448087771,0.0591389707130638,25.007715678255,"Day","Fall Day"
1,10,33.5,33.5,30,0.95,1,2012-02-09,2,20.76,0,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.2194626791208,33.4263261386909,33.5,31.4679262823279,32.5478835751911,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,33.4135796790106,34.75,1.33642032098942,0.0384581387335084,19.5541427218615,"Day","Winter Day"
2,10,33.5,33.5,30,0.95,2,2012-02-09,2,20.47,0,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.1824970106967,33.4178669189282,33.5,31.2205984451946,32.4237523220983,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,30.7647360281311,38.5499992370605,7.78526320892945,0.201952357017039,19.5541427218615,"Day","Winter Day"
3,10,33.5,33.5,30,0.95,3,2012-02-09,2,20.39,0,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.1428993922022,33.4087343389463,33.5,30.9627484253143,32.2898874351195,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,28.4718550130737,34.75,6.27814498692629,0.180666042789246,19.5541427218615,"Day","Winter Day"
4,10,33.5,33.5,30,0.95,1,2014-02-19,2,20.56,1.19345189232269,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.3692768140153,33.4570430344686,33.5,32.4373223207551,33.0301851192137,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,23.0469722888762,18.1499996185303,4.89697267034592,0.269805662439042,15.7357949548091,"Night","Winter Night"
5,10,33.5,33.5,30,0.95,2,2014-02-19,2,20.44,0.887783491706755,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.3259417333514,33.4468686652194,33.5,32.1497012187372,32.8849466944228,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,23.3804534874244,18.0499992370605,5.33045425036386,0.295316037433358,15.7357949548091,"Night","Winter Night"
6,10,33.5,33.5,30,0.95,3,2014-02-19,2,20.47,0.656778397973128,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.2813402547617,33.4370214541019,33.5,31.854201598324,32.7353158937487,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,23.3879526110499,18.1499996185303,5.23795299251958,0.288592457444015,15.7357949548091,"Night","Winter Night"
7,10,33.5,33.5,30,0.95,1,2007-02-27,2,20.76,1.2992601411615,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.292114583932,33.4366451809621,33.5,32.0087794086517,32.7908098896982,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,35.9637858617236,24.25,11.7137858617236,0.483042715947366,17.1097866871546,"Day","Winter Day"
8,10,33.5,33.5,30,0.95,2,2007-02-27,2,20.72,0.902559559805327,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.2456680671214,33.4256690798077,33.5,31.7055648889474,32.6358704733488,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,32.8931853928029,32.9500007629395,0.0568153701365759,0.00172429040428063,17.1097866871546,"Day","Winter Day"
9,10,33.5,33.5,30,0.95,3,2007-02-27,2,20.73,0.545257875619407,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.1919171305019,33.4133822952104,33.5,31.3598664901912,32.4556303825471,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,30.1292193564565,24.25,5.87921935645647,0.242442035317793,17.1097866871546,"Day","Winter Day"
10,10,33.5,33.5,30,0.95,1,2008-04-23,2,20.63,2.49211766664311,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4556341689346,33.4935079565489,33.5482282057777,32.9210035998045,33.6653128198029,34.5328857096577,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,30.0370132331433,26.25,3.78701323314328,0.144267170786411,21.3139705882353,"Night","Spring Night"
11,10,33.5,33.5,30,0.95,2,2008-04-23,2,20.79,2.03575978209385,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4458087139211,33.4815375190381,33.5,32.8457841111994,33.5005514618103,34.1841985510255,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,30.1021160394949,26.3500003814697,3.75211565802516,0.142395279078014,21.3139705882353,"Night","Spring Night"
12,10,33.5,33.5,30,0.95,3,2008-04-23,2,20.61,1.54906595879991,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4379971476972,33.469772349146,33.5,32.8129037415007,33.3072674897835,33.7328452516513,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,29.5484905413976,26.25,3.2984905413976,0.125656782529432,21.3139705882353,"Night","Spring Night"
13,10,33.5,33.5,30,0.95,1,2007-05-02,2,20.37,2.18407928076481,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4677151739447,33.488346464449,33.5,33.1161193710436,33.5193030314111,34.4373616804735,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,53.3996368504362,47.25,6.1496368504362,0.130151044453676,28.1211213803089,"Day","Spring Day"
14,10,33.5,33.5,30,0.95,2,2007-05-02,2,20.41,1.79973704210403,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4625391526804,33.4817653084904,33.5,33.0848712922543,33.4170194018584,34.1973346781797,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,48.0981917985114,49.5499992370605,1.45180743854917,0.0292998478487019,28.1211213803089,"Day","Spring Day"
15,10,33.5,33.5,30,0.95,3,2007-05-02,2,20.25,1.41605983139207,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4217958969003,33.4727308474007,33.5,32.8835006160893,33.2737931922584,33.8062310067605,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,43.4076492308341,47.25,3.84235076916593,0.0813195929982208,28.1211213803089,"Day","Spring Day"
16,10,33.5,33.5,30,0.95,1,2018-06-22,2,20.49,3.23540536556218,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4894867344111,33.5607859333703,33.833097303058,33.2815418787719,34.6407195787734,36.8427281864392,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,39.8162518329962,37.4500007629395,2.36625107005676,0.0631842729466218,33.8735221220149,"Night","Summer Night"
17,10,33.5,33.5,30,0.95,2,2018-06-22,2,20.42,2.82900550375328,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4881127217677,33.5560806730035,33.8080120343574,33.2612931390161,34.5548165061588,36.6284668785756,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,39.5534083682628,37.9500007629395,1.60340760532335,0.0422505289351452,33.8735221220149,"Night","Summer Night"
18,10,33.5,33.5,30,0.95,3,2018-06-22,2,20.38,2.41759017798158,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4863899916769,33.5459822015388,33.7594451298643,33.2426816617641,34.3900632097824,36.2067971222131,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,38.8337282014564,37.4500007629395,1.38372743851698,0.0369486624920532,33.8735221220149,"Night","Summer Night"
19,10,33.5,33.5,30,0.95,1,2016-07-13,2,20.53,3.39163942174239,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4890454713595,33.563928850382,33.8570908578956,33.2750268746564,34.7351461552571,37.1475252797132,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,63.6157684151854,61.3499984741211,2.26576994106426,0.036931866298579,37.798079990083,"Day","Summer Day"
20,10,33.5,33.5,30,0.95,2,2016-07-13,2,20.49,2.98668564446791,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4877119171751,33.5594008901619,33.8325990606775,33.2550824006034,34.6508098672627,36.933832201585,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,57.7041672236839,63.4500007629395,5.74583353925556,0.0905568710822088,37.798079990083,"Day","Summer Day"
21,10,33.5,33.5,30,0.95,3,2016-07-13,2,20.54,2.57379719138791,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4858692968911,33.5490259305737,33.7826088734103,33.234837391101,34.4809429938734,36.4986400146781,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,52.451827134977,61.3499984741211,8.89817133914414,0.14503947123809,37.798079990083,"Day","Summer Day"
22,10,33.5,33.5,30,0.95,1,2015-07-27,2,20.47,2.92075758525689,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4882510586667,33.5448354449633,33.760823864817,33.274286783286,34.4145655187049,36.4089496748055,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,60.2176474274434,61.0499992370605,0.832351809617137,0.0136339364458477,36.5175683407307,"Day","Summer Day"
23,10,33.5,33.5,30,0.95,2,2015-07-27,2,20.65,2.567021830565,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4863355061899,33.5399887838992,33.7370212239382,33.2490364764556,34.3344143720216,36.2182570588476,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,54.8008700254386,52.4500007629395,2.35086926249915,0.0448211482993961,36.5175683407307,"Day","Summer Day"
24,10,33.5,33.5,30,0.95,3,2015-07-27,2,20.33,2.20679249934726,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4846760588225,33.531623795589,33.6963003556731,33.2328903768216,34.1955347253835,35.8519611584852,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,50.0393617396547,61.0499992370605,11.0106374974058,0.180354424815812,36.5175683407307,"Day","Summer Day"
25,10,33.5,33.5,30,0.95,1,2014-07-29,2,18.23,4.06451143859784,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4999971322702,33.5959802286462,33.9047664877166,33.4988906896587,35.0662272618678,37.2094082263886,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,41.3638291352478,39.9500007629395,1.41382837230833,0.0353899460652802,34.8171664306209,"Night","Summer Night"
26,10,33.5,33.5,30,0.95,2,2014-07-29,2,18.31,3.66983190375576,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4999946272894,33.5934341752986,33.8877838330486,33.4982994518827,34.9979255051013,37.0409081777087,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,41.0560961385493,39.8499984741211,1.20609766442823,0.0302659400404112,34.8171664306209,"Night","Summer Night"
27,10,33.5,33.5,30,0.95,3,2014-07-29,2,18.28,3.27120616128791,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4999897463975,33.584666783225,33.8475667252612,33.4974440763736,34.8403242429402,36.6679586235527,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,40.3194614330577,39.9500007629395,0.369460670118258,0.00924807667240389,34.8171664306209,"Night","Summer Night"
28,10,33.5,33.5,30,0.95,1,2014-08-30,2,20.23,2.9812532204574,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4894416221099,33.5538028031937,33.7969550185282,33.2828143266888,34.5117693150344,36.4682624058263,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,38.1849230982516,37.0499992370605,1.13492386119106,0.0306322236049011,31.1264146368967,"Night","Summer Night"
29,10,33.5,33.5,30,0.95,2,2014-08-30,2,20.51,2.59452721275262,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4876777743065,33.5487357191767,33.7712680562899,33.2580154925069,34.4247809592058,36.2584601630952,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,38.0061797738854,36.9500007629395,1.05617901094593,0.0285840051187567,31.1264146368967,"Night","Summer Night"
30,10,33.5,33.5,30,0.95,3,2014-08-30,2,20.32,2.2046849293031,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4861322344929,33.5395360103409,33.7264344095408,33.2419340230907,34.2729070984581,35.8681187419432,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,37.3986523709663,37.0499992370605,0.348653133905771,0.0094103411898864,31.1264146368967,"Night","Summer Night"
31,10,33.5,33.5,30,0.95,1,2014-10-01,2,20.34,2.15606874231666,0,NA,1,1.5,"Concrete Pavements","C",0.2,0.96,"Portland Cement Concrete Low A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.2,2250,850,0.2,0.96,0,0.4,2.7,4650,1650,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4784961103526,33.5081287162486,33.5751648265886,33.1579833744101,33.7491889135869,34.4977397081078,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,30.5036514680195,26.6499996185303,3.85365184948927,0.144602322876198,22.2697404550158,"Night","Fall Night"
32,10,33.5,33.5,30,0.95,2,2014-10-01,2,20.35,1.77582458182524,0,NA,2,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete Med A","C4","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.5,2250,900,0.3,0.93,0,0.4,3,4650,1700,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4752389387968,33.5010121377271,33.5413617779956,33.1267546485008,33.6322675636079,34.2203424115901,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,30.5318830116428,27.8500003814697,2.68188263017305,0.0962974001234652,22.2697404550158,"Night","Fall Night"
33,10,33.5,33.5,30,0.95,3,2014-10-01,2,20.23,1.42066490829563,0,NA,3,1.5,"Concrete Pavements","C",0.4,0.9,"Portland Cement Concrete High A","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.2,1.8,2250,950,0.4,0.9,0,0.4,3.3,4650,1750,"base",0.2,1.5,2400,800,NA,NA,0,"subgrade",1.1,2,1850,1500,NA,NA,0,33.4713697946803,33.4916159773863,33.5022337436592,33.1030656586416,33.4786875941572,33.8654085521662,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,30.180858836924,26.6499996185303,3.53085921839374,0.132490028853084,22.2697404550158,"Night","Fall Night"
