"","layer.profile","batch.name","RMSE","MAPE"
"1",5,"Bare Ground / Desert Soil",6.00820789978802,0.259176584445107
"2",3,"Bare Ground / Desert Soil",6.1558746954478,0.266053017311199
"3",1,"Bare Ground / Desert Soil",6.30151147276429,0.272877470030292
"4",6,"Bare Ground / Desert Soil",7.80410817679004,0.321446256757082
"5",4,"Bare Ground / Desert Soil",8.11295759162448,0.301175822515632
"6",2,"Bare Ground / Desert Soil",8.22373076970975,0.306796586831147
