"layer.profile","batch.name","RMSE","MAPE"
1,"Whitetopped Asphalt Pavements",12.9432205497484,0.448942145391701
1,"Concrete Pavements",13.5972958546871,0.42138534718874
2,"Concrete Pavements",14.4536966636669,0.425594703890177
2,"Whitetopped Asphalt Pavements",14.544927438652,0.474526763428557
1,"Asphalt Pavements",15.5274873726086,0.482342786966076
1,"Asphalt Overlays on PCC Pavements",15.7473275401698,0.490226248651935
2,"Asphalt Overlays on PCC Pavements",18.6602598521538,0.535327454722428
2,"Asphalt Pavements",18.6754532559779,0.531355769515889
