"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
27,10,33.5,33.5,30,1,2,2016-07-13,3,32.43,2.85306898024441,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","Sheely",6.28538886184103,320,"Summer","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4962484987809,34.1172075455363,35.8697213869227,33.3322704126168,39.5222516336694,47.0057826122666,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,84.8409328509707,56.3499984741211,28.4909343768496,0.505606657468396,38.305,"Day","Summer Day"
28,10,33.5,33.5,30,0.1,2,2016-07-13,3,32.73,3.27436081076949,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","Sheely",6.28538886184103,320,"Summer","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4994787345187,33.6206643020008,34.004392734522,33.4767666720251,34.8118581236043,36.7710477437342,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,44.3784816809235,56.3499984741211,11.9715167931976,0.212449283360594,38.305,"Day","Summer Day"
29,10,33.5,33.5,30,1,1,2015-07-27,3,32.75,2.48954682093261,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4975773623766,33.9216054818307,35.1834327932493,33.3226447421189,39.1187583292585,45.9828112216186,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,71.4757221573507,58.8499984741211,12.6257236832296,0.214540764835903,36.835,"Day","Summer Day"
30,10,33.5,33.5,30,0.1,1,2015-07-27,3,32.5,3.6204921623668,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4996920570338,33.5637065702808,33.7716029897401,33.4779577521268,34.4362869620166,35.7711078302224,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,39.9990292677321,58.8499984741211,18.850969206389,0.320322339764862,36.835,"Day","Summer Day"
31,10,33.5,33.5,30,1,2,2015-07-27,3,32.74,2.76119435961789,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4958045526475,34.1048267729912,35.8306892121676,33.3194938500568,39.4224852434803,46.7733824168882,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,84.073187917038,58.8499984741211,25.2231894429169,0.428601361035016,36.835,"Day","Summer Day"
32,10,33.5,33.5,30,0.1,2,2015-07-27,3,32.08,3.28049863354512,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4994049212549,33.6178667699069,33.994904536791,33.4746221515477,34.7873467153715,36.7092974924558,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,44.1598727147248,58.8499984741211,14.6901257593963,0.249619815467899,36.835,"Day","Summer Day"
33,10,33.5,33.5,30,1,1,2014-07-29,3,32.28,2.57260805372916,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4980886102534,33.9217481977164,35.1915601057171,33.3511357129962,39.1629345284957,46.1832363612036,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,55.9365664101553,38.4500007629395,17.4865656472159,0.454787133946445,34.46,"Night","Summer Night"
34,10,33.5,33.5,30,0.1,1,2014-07-29,3,32.3,3.62593802367229,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4997127592981,33.5624595382002,33.768319486774,33.4794588568993,34.4294743190218,35.7882760015139,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,39.1763641995153,38.4500007629395,0.726363436575809,0.0188911163111322,34.46,"Night","Summer Night"
35,10,33.5,33.5,30,1,2,2014-07-29,3,32.41,2.80870816599891,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4966931347291,34.1067032290744,35.8486616681556,33.3495302350053,39.47934960275,47.0091141745681,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,53.6006970446176,38.4500007629395,15.1506962816781,0.394036306399279,34.46,"Night","Summer Night"
36,10,33.5,33.5,30,0.1,2,2014-07-29,3,32.86,3.29304967630603,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4994484774883,33.6155601152349,33.9891711382476,33.4764471074154,34.776911089876,36.7337191127882,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,42.1908075838818,38.4500007629395,3.74080682094234,0.0972901624633507,34.46,"Night","Summer Night"
37,10,33.5,33.5,30,1,1,2014-08-30,3,32.77,2.08503894056586,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4975239805531,33.8793636788035,35.0104687126738,33.3233778611329,38.5283636544884,44.680156423749,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,51.9350257840778,37.8499984741211,14.0850273099567,0.372127552913562,29.735,"Night","Summer Night"
38,10,33.5,33.5,30,0.1,1,2014-08-30,3,33.13,3.64368768749758,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4996670262867,33.5567586142981,33.7415625545353,33.4772052176424,34.3308489349484,35.5162883990319,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,38.304710828242,37.8499984741211,0.454712354120886,0.0120135369207949,29.735,"Night","Summer Night"
39,10,33.5,33.5,30,1,2,2014-08-30,3,33.05,2.24266296603237,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4957768781625,34.0452451301805,35.5939522745903,33.3213370742825,38.8093288728318,45.3844543953356,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,49.1350408700633,37.8499984741211,11.2850423959422,0.298151726575578,29.735,"Night","Summer Night"
40,10,33.5,33.5,30,0.1,2,2014-08-30,3,33,3.30286810261349,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4993583358994,33.6051386861378,33.9408789983478,33.4736669575013,34.6450222284618,36.3531656229952,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,40.8523052677626,37.8499984741211,3.00230679364148,0.0793211866493,29.735,"Night","Summer Night"
41,10,33.5,33.5,30,1,1,2014-10-01,3,32.91,1.41747165612644,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4920586344652,33.7469407409354,34.5041437772683,33.1365075979373,36.8413472015366,41.2474437339077,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,44.3059212073844,27.1499996185303,17.1559215888541,0.63189399005166,21.955,"Night","Fall Night"
42,10,33.5,33.5,30,0.1,1,2014-10-01,3,32.87,3.73205601016392,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4989163839035,33.5351389131755,33.6529401456463,33.4526185239659,34.025878076014,34.8190529786115,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,36.3998451210497,27.1499996185303,9.24984550251941,0.340694130109904,21.955,"Night","Fall Night"
43,10,33.5,33.5,30,1,2,2014-10-01,3,33.09,1.14387775466668,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4861223894777,33.8524393741911,34.8860675890332,33.1096910775614,37.0034626690883,41.6611777588269,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,40.9926373858377,27.1499996185303,13.8426377673074,0.509857751815937,21.955,"Night","Fall Night"
44,10,33.5,33.5,30,0.1,2,2014-10-01,3,33.04,3.42240135662983,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4979260845467,33.5652204535488,33.7795999171303,33.4428269789473,34.2243036595669,35.3519476950736,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,37.8556972717448,27.1499996185303,10.7056976532145,0.394316677850253,21.955,"Night","Fall Night"
45,10,33.5,33.5,30,1,1,2012-10-22,3,32.95,1.4619938248502,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4898693298587,33.699610601792,34.3283062724905,33.0849608688953,36.2593914387516,39.9798162656364,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,57.7431554189375,37.5499992370605,20.1931561818769,0.537767152920392,24.348,"Day","Fall Day"
46,10,33.5,33.5,30,0.1,1,2012-10-22,3,32.88,3.78347230633748,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4987200086478,33.5286897073933,33.626004601024,33.4486768900086,33.9324945852028,34.5847118104005,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,37.0469147569148,37.5499992370605,0.503084480145787,0.0133977227794258,24.348,"Day","Fall Day"
47,10,33.5,33.5,30,1,2,2012-10-22,3,32.98,0.78976000797636,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.482597748932,33.7850825256157,34.6454604457385,33.0537196851698,36.3925806508551,40.3376001519765,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,68.5654554610422,37.5499992370605,31.0154562239816,0.825977546049334,24.348,"Day","Fall Day"
48,10,33.5,33.5,30,0.1,2,2012-10-22,3,32.99,3.50502882946106,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4975485440305,33.5532108307975,33.7300801803863,33.4374317721004,34.094731660909,35.0197136918685,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,39.4834977328412,37.5499992370605,1.93349849578061,0.0514913058605955,24.348,"Day","Fall Day"
49,10,33.5,33.5,30,1,1,2010-11-02,3,32.99,1.3869632295692,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4866698682918,33.6494567796282,34.1307573122585,33.0087586625535,35.6155640823009,38.8281923706219,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,55.7855560316373,34.3499984741211,21.4355575575162,0.624033726629289,28.9,"Day","Fall Day"
50,10,33.5,33.5,30,0.1,1,2010-11-02,3,32.99,3.80404820367277,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4982847006845,33.5215822173038,33.5966039254828,33.4387856594732,33.832281255844,34.3720104999476,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,36.5541242754998,34.3499984741211,2.20412580137872,0.0641666928468508,28.9,"Day","Fall Day"
51,10,33.5,33.5,30,1,2,2010-11-02,3,32.77,0.516667291989121,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.476549782217,33.7092366008871,34.3599534642963,32.9585777423331,35.6780346810218,39.0149117239903,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,66.6779738839509,34.3499984741211,32.3279754098298,0.941134697114626,28.9,"Day","Fall Day"
52,10,33.5,33.5,30,0.1,2,2010-11-02,3,33.05,3.53146260457883,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.496722186422,33.5401503043475,33.6769989357163,33.4245786477834,33.9572207589611,34.7090934833808,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,38.7193090479464,34.3499984741211,4.36931057382526,0.127199731234837,28.9,"Day","Fall Day"
53,10,33.5,33.5,30,1,1,2014-11-02,3,33.01,1.52923554611383,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.489513940541,33.6845669344126,34.2573185226952,33.0790445421525,35.9726646809338,39.0026896714011,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,37.5363981861532,17.25,20.2863981861532,1.17602308325526,14.98,"Night","Fall Night"
54,10,33.5,33.5,30,0.1,1,2014-11-02,3,33.18,3.82156731826144,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4984302847275,33.5250977056909,33.6100995007695,33.4418197791481,33.8679630173457,34.3628351629127,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,34.8038613617001,17.25,17.5538613617001,1.01761515140291,14.98,"Night","Fall Night"
55,10,33.5,33.5,30,1,2,2014-11-02,3,33.46,0.684903952141491,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.481531787223,33.7618202307698,34.5408126098663,33.0398762443185,36.0878061397836,39.3052598656637,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,33.2789198230747,17.25,16.0289198230747,0.929212743366647,14.98,"Night","Fall Night"
56,10,33.5,33.5,30,0.1,2,2014-11-02,3,32.92,3.56444300778653,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4970117800657,33.5464413431029,33.7003057707915,33.4288052402228,34.007167651073,34.7142151152604,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,35.2688988822059,17.25,18.0188988822059,1.04457384824382,14.98,"Night","Fall Night"
57,10,33.5,33.5,30,1,1,2013-11-15,3,33.37,1.62180237385599,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.489499643627,33.6429062407988,34.0846898785181,33.0912820096627,35.4441381644809,38.2432438187188,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,38.0512326362164,19.9500007629395,18.101231873277,0.907329883761363,19.27,"Night","Fall Night"
58,10,33.5,33.5,30,0.1,1,2013-11-15,3,33.1,3.85007720313027,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4982546424343,33.5175083328216,33.5785671848214,33.439850827023,33.7708143539127,34.2237795132395,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,34.7598236765372,19.9500007629395,14.8098229135978,0.742346984823658,19.27,"Night","Fall Night"
59,10,33.5,33.5,30,1,2,2013-11-15,3,33.44,0.559198364748148,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4819581276595,33.7020099492687,34.3005261086223,33.0586340298913,35.5193919574129,38.4437284309189,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,34.6532123555027,19.9500007629395,14.7032115925632,0.737003059161629,19.27,"Night","Fall Night"
60,10,33.5,33.5,30,0.1,2,2013-11-15,3,33.28,3.6095344830775,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4967016564964,33.532462570693,33.6433197404189,33.4262697592256,33.8706438549378,34.4979544070335,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,35.2564496967799,19.9500007629395,15.3064489338404,0.767240518720921,19.27,"Night","Fall Night"
61,10,33.5,33.5,30,1,1,2008-11-19,3,29.81,1.55706678237399,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4821328820154,33.6010322408459,33.9431312492031,32.9187296568535,34.9636185824655,37.2625360573895,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,51.6169756185648,NA,NA,NA,25.374,"Day","Fall Day"
62,10,33.5,33.5,30,0.1,1,2008-11-19,3,23.29,3.84491835021179,0,NA,1,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC High TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.13,2.2,2500,1400,0.15,0.9,0,0.48,7.4,7300,3200,"PCC",0.15,2.2,2400,1000,NA,NA,0,33.4977180821522,33.5148154515676,33.569008440335,33.4276924758029,33.736006158932,34.1327641678365,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,35.9257349460286,NA,NA,NA,25.374,"Day","Fall Day"
63,10,33.5,33.5,30,1,2,2008-11-19,3,23.33,0.676186115138027,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4668101394057,33.6338308036785,34.0834740030948,32.8297806733171,34.9501699526954,37.2690000344336,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,61.6195748118247,NA,NA,NA,25.374,"Day","Fall Day"
64,10,33.5,33.5,30,0.1,2,2008-11-19,3,23.11,3.5950546284896,0,NA,3,1.5,"Asphalt Overlays on PCC Pavements","OC",0.15,0.9,"Asphalt Overlay on PCC Low TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.13,1.2,2200,850,0.15,0.9,0,0.48,3.9,6700,2450,"PCC",0.15,1.2,2100,800,NA,NA,0,33.4956558426777,33.527629065594,33.6265828437774,33.4100768413562,33.8245264303288,34.3698443429932,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,37.7087406492519,NA,NA,NA,25.374,"Day","Fall Day"
