"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
46,10,33.5,33.5,30,0.1,1,2012-10-22,3,32.81,3.71358776207474,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt High TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.14,2.2,2500,1400,0.15,0.9,0,0.34,5.2,4800,2350,"base",0.2,3,2300,950,NA,NA,0,33.4990923427018,33.5207673956792,33.5967984642058,33.4653267608276,33.8376552711631,34.3715395770344,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,36.9742607119252,37.5499992370605,0.575738525135307,0.0153325842032794,24.348,"Day","Fall Day"
47,10,33.5,33.5,30,1,2,2012-10-22,3,33.24,0.796325594568011,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4840613921526,33.7646421938564,34.5837961214127,33.0958319209122,36.241013803758,40.0284383126546,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,68.8794353339334,37.5499992370605,31.3294360968728,0.834339193965995,24.348,"Day","Fall Day"
48,10,33.5,33.5,30,0.1,2,2012-10-22,3,33.34,3.43440683458449,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4977645798519,33.5486909381933,33.7136657818314,33.4434506531733,34.0536175553596,34.9288479859247,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,39.4818891349349,37.5499992370605,1.93188989787433,0.0514484670339918,24.348,"Day","Fall Day"
49,10,33.5,33.5,30,1,1,2010-11-02,3,33.3,1.34044459441335,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt High TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.14,2.2,2500,1400,0.15,0.9,0,0.34,5.2,4800,2350,"base",0.2,3,2300,950,NA,NA,0,33.4904168555494,33.6094275646734,33.9941880446064,33.1657364208527,35.177772946917,37.774697007951,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,55.7515656801278,34.3499984741211,21.4015672060067,0.623044196701505,28.9,"Day","Fall Day"
50,10,33.5,33.5,30,0.1,1,2010-11-02,3,33.44,3.73372523569392,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt High TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.14,2.2,2500,1400,0.15,0.9,0,0.34,5.2,4800,2350,"base",0.2,3,2300,950,NA,NA,0,33.4987674454657,33.5155688997322,33.5740998147539,33.4582431911816,33.7587233360722,34.1907305689342,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,36.5053551787997,34.3499984741211,2.15535670467858,0.0627469228652922,28.9,"Day","Fall Day"
51,10,33.5,33.5,30,1,2,2010-11-02,3,33.68,0.511724179841343,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4784516626373,33.6939801354295,34.3130039955175,33.0084921920392,35.5608412607922,38.732401941383,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,66.9862415158793,34.3499984741211,32.6362430417582,0.950109009942052,28.9,"Day","Fall Day"
52,10,33.5,33.5,30,0.1,2,2010-11-02,3,33.34,3.46193334166675,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4970029797934,33.5367027820814,33.6642746789904,33.4316867792145,33.9252585044983,34.6328555945018,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,38.7362208998898,34.3499984741211,4.38622242576866,0.127692070469034,28.9,"Day","Fall Day"
53,10,33.5,33.5,30,1,1,2014-11-02,3,33.1,1.47297569174207,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt High TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.14,2.2,2500,1400,0.15,0.9,0,0.34,5.2,4800,2350,"base",0.2,3,2300,950,NA,NA,0,33.4925381934756,33.6357205071677,34.0966740331138,33.2154188381023,35.4791395088926,38.0392191507383,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,37.1709899138762,17.25,19.9209899138762,1.15483999500732,14.98,"Night","Fall Night"
54,10,33.5,33.5,30,0.1,1,2014-11-02,3,32.82,3.75094552045221,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt High TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.14,2.2,2500,1400,0.15,0.9,0,0.34,5.2,4800,2350,"base",0.2,3,2300,950,NA,NA,0,33.4988772663596,33.5181560421233,33.5848766601254,33.4604179284093,33.7889206932311,34.2006123663851,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,34.6964333731096,17.25,17.4464333731096,1.0113874419194,14.98,"Night","Fall Night"
55,10,33.5,33.5,30,1,2,2014-11-02,3,33.4,0.672772114703473,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4830701545127,33.7431092178233,34.4859792639088,33.0829473204797,35.9554653449081,39.0549643264091,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,33.0034234870452,17.25,15.7534234870452,0.91324194127798,14.98,"Night","Fall Night"
56,10,33.5,33.5,30,0.1,2,2014-11-02,3,33.08,3.49341850863923,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4972701191322,33.5424998751951,33.6862321470704,33.4355534040365,33.9728306487066,34.6453800611509,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,35.1589286853578,17.25,17.9089286853578,1.03819876436857,14.98,"Night","Fall Night"
57,10,33.5,33.5,30,1,1,2013-11-15,3,32.85,1.57784767914412,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt High TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.14,2.2,2500,1400,0.15,0.9,0,0.34,5.2,4800,2350,"base",0.2,3,2300,950,NA,NA,0,33.4924993970365,33.6051408233864,33.9602306638553,33.222889893,35.0472072870261,37.3249652099265,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,37.6845527472118,19.9500007629395,17.7345519842723,0.888949940153251,19.27,"Night","Fall Night"
58,10,33.5,33.5,30,0.1,1,2013-11-15,3,33.03,3.77874438525063,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt High TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.14,2.2,2500,1400,0.15,0.9,0,0.34,5.2,4800,2350,"base",0.2,3,2300,950,NA,NA,0,33.4987403651032,33.5126256776532,33.5602806511897,33.4588377167573,33.7106232563054,34.0721460396576,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,34.6582844774418,19.9500007629395,14.7082837145024,0.737257300853118,19.27,"Night","Fall Night"
59,10,33.5,33.5,30,1,2,2013-11-15,3,33.14,0.544073764793588,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4834489842478,33.6875604612713,34.2578946488435,33.0997455235524,35.4127925116161,38.1966568995398,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,34.333855475539,19.9500007629395,14.3838547125995,0.720995196116484,19.27,"Night","Fall Night"
60,10,33.5,33.5,30,0.1,2,2013-11-15,3,33.31,3.53911987930326,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","Sheely",6.28538886184103,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4969809895492,33.5296765469219,33.633047238379,33.4331672170178,33.8447066833205,34.4343824917829,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,35.1303142012748,19.9500007629395,15.1803134383353,0.760917937734385,19.27,"Night","Fall Night"
61,10,33.5,33.5,30,1,1,2008-11-19,3,33.5,1.52550223676736,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt High TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.14,2.2,2500,1400,0.15,0.9,0,0.34,5.2,4800,2350,"base",0.2,3,2300,950,NA,NA,0,33.4869540046988,33.5733339487528,33.8468300011703,33.1004192576704,34.6601978466188,36.4747144584053,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,51.6677482682164,NA,NA,NA,25.374,"Day","Fall Day"
62,10,33.5,33.5,30,0.1,1,2008-11-19,3,33.42,3.77364626504038,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt High TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.14,2.2,2500,1400,0.15,0.9,0,0.34,5.2,4800,2350,"base",0.2,3,2300,950,NA,NA,0,33.4983359741138,33.510601728,33.552813722053,33.4502193175036,33.6834865098462,33.9964493852584,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,35.8992366912191,NA,NA,NA,25.374,"Day","Fall Day"
63,10,33.5,33.5,30,1,2,2008-11-19,3,34.03,0.666724192500741,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4693686347567,33.6236350212258,34.0512671779227,32.8896954869483,34.8712889571538,37.0579106563977,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,61.9781856509038,NA,NA,NA,25.374,"Day","Fall Day"
64,10,33.5,33.5,30,0.1,2,2008-11-19,3,29.56,3.52562568767151,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt Low TI","A6","KC7FQC Phoenix",9.90081982015144,320,"Fall","surface",0.14,1.2,2200,850,0.15,0.9,0,0.34,2.7,4600,1650,"base",0.2,1.5,2400,800,NA,NA,0,33.4960163860085,33.5252085285013,33.6174124766397,33.4183857177637,33.801655596955,34.3129845316281,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,37.7441407341962,NA,NA,NA,25.374,"Day","Fall Day"
1,10,33.5,33.5,30,1,1,2012-02-09,3,31.05,0,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4787315040156,33.5445695023472,33.7304993136202,32.9090042277979,34.2686429995179,35.8356536418723,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,47.1501026074166,34.75,12.4001026074166,0.356837485105514,19.22,"Day","Winter Day"
2,10,33.5,33.5,30,0.1,1,2012-02-09,3,30.11,2.27846635512069,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4956700179832,33.4988746233874,33.5064876318311,33.4067944822559,33.5250775651037,33.6775329096963,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,34.670004395831,34.75,0.0799956041689711,0.00230203177464665,19.22,"Day","Winter Day"
3,10,33.5,33.5,30,1,2,2012-02-09,3,32.94,0,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4582593695217,33.5290769197379,33.7001629493258,32.7965043779101,33.9809286482366,35.2042406885508,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,51.9549022978325,34.75,17.2049022978325,0.495105102095898,19.22,"Day","Winter Day"
4,10,33.5,33.5,30,0.1,2,2012-02-09,3,32.44,2.85000720315932,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4868311587914,33.4936526242856,33.5,33.377186331727,33.4824154888304,33.5884803105383,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,35.0787769639699,34.75,0.328776963969858,0.00946120759625491,19.22,"Day","Winter Day"
5,10,33.5,33.5,30,1,1,2014-02-19,3,32.43,0.842400937683567,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4847713228326,33.5932232652764,33.9107131709503,33.0015357256177,34.8710355957706,36.9902807157131,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,35.2839953494467,18.1499996185303,17.1339957309164,0.944021823197364,19.0333333333333,"Night","Winter Night"
6,10,33.5,33.5,30,0.1,1,2014-02-19,3,32.2,2.948764895485,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4967202023168,33.5071331208154,33.5387876733384,33.4137801003117,33.6332618715184,33.8921059783711,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,34.0713700400288,18.1499996185303,15.9213704214985,0.877210509979492,19.0333333333333,"Night","Winter Night"
7,10,33.5,33.5,30,1,2,2014-02-19,3,32.74,0.424147313545259,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4695068190167,33.6016697952343,33.9602500256659,32.9059644940305,34.6499858050943,36.5262799224978,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,31.1012088605247,18.1499996185303,12.9512092419944,0.713565262490247,19.0333333333333,"Night","Winter Night"
8,10,33.5,33.5,30,0.1,2,2014-02-19,3,31.85,2.80010552858765,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4933852068814,33.508959983428,33.553090619235,33.3892457366608,33.6339109556349,33.9050388283765,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,33.9461997983791,18.1499996185303,15.7962001798488,0.87031407778773,19.0333333333333,"Night","Winter Night"
9,10,33.5,33.5,30,1,1,2007-02-27,3,33.13,0.739593008080133,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4761013979311,33.5474263845001,33.7505527383611,32.8504759248847,34.3545035897444,36.1944109312554,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,49.0058890682008,24.25,24.7558890682008,1.02086140487426,19.2025,"Day","Winter Day"
10,10,33.5,33.5,30,0.1,1,2007-02-27,3,32.11,2.9599536165919,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4892317737014,33.4945437766479,33.5,33.3714410336491,33.4727703075176,33.5739551176478,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,34.4564174065039,24.25,10.2064174065039,0.420883192020781,19.2025,"Day","Winter Day"
11,10,33.5,33.5,30,1,2,2007-02-27,3,32.7,0.349925983254437,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4536236634754,33.530292373302,33.7184055621552,32.7302284806241,34.0414663984401,35.5305044634849,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,54.1820447522986,24.25,29.9320447522986,1.23431112380613,19.2025,"Day","Winter Day"
12,10,33.5,33.5,30,0.1,2,2007-02-27,3,32.16,2.81893190163971,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Phoenix, Phoenix Sky Harbor International Airport",3.90076470899848,150,"Winter","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4673968324974,33.4858293404803,33.5,33.2938202185404,33.4107346734093,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,34.7685344949409,24.25,10.5185344949409,0.433753999791378,19.2025,"Day","Winter Day"
13,10,33.5,33.5,30,1,1,2008-04-23,3,32.7,1.5637756994652,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","GateWay Community College",4.74656037084834,150,"Spring","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4882836555225,33.6865080122948,34.2865160199885,33.0555316564785,36.1409654006623,39.9314900403165,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,41.645768945632,26.25,15.395768945632,0.586505483643123,23.33,"Night","Spring Night"
14,10,33.5,33.5,30,0.1,1,2008-04-23,3,32.63,2.85813393432567,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","GateWay Community College",4.74656037084834,150,"Spring","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4985201964479,33.5290774309866,33.6299541975015,33.4444011450818,33.9504420655398,34.6624194374187,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,36.167500048766,26.25,9.91750004876599,0.377809525667276,23.33,"Night","Spring Night"
15,10,33.5,33.5,30,1,2,2008-04-23,3,32.75,1.71423127355025,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","GateWay Community College",4.74656037084834,150,"Spring","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4773595305967,33.7345167769718,34.4741568717399,32.987586701135,35.9708800947375,39.624058253525,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,37.5029515676204,26.25,11.2529515676204,0.42868386924268,23.33,"Night","Spring Night"
16,10,33.5,33.5,30,0.1,2,2008-04-23,3,32.83,2.67614409039759,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","GateWay Community College",4.74656037084834,150,"Spring","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4968732739663,33.5476284972489,33.7122539443847,33.4284220703501,34.0530023867564,34.9692876026189,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,37.0908753675449,26.25,10.8408753675449,0.412985728287424,23.33,"Night","Spring Night"
17,10,33.5,33.5,30,1,1,2007-05-02,3,32.33,1.89018673513605,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Durango Complex",6.98785828250345,150,"Spring","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4948727850498,33.7628408168192,34.5586507444849,33.2332197837062,37.0201162662796,41.4157738990291,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,62.5530271463047,47.25,15.3030271463047,0.323873590397983,28.89,"Day","Spring Day"
18,10,33.5,33.5,30,0.1,1,2007-05-02,3,32.73,2.85599887137248,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Durango Complex",6.98785828250345,150,"Spring","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4992223440864,33.5390562776544,33.6674628739182,33.4624753380588,34.0711801692231,34.8696413626603,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,37.9646022571935,47.25,9.28539774280654,0.196516354345112,28.89,"Day","Spring Day"
19,10,33.5,33.5,30,1,2,2007-05-02,3,32.61,2.0157509593407,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Durango Complex",6.98785828250345,150,"Spring","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4902675688683,33.8531915793754,34.8807434125269,33.2051898671817,36.9930139834158,41.4209447416633,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,69.6192272952227,47.25,22.3692272952227,0.473422799898893,28.89,"Day","Spring Day"
20,10,33.5,33.5,30,0.1,2,2007-05-02,3,32.35,2.67781406431987,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Durango Complex",6.98785828250345,150,"Spring","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4983877793754,33.5663486967963,33.7811701205741,33.4535084739789,34.2253693710059,35.2860897188526,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,40.086967644513,47.25,7.16303235548696,0.151598568370094,28.89,"Day","Spring Day"
21,10,33.5,33.5,30,1,1,2018-06-22,3,32.29,2.6356388739707,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.496681608185,33.8320978721496,34.846559248758,33.2937802136386,38.0182200551475,43.6878810259612,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,50.8318163994584,37.4500007629395,13.381815636519,0.357324842827817,36.11,"Night","Summer Night"
22,10,33.5,33.5,30,0.1,1,2018-06-22,3,32.2,2.83878006884608,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4995769964083,33.5524461595281,33.7264176663837,33.4741548728121,34.2843754904117,35.4209431135467,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,38.3690225483206,37.4500007629395,0.919021785381176,0.0245399670669871,36.11,"Night","Summer Night"
23,10,33.5,33.5,30,1,2,2018-06-22,3,32.5,2.84928585818691,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4936408339174,33.9558492823128,35.2952323626803,33.2746303134953,38.0773135470502,43.9577893742543,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,48.1027796217985,37.4500007629395,10.6527788588591,0.284453368273387,36.11,"Night","Summer Night"
24,10,33.5,33.5,30,0.1,2,2018-06-22,3,32.26,2.67832315153371,0,NA,3,1.5,"Concrete Pavements","C",0.3,0.96,"Portland Cement Concrete Low TI","C1","Durango Complex",6.98785828250345,150,"Summer","surface",0.2,1.2,2100,840,0.3,0.96,0,0.4,2.7,4500,1640,"base",0.2,1.5,2400,800,NA,NA,0,33.4991053264739,33.5906021951512,33.8867022837984,33.4683005196944,34.5104937139887,36.0592301885243,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,40.397691051709,37.4500007629395,2.94769028876959,0.078710019458441,36.11,"Night","Summer Night"
25,10,33.5,33.5,30,1,1,2016-07-13,3,31.74,2.55610469449328,0,NA,1,1.5,"Concrete Pavements","C",0.3,0.9,"Portland Cement Concrete High TI","C1","EW1464 Phoenix",5.7240083142585,150,"Summer","surface",0.2,2.2,2400,1050,0.3,0.9,0,0.4,5.2,4800,1850,"base",0.2,3,2400,800,NA,NA,0,33.4977562601542,33.8368233862073,34.8450842902592,33.3414416490011,37.9999965855882,43.5656895599952,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,67.622833333799,61.3499984741211,6.27283485967791,0.102246699522315,38.8076470588235,"Day","Summer Day"
