"end.day","day.sea","RMSE","MAPE"
2014-08-30,"Summer Night",8.71855057377394,0.21581338321726
2018-06-22,"Summer Night",9.32531305842079,0.220249818629031
2014-10-01,"Fall Night",10.7266710828732,0.414589005549288
2008-04-23,"Spring Night",11.7362769583884,0.475756606340079
2012-02-09,"Winter Day",11.7832129564219,0.281513926527356
2010-11-02,"Fall Day",11.818818456751,0.259875896392362
2013-11-15,"Fall Night",12.7151464599752,0.770611431348908
2014-11-02,"Fall Night",13.772318329342,0.868943429458451
2014-02-19,"Winter Night",14.1347285497545,0.859780659577176
2008-11-19,"Fall Day",14.3528321885291,0.361143804406221
2012-10-22,"Fall Day",15.4803530388358,0.345349602135207
2015-07-27,"Summer Day",15.5269774444048,0.237642161983513
2007-02-27,"Winter Day",15.5335831962277,0.422554032165158
2007-05-02,"Spring Day",15.5447759969248,0.299141666230098
2016-07-13,"Summer Day",16.6923069702066,0.266349592249099
2014-07-29,"Summer Night",27.056528585275,0.541808402195176
