"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
1,10,33.5,33.5,30,1,1,2012-02-09,5,84.88,0,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.3519283896454,33.409808105171,33.5,32.6698971899068,33.3070279225236,34.0579392748783,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,47.4265901755018,34.75,12.6765901755018,0.364793961884943,19.5541427218615,"Day","Winter Day"
2,10,33.5,33.5,30,0.1,1,2012-02-09,5,85.33,2.65849259857346,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,32.7944919941045,33.2504340059011,33.5,31.6407100632109,32.4679521650448,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,30.7249389317434,34.75,4.0250610682566,0.115829095489399,19.5541427218615,"Day","Winter Day"
3,10,33.5,33.5,30,1,2,2012-02-09,5,85.06,0,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.3523041886713,33.4105018237472,33.5,32.6466972973675,33.3138588917442,34.1162182742971,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,47.5545781655412,38.5499992370605,9.00457892848067,0.233581818591166,19.5541427218615,"Day","Winter Day"
4,10,33.5,33.5,30,0.1,2,2012-02-09,5,84.87,2.64460801950173,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,32.77583653898,33.2430414959449,33.5,31.5981766279569,32.4400695496692,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,30.5755354356893,38.5499992370605,7.9744638013712,0.206860284285164,19.5541427218615,"Day","Winter Day"
5,10,33.5,33.5,30,1,3,2012-02-09,5,85.41,0,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.3488752701782,33.4086108424267,33.5,32.4981682739407,33.3005360855373,34.2391370142539,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,47.4886955029763,34.75,12.7386955029763,0.366581165553276,19.5541427218615,"Day","Winter Day"
6,10,33.5,33.5,30,0.1,3,2012-02-09,5,86.56,2.66087809893524,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,32.7597886233349,33.2362024828944,33.5,31.4198027077684,32.3229789967362,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,30.4446768597575,34.75,4.30532314024254,0.123894191086116,19.5541427218615,"Day","Winter Day"
7,10,33.5,33.5,30,1,1,2014-02-19,5,86.9,0.506541857131762,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.4491468529093,33.6927024400627,34.1565547801735,32.8419046681831,34.4082698905062,35.7370375125084,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,29.5992196952828,18.1499996185303,11.4492200767526,0.630811036770682,15.7357949548091,"Night","Winter Night"
8,10,33.5,33.5,30,0.1,1,2014-02-19,5,86.72,2.54597365247342,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.1125228199602,33.3619663919402,33.5,32.4233247574698,32.9290882316724,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,30.019785136161,18.1499996185303,11.8697855176308,0.653982686892857,15.7357949548091,"Night","Winter Night"
9,10,33.5,33.5,30,1,2,2014-02-19,5,87.67,0.506713089221186,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.447499595715,33.6980745385417,34.167877482447,32.8155797537823,34.4266894868864,35.7880673365938,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,29.6153296956163,18.0499992370605,11.5653304585557,0.640738556642683,15.7357949548091,"Night","Winter Night"
10,10,33.5,33.5,30,0.1,2,2014-02-19,5,86.49,2.56468625542158,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.1027257776918,33.3582084555689,33.5,32.3986321751281,32.9145296344553,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,29.9037903322583,18.0499992370605,11.8537910951977,0.656719756024107,15.7357949548091,"Night","Winter Night"
11,10,33.5,33.5,30,1,3,2014-02-19,5,86.64,0.529235249120862,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4455196506786,33.7028894876965,34.1787895183023,32.6950233317465,34.5271743930391,36.0208529715703,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,29.6616888827563,18.1499996185303,11.511689264226,0.634252865353957,15.7357949548091,"Night","Winter Night"
12,10,33.5,33.5,30,0.1,3,2014-02-19,5,86.55,2.56424496733565,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.0937392016528,33.3544265576484,33.5,32.2898025981922,32.8495950776809,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,29.8514373685152,18.1499996185303,11.701437749985,0.644707327598969,15.7357949548091,"Night","Winter Night"
13,10,33.5,33.5,30,1,1,2007-02-27,5,87.34,0.364399122958188,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.3811089250015,33.4374495723101,33.5,32.6803940312105,33.3945715419566,34.260289357434,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,48.8918078945482,24.25,24.6418078945482,1.01615702657931,17.1097866871546,"Day","Winter Day"
14,10,33.5,33.5,30,0.1,1,2007-02-27,5,86.84,2.66391972747613,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,32.634446009639,33.1874304347809,33.5,31.3065433011305,32.2282385247871,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,30.0966654826369,24.25,5.84666548263692,0.241099607531419,17.1097866871546,"Day","Winter Day"
15,10,33.5,33.5,30,1,2,2007-02-27,5,87.46,0.328006545749386,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.3800053004149,33.4374682637051,33.5,32.6546654126773,33.3998524620601,34.3213856208752,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,49.0257713341697,32.9500007629395,16.0757705712302,0.487883769317283,17.1097866871546,"Day","Winter Day"
16,10,33.5,33.5,30,0.1,2,2007-02-27,5,87.42,2.68861643214286,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,32.6115051918169,33.1782439433221,33.5,31.2567396066877,32.1938709780595,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,29.9241734035996,32.9500007629395,3.02582735933987,0.0918308737262056,17.1097866871546,"Day","Winter Day"
17,10,33.5,33.5,30,1,3,2007-02-27,5,87.7,0.321480651787231,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.3765533618985,33.4359579177846,33.5,32.5120636545246,33.3942660778016,34.4671864748217,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,48.9690364571842,24.25,24.7190364571842,1.01934170957461,17.1097866871546,"Day","Winter Day"
18,10,33.5,33.5,30,0.1,3,2007-02-27,5,88.06,2.70046976746714,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,32.5919234356739,33.1697040627258,33.5,31.0517658068553,32.0503505145303,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,29.7730115910231,24.25,5.52301159102313,0.227753055299923,17.1097866871546,"Day","Winter Day"
19,10,33.5,33.5,30,1,1,2008-04-23,5,86.85,1.53296840757314,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.4693623066479,34.1169726118104,35.3356077611876,33.0092956494362,36.1483596036968,39.0531481418644,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,35.7276963949661,26.25,9.47769639496607,0.361055100760612,21.3139705882353,"Night","Spring Night"
20,10,33.5,33.5,30,0.1,1,2008-04-23,5,87.1,2.43241198234685,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.3484337717771,33.4434072185912,33.5,33.0451686891449,33.2767719503934,33.5010185847541,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,32.194764346779,26.25,5.94476434677898,0.226467213210628,21.3139705882353,"Night","Spring Night"
21,10,33.5,33.5,30,1,2,2008-04-23,5,87.64,1.5472042001306,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4681537013865,34.1308675526496,35.3607071478442,32.9872048361914,36.1908426013315,39.1204008893077,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,35.856941839173,26.3500003814697,9.50694145770331,0.360794737004593,21.3139705882353,"Night","Spring Night"
22,10,33.5,33.5,30,0.1,2,2008-04-23,5,86.31,2.44883276005502,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.3450082872423,33.4420182160263,33.5,33.0328988636118,33.2717843431418,33.5039226687363,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,32.1492737864582,26.3500003814697,5.79927340498847,0.220086274042968,21.3139705882353,"Night","Spring Night"
23,10,33.5,33.5,30,1,3,2008-04-23,5,88.27,1.61293640131405,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.466807976878,34.1458178934913,35.3917939581953,32.8955814615929,36.4762738857008,39.6343061756312,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,35.9807091062946,26.25,9.73070910629457,0.370693680239793,21.3139705882353,"Night","Spring Night"
24,10,33.5,33.5,30,0.1,3,2008-04-23,5,87.27,2.44238170819508,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.3416825058979,33.4404572777376,33.5,32.9757684276699,33.246990681696,33.5113971056537,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,32.1387288815596,26.25,5.88872888155959,0.224332528821318,21.3139705882353,"Night","Spring Night"
25,10,33.5,33.5,30,1,1,2007-05-02,5,88.43,2.07222738554193,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.4853483683537,34.4953920256735,36.3754334172755,33.1972143194535,37.6654243699535,41.4391963540037,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,64.4977696008298,47.25,17.2477696008298,0.365032160864122,28.1211213803089,"Day","Spring Day"
26,10,33.5,33.5,30,0.1,1,2007-05-02,5,88.14,2.40305600277452,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.4943500713382,33.6128862194708,33.8614757154676,33.4151051277806,34.0072778195494,34.5188244079114,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,36.9993845795454,47.25,10.2506154204546,0.216944241702742,28.1211213803089,"Day","Spring Day"
27,10,33.5,33.5,30,1,2,2007-05-02,5,88.53,2.27982501613652,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4851469250398,34.5881314602588,36.6148391103829,33.1869036917616,38.0239045459673,42.0496537647753,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,66.2054952257716,49.5499992370605,16.655495988711,0.3361351411738,28.1211213803089,"Day","Spring Day"
28,10,33.5,33.5,30,0.1,2,2007-05-02,5,88.22,2.41054809299156,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4947757979731,33.634818529648,33.9272840280852,33.4175618956877,34.1024408896744,34.7143069791459,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,37.5579611374581,49.5499992370605,11.9920380996024,0.242018936109954,28.1211213803089,"Day","Spring Day"
29,10,33.5,33.5,30,1,3,2007-05-02,5,88.1,2.22504631570954,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4840408028241,34.5412737143076,36.4590319646605,33.125826280462,38.1712833451517,42.1657996751674,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,65.0132633269578,47.25,17.7632633269578,0.375942080993815,28.1211213803089,"Day","Spring Day"
30,10,33.5,33.5,30,0.1,3,2007-05-02,5,87.75,2.40888862101625,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4939822340348,33.6199134177829,33.8798535354009,33.3966314275394,34.0813076051167,34.6457491271142,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,37.1714273713353,47.25,10.0785726286647,0.213303124416185,28.1211213803089,"Day","Spring Day"
31,10,33.5,33.5,30,1,1,2018-06-22,5,88.91,2.66321680720135,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.4886349735296,34.7001200687649,37.04448844507,33.2442504241113,38.6230480904317,43.6781427724343,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,45.9482988635959,37.4500007629395,8.49829810065643,0.22692384319165,33.8735221220149,"Night","Summer Night"
32,10,33.5,33.5,30,0.1,1,2018-06-22,5,88.97,2.37803190164897,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.4957182937791,33.6958756627876,34.1631826374874,33.4299039771747,34.4332370406414,35.6738448805949,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,38.5733292612979,37.4500007629395,1.12332849835843,0.0299954199058409,33.8735221220149,"Night","Summer Night"
33,10,33.5,33.5,30,1,2,2018-06-22,5,88.78,2.73748482307477,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4882538526086,34.7340372881155,37.1115957704656,33.2331175869812,38.7314561833731,43.8062421830551,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,46.3064807469825,37.9500007629395,8.35647998404301,0.220197096602001,33.8735221220149,"Night","Summer Night"
34,10,33.5,33.5,30,0.1,2,2018-06-22,5,88.02,2.3986030542125,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4956682345241,33.704037154104,34.187186043205,33.4280300963411,34.4680683324678,35.746692819754,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,38.7778640266085,37.9500007629395,0.82786326366903,0.0218145783142511,33.8735221220149,"Night","Summer Night"
35,10,33.5,33.5,30,1,3,2018-06-22,5,88.64,2.87535892037163,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4875879052254,34.7555007392155,37.1504604740828,33.1833489815836,39.2506777329986,44.6246750047616,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,46.4570664688068,37.4500007629395,9.00706570586738,0.240509092720254,33.8735221220149,"Night","Summer Night"
36,10,33.5,33.5,30,0.1,3,2018-06-22,5,88.48,2.39497756500105,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4954292617264,33.7079220875809,34.1977889563946,33.4145329103532,34.5713851016674,35.9550395295211,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,38.8768147476056,37.4500007629395,1.42681398466613,0.0380991710440258,33.8735221220149,"Night","Summer Night"
37,10,33.5,33.5,30,1,1,2016-07-13,5,87.61,2.67034006269584,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.4953857662084,34.8823822222871,37.3995926696695,33.3628421773602,39.1991721875204,44.1715131414828,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,70.1345055380337,61.3499984741211,8.78450706391266,0.143186752769328,37.798079990083,"Day","Summer Day"
38,10,33.5,33.5,30,0.1,1,2016-07-13,5,87.22,2.40928934109749,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,33.4989867559195,33.7960063582523,34.3961500421621,33.4735677479727,34.7886655707062,36.0792201892309,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,40.7199267478275,61.3499984741211,20.6300717262936,0.336268496159716,37.798079990083,"Day","Summer Day"
39,10,33.5,33.5,30,1,2,2016-07-13,5,88.16,2.73983121145544,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4952120384207,34.9186346730711,37.4652919113415,33.3563454168024,39.3088201943531,44.2848245956123,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,70.6804615581069,63.4500007629395,7.2304607951674,0.113955251508691,37.798079990083,"Day","Summer Day"
