"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
92,10,33.5,33.5,30,0.1,1,2008-11-19,5,86.22,2.57697661614189,0,NA,1,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 80+80mm","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.08,1.5,2250,900,0.3,0.93,0,0.26,4.7,7000,2600,"asphalt",0.08,1.7,2350,900,NA,NA,0,"base",0.1,1.5,2400,800,NA,NA,0,32.9315051200277,33.2940233322851,33.5,31.9779438818897,32.6599000214198,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,31.5269707034291,26.0499992370605,5.47697146636858,0.210248430970265,25.007715678255,"Day","Fall Day"
93,10,33.5,33.5,30,1,2,2008-11-19,5,86.72,0.495973098136213,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,33.4387773965482,33.4798253514018,33.5485649351343,32.821663240307,33.5180520979877,34.1891005346274,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,49.0106026999454,31.75,17.2606026999454,0.543641029919539,25.007715678255,"Day","Fall Day"
94,10,33.5,33.5,30,0.1,2,2008-11-19,5,85.77,2.59752232421847,0,NA,3,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 100+140mm","C4","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.1,1.5,2250,900,0.3,0.93,0,0.44,4.7,7000,2600,"asphalt",0.14,1.7,2350,900,NA,NA,0,"base",0.2,1.5,2400,800,NA,NA,0,32.9169838234772,33.2882147699864,33.5,31.9444429941368,32.638133154055,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,31.4209267870268,31.75,0.329073212973242,0.0103645106448265,25.007715678255,"Day","Fall Day"
95,10,33.5,33.5,30,1,3,2008-11-19,5,87.99,0.476798640879407,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,33.4369497881401,33.4793737114045,33.5495755911132,32.7022870349445,33.5222774963751,34.3127643612411,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,48.9727299282585,26.0499992370605,22.922730691198,0.879951299905855,25.007715678255,"Day","Fall Day"
96,10,33.5,33.5,30,0.1,3,2008-11-19,5,76.63,2.60071010161276,0,NA,5,1.5,"Whitetopped Asphalt Pavements","WA",0.3,0.93,"Whitetopped Asphalt 150+200mm","C1","Mean Hour All Stations",3.14159265358979,"Fall","surface",0.15,1.5,2250,900,0.3,0.93,0,0.65,4.7,7000,2600,"asphalt",0.2,1.7,2350,900,NA,NA,0,"base",0.3,1.5,2400,800,NA,NA,0,32.9040322516433,33.2826355136692,33.5,31.7952446778593,32.5433317441663,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,31.3198024134352,26.0499992370605,5.26980317637469,0.202295713271174,25.007715678255,"Day","Fall Day"
1,10,33.5,33.5,30,1,1,2012-02-09,5,87.13,0,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.4421111832733,33.6941277425975,34.2319577755033,32.7680650269245,34.4976688500001,36.2883094256964,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,53.7473360849653,27.3500003814697,26.3973357034956,0.965167653941986,19.5541427218615,"Day","Winter Day"
2,10,33.5,33.5,30,0.1,1,2012-02-09,5,86.38,3.19473441864575,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,32.9673162926576,33.3087083665152,33.5,32.1018107559229,32.7179992790025,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,32.0242333776981,27.3500003814697,4.67423299622834,0.170904311920787,19.5541427218615,"Day","Winter Day"
3,10,33.5,33.5,30,1,2,2012-02-09,5,86.1,0,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.441583000445,33.7004995054395,34.2464704524049,32.7578717949582,34.5202733267719,36.3283760370356,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,53.500885904007,32.8499984741211,20.6508874298859,0.628641960094899,19.5541427218615,"Day","Winter Day"
4,10,33.5,33.5,30,0.1,2,2012-02-09,5,86.82,3.19136887984062,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,32.9577953585448,33.305453832896,33.5,32.0804016759641,32.7044908650194,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,31.8750346431958,32.8499984741211,0.974963830925276,0.02967926563812,19.5541427218615,"Day","Winter Day"
5,10,33.5,33.5,30,1,3,2012-02-09,5,87.92,0,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.4406843344706,33.7041206387915,34.2561979563137,32.7435795487124,34.5349701061191,36.3712199167603,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,53.7184505207131,36.75,16.9684505207131,0.46172654478131,19.5541427218615,"Day","Winter Day"
6,10,33.5,33.5,30,0.1,3,2012-02-09,5,87.47,3.17972561723401,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,32.95104916689,33.3029208689027,33.5,32.0625735453078,32.6945195634394,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,31.8187324368781,36.75,4.93126756312193,0.134184151377468,19.5541427218615,"Day","Winter Day"
7,10,33.5,33.5,30,1,1,2014-02-19,5,87.06,0.525949121857934,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.4629736282829,33.98371088391,34.9961710842509,32.9418197515579,35.6289580496913,38.0330042878949,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,33.3421236808228,18.4500007629395,14.8921229178833,0.807161100383105,15.7357949548091,"Night","Winter Night"
8,10,33.5,33.5,30,0.1,1,2014-02-19,5,86.49,2.9771305548566,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.2800912563179,33.4171769299947,33.5,32.8818837914988,33.1703706983594,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,31.1164444491447,18.4500007629395,12.6664436862052,0.68652808468433,15.7357949548091,"Night","Winter Night"
9,10,33.5,33.5,30,1,2,2014-02-19,5,87.6,0.521364127216592,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4628648033959,34.0019996950455,35.0385877774214,32.9356743118034,35.6942353580555,38.1296664281615,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,34.2537427604213,18.3500003814697,15.9037423789516,0.866688939963813,15.7357949548091,"Night","Winter Night"
10,10,33.5,33.5,30,0.1,2,2014-02-19,5,87.04,3.05489573465895,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.284880318149,33.4188491681636,33.5,32.8958422335853,33.177520709236,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,31.1846798378318,18.3500003814697,12.834679456362,0.699437558013503,15.7357949548091,"Night","Winter Night"
11,10,33.5,33.5,30,1,3,2014-02-19,5,87.04,0.534992376501847,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.4621970900478,34.0082076789168,35.0512293916189,32.9238930865046,35.714548814194,38.1639632176993,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,34.3196973567664,17.3500003814697,16.9696969752967,0.978080495803378,15.7357949548091,"Night","Winter Night"
12,10,33.5,33.5,30,0.1,3,2014-02-19,5,87.59,3.05636922338903,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.2815526760445,33.4175934342722,33.5,32.8861105184577,33.1725859734311,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,31.1296322777509,17.3500003814697,13.7796318962812,0.794215077424332,15.7357949548091,"Night","Winter Night"
13,10,33.5,33.5,30,1,1,2007-02-27,5,88.69,0.470604949590236,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.4567733025921,33.7430669066748,34.3639299169041,32.9010993424445,34.6970392290696,36.7346952753413,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,55.8286889059951,30.4500007629395,25.3786881430556,0.833454433733345,17.1097866871546,"Day","Winter Day"
14,10,33.5,33.5,30,0.1,1,2007-02-27,5,87.77,3.12127897500526,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,32.8288659799067,33.2523601945071,33.5,31.8282728986297,32.5087118559966,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,31.5493305168684,30.4500007629395,1.09932975392894,0.0361027824756882,17.1097866871546,"Day","Winter Day"
15,10,33.5,33.5,30,1,2,2007-02-27,5,88.79,0.382603228519675,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4588319959723,33.7526985884856,34.3793168640111,32.9144483683761,34.7241479944678,36.7627924290395,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,55.4727980274398,34.4500007629395,21.0227972645003,0.610240835962946,17.1097866871546,"Day","Winter Day"
16,10,33.5,33.5,30,0.1,2,2007-02-27,5,89,3.20822612086857,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,32.8134295690721,33.2468616319679,33.5,31.7949496017721,32.4865057031262,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,31.3593179789456,34.4500007629395,3.09068278399388,0.0897150280274819,17.1097866871546,"Day","Winter Day"
17,10,33.5,33.5,30,1,3,2007-02-27,5,88.84,0.348681287116168,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.4581179665823,33.7562600082093,34.3883012748844,32.9024229511427,34.7379946011614,36.8028535906223,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,55.6658881771202,27.5499992370605,28.1158889400597,1.02054046165772,17.1097866871546,"Day","Winter Day"
18,10,33.5,33.5,30,0.1,3,2007-02-27,5,88.48,3.21863223173259,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Winter","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,32.8037197610189,33.243223659398,33.5,31.7705239392072,32.4721700329016,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,31.2784278734243,27.5499992370605,3.72842863636379,0.135333166592189,17.1097866871546,"Day","Winter Day"
19,10,33.5,33.5,30,1,1,2008-04-23,5,88.89,1.73692644645912,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.4785934962269,34.4908720787174,36.4219972460792,33.0966766644162,37.7253129965838,42.03424975229,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,40.2365832468527,25.1499996185303,15.0865836283224,0.599864169270476,21.3139705882353,"Night","Spring Night"
20,10,33.5,33.5,30,0.1,1,2008-04-23,5,88.97,2.82345028203509,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.4889946512002,33.511944685628,33.5596298552963,33.3699127507216,33.5798567791985,33.8426184582377,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,33.482269821892,25.1499996185303,8.3322702033617,0.33130299521844,21.3139705882353,"Night","Spring Night"
21,10,33.5,33.5,30,1,2,2008-04-23,5,89.06,1.73594860340006,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4783409032002,34.498939616663,36.424616213074,33.0903097067236,37.7362852458069,41.9963066586836,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,41.1852356600662,23.5499992370605,17.6352364230056,0.748842335215583,21.3139705882353,"Night","Spring Night"
22,10,33.5,33.5,30,0.1,2,2008-04-23,5,89,2.89927577645614,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4891943769244,33.5122206739591,33.5592693464979,33.3709380408071,33.5799504961856,33.8442305931968,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,33.588256533605,23.5499992370605,10.0382572965445,0.426252977568989,21.3139705882353,"Night","Spring Night"
23,10,33.5,33.5,30,1,3,2008-04-23,5,87.91,1.78102176438185,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.4779204339886,34.511939380953,36.4501103689502,33.0811281838256,37.7776218360707,42.0479858221115,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,41.3420479424763,25.8500003814697,15.4920475610066,0.599305506088576,21.3139705882353,"Night","Spring Night"
24,10,33.5,33.5,30,0.1,3,2008-04-23,5,87.19,2.89755970165612,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.4890579600774,33.5124578627929,33.5601989580196,33.3687629601938,33.5812974935769,33.8517898064001,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,33.5780732432061,25.8500003814697,7.72807286173639,0.298958326796628,21.3139705882353,"Night","Spring Night"
25,10,33.5,33.5,30,1,1,2007-05-02,5,89.44,2.26436188895743,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.4886636013235,34.8519271435951,37.4278515623871,33.2365687234305,39.1871655839336,44.3682367588388,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,72.6433376822013,47.3499984741211,25.2933392080802,0.53417824758546,28.1211213803089,"Day","Spring Day"
26,10,33.5,33.5,30,0.1,1,2007-05-02,5,89.06,2.73516809455723,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.4956838057187,33.6760640032791,34.0599894813614,33.4269631608769,34.2912025204773,35.1166271374475,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,38.5681927657399,47.3499984741211,8.78180570838123,0.185465807632093,28.1211213803089,"Day","Spring Day"
27,10,33.5,33.5,30,1,2,2007-05-02,5,89.08,2.30274812819524,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4885900322086,34.8711842247169,37.45408898899,33.2330311639898,39.2351033353974,44.3646081286265,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,72.4303114077635,53.5499992370605,18.880312170703,0.352573528285625,28.1211213803089,"Day","Spring Day"
28,10,33.5,33.5,30,0.1,2,2007-05-02,5,89.68,2.80580897656962,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4958327671897,33.6820041906757,34.0767839494183,33.4281748604785,34.315655758733,35.1596829283017,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,38.6700528853471,53.5499992370605,14.8799463517134,0.277870150582849,28.1211213803089,"Day","Spring Day"
29,10,33.5,33.5,30,1,3,2007-05-02,5,89.69,2.38703248930675,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.488347370774,34.8885647351889,37.4865726217618,33.2266023715205,39.2882397478518,44.4133452194819,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,72.770586615811,48.25,24.520586615811,0.508198686338052,28.1211213803089,"Day","Spring Day"
30,10,33.5,33.5,30,0.1,3,2007-05-02,5,90.16,2.80009283106668,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Spring","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.4957638791924,33.6846140110227,34.084523883352,33.4267440068012,34.3268995525003,35.1849793764927,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,38.8099261855823,48.25,9.4400738144177,0.195649198226274,28.1211213803089,"Day","Spring Day"
31,10,33.5,33.5,30,1,1,2018-06-22,5,89.97,2.85691165397342,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.4910779371608,35.0683473940935,38.1239194181432,33.2754964734504,40.1860408901655,46.6470232536254,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,50.3578708867803,37.25,13.1078708867803,0.351889151322962,33.8735221220149,"Night","Summer Night"
32,10,33.5,33.5,30,0.1,1,2018-06-22,5,89.72,2.65663920140546,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.08,1.7,2350,900,0.15,0.9,0,0.18,3.2,4700,1775,"base",0.1,1.5,2350,875,NA,NA,0,"subgrade",1.32,2,1850,1500,NA,NA,0,33.4967439721427,33.7590448713602,34.3590907346738,33.4399787907914,34.7140364868886,36.251508489362,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,39.7147643744376,37.25,2.46476437443755,0.0661681711258403,33.8735221220149,"Night","Summer Night"
33,10,33.5,33.5,30,1,2,2018-06-22,5,88.77,2.91992430473417,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4914632620985,35.0939771306905,38.1610446575095,33.279363183612,40.2523220032837,46.6524468399252,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,51.5490940872876,35.9500007629395,15.5990933243482,0.433910792581378,33.8735221220149,"Night","Summer Night"
34,10,33.5,33.5,30,0.1,2,2018-06-22,5,89.99,2.72790321665985,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A7","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.14,1.7,2350,900,0.15,0.9,0,0.34,3.2,4700,1775,"base",0.2,1.5,2350,875,NA,NA,0,"subgrade",1.16,2,1850,1500,NA,NA,0,33.4968790946044,33.7673837524835,34.3834852392956,33.4412252677598,34.7493897838813,36.3185161615478,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,40.097044071058,35.9500007629395,4.1470433081185,0.115355861477301,33.8735221220149,"Night","Summer Night"
35,10,33.5,33.5,30,1,3,2018-06-22,5,88.86,3.03233809342316,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.4912767238166,35.1142170342957,38.1996526227662,33.2738875682896,40.3149473270653,46.7093985920775,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,51.7939194149924,36.4500007629395,15.3439186520529,0.420957978899519,33.8735221220149,"Night","Summer Night"
36,10,33.5,33.5,30,0.1,3,2018-06-22,5,88.61,2.72511661746915,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A9","Mean Hour All Stations",3.14159265358979,"Summer","surface",0.2,1.7,2350,900,0.15,0.9,0,0.5,3.2,4700,1775,"base",0.3,1.5,2350,875,NA,NA,0,"subgrade",1,2,1850,1500,NA,NA,0,33.4968253864079,33.7711960428359,34.3953081154679,33.4400128642582,34.7664119006333,36.3579445639089,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,40.224118759705,36.4500007629395,3.77411799676554,0.103542329705597,33.8735221220149,"Night","Summer Night"
