"layer.profile","batch.name","RMSE","MAPE"
3,"Bare Ground / Desert Soil",11.5153936852293,0.432286670239038
2,"Bare Ground / Desert Soil",12.6145671478405,0.477001594272849
2,"Whitetopped Asphalt Pavements",13.1759843946213,0.402088391901526
2,"Concrete Pavements",13.1784248652595,0.403232757994635
1,"Whitetopped Asphalt Pavements",13.3938450771258,0.362691707053841
1,"Concrete Pavements",13.4378072730288,0.364904308627019
3,"Concrete Pavements",13.4378072730288,0.364904308627019
3,"Whitetopped Asphalt Pavements",13.4735737331106,0.365243691506481
1,"Bare Ground / Desert Soil",15.0351923790505,0.529966281318258
3,"Asphalt Pavements",16.2549349562657,0.439876906860334
2,"Asphalt Pavements",16.3095282973917,0.451183341411231
3,"Asphalt Overlays on PCC Pavements",16.3611251664554,0.442879504741118
2,"Asphalt Overlays on PCC Pavements",16.4382316915038,0.455054190002984
1,"Asphalt Pavements",16.4736508870379,0.437576186685616
1,"Asphalt Overlays on PCC Pavements",17.0035169666809,0.489440387404623
