"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
52,10,33.5,33.5,30,0.1,2,2014-07-29,3,36.78,2.86599059043553,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.14,1.7,2350,950,0.15,0.9,0,0.34,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.16,1.4,1850,1500,NA,NA,0,33.4997015845635,33.5670560384203,33.7960477297682,33.481878007468,34.4582362678283,35.9237300334805,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,40.193815417522,38.4500007629395,1.74381465458254,0.0453527859552954,34.46,"Night","Summer Night"
53,10,33.5,33.5,30,1,3,2014-07-29,3,37.56,2.66424334256908,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.2,1.7,2350,950,0.15,0.9,0,0.5,3.95,4700,1825,"base",0.3,2.25,2350,875,NA,NA,0,"subgrade",1,1.4,1850,1500,NA,NA,0,33.4973632069791,34.0213563041331,35.529356466005,33.3202759293235,39.7871508073973,47.4456916097628,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,54.0161874385497,38.4500007629395,15.5661866756102,0.404842298224708,34.46,"Night","Summer Night"
54,10,33.5,33.5,30,0.1,3,2014-07-29,3,36.86,2.85850217620515,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.2,1.7,2350,950,0.15,0.9,0,0.5,3.95,4700,1825,"base",0.3,2.25,2350,875,NA,NA,0,"subgrade",1,1.4,1850,1500,NA,NA,0,33.4995794986552,33.5871252272213,33.8662646262501,33.4735432024466,34.6704342949841,36.3609394823769,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,40.2149978391396,38.4500007629395,1.76499707620013,0.0459036941788919,34.46,"Night","Summer Night"
55,10,33.5,33.5,30,1,1,2014-08-30,3,37.1,1.98184355173502,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.08,1.7,2350,950,0.15,0.9,0,0.18,3.95,4700,1825,"base",0.1,2.25,2350,875,NA,NA,0,"subgrade",1.32,1.4,1850,1500,NA,NA,0,33.4982585950406,33.7824445597625,34.7133680498376,33.3990129795005,37.3228307389391,42.421025514124,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,50.0348595615714,37.8499984741211,12.1848610874503,0.321925008683457,29.735,"Night","Summer Night"
56,10,33.5,33.5,30,0.1,1,2014-08-30,3,37.06,2.82744214035765,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.08,1.7,2350,950,0.15,0.9,0,0.18,3.95,4700,1825,"base",0.1,2.25,2350,875,NA,NA,0,"subgrade",1.32,1.4,1850,1500,NA,NA,0,33.499751985934,33.5468697682494,33.7155204216011,33.486050526688,34.2037522698269,35.3168874468621,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,39.2097101976506,37.8499984741211,1.35971172352947,0.0359236929549452,29.735,"Night","Summer Night"
57,10,33.5,33.5,30,1,2,2014-08-30,3,37.06,2.09703393449296,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.14,1.7,2350,950,0.15,0.9,0,0.34,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.16,1.4,1850,1500,NA,NA,0,33.4975572623143,33.8646307341151,34.9866734584053,33.353263779969,38.1246042437348,43.9750105265261,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,49.7434823889242,37.8499984741211,11.8934839148031,0.31422680037715,29.735,"Night","Summer Night"
58,10,33.5,33.5,30,0.1,2,2014-08-30,3,36.81,2.88239543058293,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.14,1.7,2350,950,0.15,0.9,0,0.34,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.16,1.4,1850,1500,NA,NA,0,33.4996524399618,33.5610042816528,33.7669786707318,33.47978543453,34.3582372216838,35.6367530534601,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,39.1355602927811,37.8499984741211,1.28556181865997,0.0339646465121773,29.735,"Night","Summer Night"
59,10,33.5,33.5,30,1,3,2014-08-30,3,37.33,2.12902950834786,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.2,1.7,2350,950,0.15,0.9,0,0.5,3.95,4700,1825,"base",0.3,2.25,2350,875,NA,NA,0,"subgrade",1,1.4,1850,1500,NA,NA,0,33.496565876406,33.9684540574625,35.3093656950228,33.2858124390648,39.0775664619155,45.7938231742796,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,49.818378425705,37.8499984741211,11.9683799515839,0.316205559684949,29.735,"Night","Summer Night"
60,10,33.5,33.5,30,0.1,3,2014-08-30,3,37.23,2.87519000644839,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.2,1.7,2350,950,0.15,0.9,0,0.5,3.95,4700,1825,"base",0.3,2.25,2350,875,NA,NA,0,"subgrade",1,1.4,1850,1500,NA,NA,0,33.4995121451541,33.579188696628,33.8296820325004,33.4705903183569,34.5466893053407,36.0219519611171,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,39.1560443316231,37.8499984741211,1.306045857502,0.0345058364637709,29.735,"Night","Summer Night"
61,10,33.5,33.5,30,1,1,2014-10-01,3,37.12,1.01593161586273,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.08,1.7,2350,950,0.15,0.9,0,0.18,3.95,4700,1825,"base",0.1,2.25,2350,875,NA,NA,0,"subgrade",1.32,1.4,1850,1500,NA,NA,0,33.4939582839137,33.6821097524543,34.3034292680327,33.2751601375043,36.0251425484671,39.5564878240716,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,42.2340892725891,27.1499996185303,15.0840896540588,0.555583420478713,21.955,"Night","Fall Night"
62,10,33.5,33.5,30,0.1,1,2014-10-01,3,36.95,2.93600038274051,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.08,1.7,2350,950,0.15,0.9,0,0.18,3.95,4700,1825,"base",0.1,2.25,2350,875,NA,NA,0,"subgrade",1.32,1.4,1850,1500,NA,NA,0,33.4991377952228,33.5288634421729,33.6362382587753,33.4688276342836,33.9442348565292,34.6698907107979,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,36.8743637369093,27.1499996185303,9.72436411837907,0.358171795764669,21.955,"Night","Fall Night"
63,10,33.5,33.5,30,1,2,2014-10-01,3,37.29,1.06620543117516,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.14,1.7,2350,950,0.15,0.9,0,0.34,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.16,1.4,1850,1500,NA,NA,0,33.4918611333768,33.7358989207593,34.4854053919257,33.1848107907293,36.5588367466956,40.6904002662698,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,41.9707373916235,27.1499996185303,14.8207377730932,0.545883535223986,21.955,"Night","Fall Night"
64,10,33.5,33.5,30,0.1,2,2014-10-01,3,36.51,2.99409690736165,0,NA,3,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 140mm","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.14,1.7,2350,950,0.15,0.9,0,0.34,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.16,1.4,1850,1500,NA,NA,0,33.4988394840881,33.5377096242892,33.6690277470947,33.456403537518,34.0425106363152,34.8873113338403,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,36.8190497303065,27.1499996185303,9.66905011177619,0.356134447426545,21.955,"Night","Fall Night"
65,10,33.5,33.5,30,1,3,2014-10-01,3,37.46,1.07243630556396,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.2,1.7,2350,950,0.15,0.9,0,0.5,3.95,4700,1825,"base",0.3,2.25,2350,875,NA,NA,0,"subgrade",1,1.4,1850,1500,NA,NA,0,33.4890040181001,33.8041047286591,34.7003164974923,33.0557667111416,37.1974374130406,42.0363389380442,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,42.0475382725941,27.1499996185303,14.8975386540638,0.548712296993773,21.955,"Night","Fall Night"
66,10,33.5,33.5,30,0.1,3,2014-10-01,3,36.74,2.98722383614252,0,NA,5,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 200mm","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.2,1.7,2350,950,0.15,0.9,0,0.5,3.95,4700,1825,"base",0.3,2.25,2350,875,NA,NA,0,"subgrade",1,1.4,1850,1500,NA,NA,0,33.4984339004167,33.5491174990822,33.7089506721392,33.4387348570694,34.1628280782743,35.1520106134112,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,36.839011431018,27.1499996185303,9.68901181248771,0.356869685032143,21.955,"Night","Fall Night"
67,10,33.5,33.5,30,1,1,2012-10-22,3,36.48,0.709181329761092,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.08,1.7,2350,950,0.15,0.9,0,0.18,3.95,4700,1825,"base",0.1,2.25,2350,875,NA,NA,0,"subgrade",1.32,1.4,1850,1500,NA,NA,0,33.4925562754945,33.6473906388819,34.1636160224693,33.2465541771425,35.5879231530882,38.5642190144924,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,63.6247963430321,37.5499992370605,26.0747971059715,0.69440206753018,24.348,"Day","Fall Day"
68,10,33.5,33.5,30,0.1,1,2012-10-22,3,37.09,3.00434798783955,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.9,"Asphalt 80mm","A6","wx7wx Glendale",2.98257109888671,320,"Fall","surface",0.08,1.7,2350,950,0.15,0.9,0,0.18,3.95,4700,1825,"base",0.1,2.25,2350,875,NA,NA,0,"subgrade",1.32,1.4,1850,1500,NA,NA,0,33.4989668860426,33.5234861280772,33.6121220258549,33.4657193862956,33.8650159632897,34.4606895890576,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,38.1981518768322,37.5499992370605,0.648152639771695,0.0172610560037506,24.348,"Day","Fall Day"
