"","id","lon1","lon2","lon3","lon4","lat1","lat2","lat3","lat4","cloud","cloud.UL","cloud.UR","cloud.LL","cloud.LR","date.time","day.time","idx","A1","A2","A3","A4","A5","A6","B1","B2","B3","C1","C2","C3","C4","M1","M2","M3"
"1","AST_08_00301192014053509_20190206145548_11875",-112.610619015287,-111.815634167928,-111.699695406847,-112.489771556939,33.8018471913431,33.9197809331781,33.3599267283533,33.2428462277626,0,0,0,0,"0",2014-01-18 22:35:09,"night",77,11.0500001907349,13.6499996185303,10.25,11.6499996185303,15.3500003814697,12.4499998092651,7.34999990463257,7.05000019073486,5.25,12.4499998092651,0,11.25,13.0500001907349,11.25,11.5500001907349,13.9499998092651
"2","AST_08_00308312014053536_20190206150245_25957",-112.613924236654,-111.818944130601,-111.70298398195,-112.4930556323,33.8018887815587,33.9198437723859,33.3599929660426,33.242891647595,0,0,0,0,"0",2014-08-30 22:35:36,"night",877,34.1500015258789,37.9500007629395,36.5499992370605,36.3499984741211,39.25,36.6500015258789,28.8500003814697,27.9500007629395,28.0499992370605,37.0499992370605,0,32.4500007629395,36.9500007629395,33.6500015258789,35.5499992370605,28.5499992370605
"3","AST_08_00311032014053519_20190206145845_13098",-112.577305238224,-111.782222553618,-111.666491782921,-112.456662013265,33.806862387202,33.9245827523793,33.364694928965,33.247823608712,0,0,0,0,"0",2014-11-02 22:35:19,"night",1102,16.0499992370605,17.25,17.3500003814697,17.3500003814697,19.25,17.25,11.9499998092651,10.9499998092651,9.64999961853027,17.6499996185303,0,14.25,18.9500007629395,13.3500003814697,15.25,12.3500003814697
