"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
14,10,33.5,33.5,30,0.5,1,2007-02-27,3,36.81,1.93864537443833,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","KC7FQC Phoenix",9.90081982015144,320,"Winter","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4914889216761,33.5465041965022,33.7470062122989,33.2691021191936,34.3724937527971,35.9337605663033,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,45.8603601778047,30.4500007629395,15.4103594148652,0.506087324425329,18.9186666666666,"Day","Winter Day"
15,10,33.5,33.5,30,1,2,2007-02-27,3,36.96,0.669110719125681,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","KC7FQC Phoenix",9.90081982015144,320,"Winter","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4680317709294,33.5731442431484,33.8975938701721,32.7720531304574,34.7482607750136,37.1876180045985,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,56.6467172607881,30.4500007629395,26.1967164978487,0.860319075253771,18.9186666666666,"Day","Winter Day"
16,10,33.5,33.5,30,0.5,2,2007-02-27,3,36.89,1.51246773785496,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","KC7FQC Phoenix",9.90081982015144,320,"Winter","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4820849516078,33.5511973566901,33.7763181287055,33.0872359226182,34.3813006435048,36.0805611359825,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,47.1787777699026,30.4500007629395,16.7287770069631,0.549385109616274,18.9186666666666,"Day","Winter Day"
17,10,33.5,33.5,30,1,3,2007-02-27,3,37.27,0.494669672029801,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","KC7FQC Phoenix",9.90081982015144,320,"Winter","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4379903313109,33.5430742425527,33.8147393667859,32.5243199626169,34.279472040882,36.3244211243539,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,56.9316572724569,30.4500007629395,26.4816565095174,0.869676710870502,18.9186666666666,"Day","Winter Day"
18,10,33.5,33.5,30,0.5,3,2007-02-27,3,37.13,1.29859807504479,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","KC7FQC Phoenix",9.90081982015144,320,"Winter","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4641978308202,33.539466536812,33.7531607163144,32.9280500994932,34.1385545989709,35.6396033285408,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,47.2977328561507,30.4500007629395,16.8477320932112,0.553291680495342,18.9186666666666,"Day","Winter Day"
19,10,33.5,33.5,30,1,1,2008-04-23,3,36.41,1.97309459934947,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","KC7FQC Phoenix",9.90081982015144,320,"Spring","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.49500765893,33.6908627267664,34.3586487321003,33.2839239962047,36.4557819664505,40.6830793634064,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,48.1234666051279,25.1499996185303,22.9734669865976,0.913457945727799,22.23,"Night","Spring Night"
20,10,33.5,33.5,30,0.5,1,2008-04-23,3,36.16,1.95795223292269,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","KC7FQC Phoenix",9.90081982015144,320,"Spring","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4972707487311,33.6167746589038,34.0386557228735,33.3814161915449,35.3842375240266,38.2467062437419,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,45.6585529033836,25.1499996185303,20.5085532848533,0.815449447153981,22.23,"Night","Spring Night"
21,10,33.5,33.5,30,1,2,2008-04-23,3,37.16,1.92090654759992,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","KC7FQC Phoenix",9.90081982015144,320,"Spring","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4883800425806,33.7441571111472,34.5374679489425,33.0948408088399,36.745749244838,41.2693464312409,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,43.3544903156103,25.1499996185303,18.2044906970801,0.723836619212797,22.23,"Night","Spring Night"
22,10,33.5,33.5,30,0.5,2,2008-04-23,3,36.93,1.62743344644673,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","KC7FQC Phoenix",9.90081982015144,320,"Spring","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4938725788641,33.6623426644901,34.2068354542792,33.2785477038894,35.7420849278606,39.0124694827394,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,43.8833172489901,25.1499996185303,18.7333176304598,0.744863535371876,22.23,"Night","Spring Night"
23,10,33.5,33.5,30,1,3,2008-04-23,3,37.54,1.75539631002675,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","KC7FQC Phoenix",9.90081982015144,320,"Spring","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4767083467412,33.7889821306289,34.6811388611536,32.9567018999045,36.4974814231045,40.7817031096004,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,39.0085319690073,25.1499996185303,13.858532350477,0.551035091875954,22.23,"Night","Spring Night"
24,10,33.5,33.5,30,0.5,3,2008-04-23,3,37.06,1.36756608695088,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","KC7FQC Phoenix",9.90081982015144,320,"Spring","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4878942165902,33.7095402287144,34.3744925102386,33.2016067436832,35.7399673427767,39.0294460228074,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,41.8664268662595,25.1499996185303,16.7164272477293,0.664669085537988,22.23,"Night","Spring Night"
25,10,33.5,33.5,30,1,1,2007-05-02,3,36.85,2.35190354917264,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","CW2674 Youngtown",6.43680082848531,320,"Spring","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4977435291203,33.7395560876538,34.554351024071,33.3712547855936,37.1000700729144,41.984108644173,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,68.9226388049111,47.3499984741211,21.57264033079,0.455599599281516,30.58375,"Day","Spring Day"
26,10,33.5,33.5,30,0.5,1,2007-05-02,3,36.99,2.15079797809966,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","CW2674 Youngtown",6.43680082848531,320,"Spring","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4987492545631,33.646215609494,34.1608856412037,33.4287882580998,35.7927474408764,39.1230804086005,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,55.8967917127505,47.3499984741211,8.54679323862939,0.180502502936734,30.58375,"Day","Spring Day"
27,10,33.5,33.5,30,1,2,2007-05-02,3,37.07,2.26472779181865,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","CW2674 Youngtown",6.43680082848531,320,"Spring","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4951329609175,33.8256602068673,34.8364415885116,33.2684727554042,37.647739716186,42.9251204257609,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,71.8615988290823,47.3499984741211,24.5116003549612,0.51766845078903,30.58375,"Day","Spring Day"
28,10,33.5,33.5,30,0.5,2,2007-05-02,3,37.11,1.89249805065837,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","CW2674 Youngtown",6.43680082848531,320,"Spring","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.497152388928,33.7127128799701,34.4009909010325,33.3656221377689,36.3357206205221,40.1915886547595,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,58.6403517922905,47.3499984741211,11.2903533181694,0.238444639535523,30.58375,"Day","Spring Day"
29,10,33.5,33.5,30,1,3,2007-05-02,3,37.18,2.07917783742182,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","CW2674 Youngtown",6.43680082848531,320,"Spring","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4902521684958,33.9160107137498,35.1187794352294,33.1947437800017,37.5910819553322,42.7571753040518,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,72.5886985077863,47.3499984741211,25.2387000336652,0.533024305110787,30.58375,"Day","Spring Day"
30,10,33.5,33.5,30,0.5,3,2007-05-02,3,36.89,1.6977016722661,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","CW2674 Youngtown",6.43680082848531,320,"Spring","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4943398467424,33.7911935337264,34.6724021057594,33.3206150250881,36.4889331937999,40.5002664972494,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,59.921214240275,47.3499984741211,12.5712157661539,0.265495589678311,30.58375,"Day","Spring Day"
31,10,33.5,33.5,30,1,1,2018-06-22,3,36.97,2.97071574162151,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","Sheely",6.28538886184103,320,"Summer","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4983193225147,33.7770616336573,34.7240280121912,33.3928238038894,37.6999664276222,43.4935288199976,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,56.3472271204643,37.25,19.0972271204643,0.51267723813327,35.244,"Night","Summer Night"
32,10,33.5,33.5,30,0.5,1,2018-06-22,3,37.04,2.43792553743039,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","Sheely",6.28538886184103,320,"Summer","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4990651878422,33.6693697500956,34.2686480788445,33.4406092623568,36.1795822036223,40.1417582750995,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,51.7345920513671,37.25,14.4845920513671,0.388848108761533,35.244,"Night","Summer Night"
33,10,33.5,33.5,30,1,2,2018-06-22,3,37.43,2.92241197012484,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","Sheely",6.28538886184103,320,"Summer","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4962793680306,33.8822344017135,35.0775760191896,33.3041521102433,38.4226546701098,44.7734327461725,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,52.3073941266341,37.25,15.0573941266341,0.404225345681453,35.244,"Night","Summer Night"
34,10,33.5,33.5,30,0.5,2,2018-06-22,3,36.95,2.28430216041809,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","Sheely",6.28538886184103,320,"Summer","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4978341378826,33.7499753507702,34.5646031436019,33.386694922891,36.8681406030447,41.5229335020426,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,50.8865155917446,37.25,13.6365155917446,0.366080955483076,35.244,"Night","Summer Night"
35,10,33.5,33.5,30,1,3,2018-06-22,3,37.4,2.74427656235443,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","Sheely",6.28538886184103,320,"Summer","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4927452102881,33.9992448061247,35.4559893726101,33.247282722171,38.4674503883594,44.8348137292729,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,48.6442375812981,37.25,11.3942375812981,0.305885572652298,35.244,"Night","Summer Night"
36,10,33.5,33.5,30,0.5,3,2018-06-22,3,37.07,2.16036570978836,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","Sheely",6.28538886184103,320,"Summer","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4956952347569,33.8484865608772,34.9130640625871,33.3496437661971,37.119253193861,42.0713671486927,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,49.7402846856183,37.25,12.4902846856183,0.335309655989754,35.244,"Night","Summer Night"
37,10,33.5,33.5,30,1,1,2016-07-13,3,37.27,2.90702543687266,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","Sheely",6.28538886184103,320,"Summer","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4989382104939,33.7816036000606,34.7298865057033,33.4213905184824,37.7133441047961,43.4525245287908,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,73.0709237323685,56.3499984741211,16.7209252582474,0.296733375528422,38.305,"Day","Summer Day"
38,10,33.5,33.5,30,0.5,1,2016-07-13,3,37.62,2.41371147184493,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","Sheely",6.28538886184103,320,"Summer","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4994170751517,33.6724127036268,34.2735291557638,33.4568271634566,36.1913544146403,40.1201613837256,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,58.9209669191293,56.3499984741211,2.57096844500825,0.0456249958230074,38.305,"Day","Summer Day"
39,10,33.5,33.5,30,1,2,2016-07-13,3,37.81,2.85033564707457,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","Sheely",6.28538886184103,320,"Summer","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4976461431556,33.890046851808,35.0878926065333,33.3560581659809,38.45090973811,44.7461099418634,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,76.2971346133886,56.3499984741211,19.9471361392675,0.35398645393803,38.305,"Day","Summer Day"
40,10,33.5,33.5,30,0.5,2,2016-07-13,3,37.88,2.25133904879182,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","Sheely",6.28538886184103,320,"Summer","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4986268031289,33.7553984694914,34.5732378412998,33.4167584964902,36.8913964175313,41.5104726419094,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,62.1422915734719,56.3499984741211,5.79229309935079,0.10279136213306,38.305,"Day","Summer Day"
