"end.day","day.sea","RMSE","MAPE"
2015-07-27,"Summer Day",10.0654605224254,0.144363507774775
2016-07-13,"Summer Day",10.5351824734753,0.151533259970346
2014-08-30,"Summer Night",11.297127197141,0.317751217651176
2014-07-29,"Summer Night",11.9280355950205,0.305100695973954
2018-06-22,"Summer Night",13.0967966336705,0.353462526536504
2014-10-01,"Fall Night",13.9642534664886,0.54090861892642
2010-11-02,"Fall Day",14.1690605664284,0.328392415500782
2007-05-02,"Spring Day",14.19930638847,0.251899099154338
2008-11-19,"Fall Day",14.5075731098315,0.462605148918753
2012-02-09,"Winter Day",15.5359538463698,0.446117878157622
2008-04-23,"Spring Night",16.5012078530463,0.661827981361715
2013-11-15,"Fall Night",16.6588513623812,1.03379773238992
2014-11-02,"Fall Night",17.0035402452634,1.07252869794615
2014-02-19,"Winter Night",18.0975712524,1.13853416388793
2007-02-27,"Winter Day",18.5402710593439,0.600807674388699
2012-10-22,"Fall Day",18.7560982505311,0.531621082122785
