"valid.site","batch.name","RMSE","MAPE"
"B2","Bare Ground / Desert Soil",12.9556423642815,0.562684881771498
"C4","Whitetopped Asphalt Pavements",13.1760551569774,0.478563862930067
"C1","Concrete Pavements",13.5653114073651,0.447976800254442
"A6","Asphalt Pavements",17.1376220844507,0.558443761156639
"A6","Asphalt Overlays on PCC Pavements",17.4941168294904,0.571785537921743
