"run.n","nodal.spacing","n.iterations","i.top.temp","i.bot.temp","time.step","pave.length","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","L4.layer","L4.thickness","L4.k","L4.rho","L4.c","L4.albedo","L4.emissivity","L4.R.c.top","L5.layer","L5.thickness","L5.k","L5.rho","L5.c","L5.albedo","L5.emissivity","L5.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
1,10,1,33.5,33.5,30,10,1,1,2012-02-09,3,40.37,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","City of Glendale",6.32396689470024,"Winter","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9728193422892,33.33473251707,33.5,31.17122367356,32.3960457188789,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,33.8481701429143,27.3500003814697,6.49816976144461,0.237593040980258,21.11,"Day","Winter Day"
2,10,1,33.5,33.5,30,100,1,1,2012-02-09,3,40.36,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","City of Glendale",6.32396689470024,"Winter","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9728193422892,33.33473251707,33.5,31.17122367356,32.3960457188789,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,33.8481701429143,27.3500003814697,6.49816976144461,0.237593040980258,21.11,"Day","Winter Day"
3,10,1,33.5,33.5,30,10,1,2,2012-02-09,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","City of Glendale",6.32396689470024,"Winter","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,1,33.5,33.5,30,100,1,2,2012-02-09,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","City of Glendale",6.32396689470024,"Winter","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,1,33.5,33.5,30,10,1,3,2012-02-09,3,40.17,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","City of Glendale",6.32396689470024,"Winter","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.027153623627,33.3708131092854,33.5,30.3311997092973,31.9830962343299,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,32.951496344446,27.3500003814697,5.60149596297623,0.204807893413098,21.11,"Day","Winter Day"
6,10,1,33.5,33.5,30,100,1,3,2012-02-09,3,40.37,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","City of Glendale",6.32396689470024,"Winter","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.027153623627,33.3708131092854,33.5,30.3311997092973,31.9830962343299,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,32.951496344446,27.3500003814697,5.60149596297623,0.204807893413098,21.11,"Day","Winter Day"
7,10,1,33.5,33.5,30,10,1,4,2012-02-09,3,40.94,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","City of Glendale",6.32396689470024,"Winter","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1481156552861,33.4146370380131,33.5,29.8518022476254,31.7834708355473,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,33.0543735847854,27.3500003814697,5.70437320331564,0.208569401234103,21.11,"Day","Winter Day"
8,10,1,33.5,33.5,30,100,1,4,2012-02-09,3,40.91,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","City of Glendale",6.32396689470024,"Winter","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1481156552861,33.4146370380131,33.5,29.8518022476254,31.7834708355473,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,33.0543735847854,27.3500003814697,5.70437320331564,0.208569401234103,21.11,"Day","Winter Day"
9,10,1,33.5,33.5,30,10,1,5,2012-02-09,3,40.02,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","City of Glendale",6.32396689470024,"Winter","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.388959232652,33.4791298144812,33.5,30.7412464165723,32.415733273799,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,35.0255173609995,27.3500003814697,7.67551697952973,0.280640470657181,21.11,"Day","Winter Day"
10,10,1,33.5,33.5,30,100,1,5,2012-02-09,3,40.56,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","City of Glendale",6.32396689470024,"Winter","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.388959232652,33.4791298144812,33.5,30.7412464165723,32.415733273799,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,35.0255173609995,27.3500003814697,7.67551697952973,0.280640470657181,21.11,"Day","Winter Day"
11,10,1,33.5,33.5,30,10,1,1,2014-02-19,3,40.07,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","Sheely",6.28782230613841,"Winter","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4509145104655,33.5199085665992,33.6454137552309,32.8946900468171,33.7512612444096,34.4717663493145,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,31.5181712963899,18.4500007629395,13.0681705334504,0.708301896642762,19.07,"Night","Winter Night"
12,10,1,33.5,33.5,30,100,1,1,2014-02-19,3,40.28,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","Sheely",6.28782230613841,"Winter","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4544959341345,33.5372562309128,33.7068662503396,32.9211635263668,33.8794870676293,34.6801631622079,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,32.3827233199712,18.4500007629395,13.9327225570318,0.755161082975044,19.07,"Night","Winter Night"
13,10,1,33.5,33.5,30,10,1,2,2014-02-19,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","Sheely",6.28782230613841,"Winter","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10,1,33.5,33.5,30,100,1,2,2014-02-19,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","Sheely",6.28782230613841,"Winter","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,10,1,33.5,33.5,30,10,1,3,2014-02-19,3,39.69,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","Sheely",6.28782230613841,"Winter","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4211045248895,33.4648075475882,33.5,32.7509050380414,33.2141765361456,33.5850559324222,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,27.8566553223711,18.4500007629395,9.40665455943167,0.509845754495947,19.07,"Night","Winter Night"
16,10,1,33.5,33.5,30,100,1,3,2014-02-19,3,40.79,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","Sheely",6.28782230613841,"Winter","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.453314200533,33.4749142441501,33.5,32.8956559063117,33.3350999975834,33.7107593614485,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,28.5856738657361,18.4500007629395,10.1356731027967,0.549358953044392,19.07,"Night","Winter Night"
17,10,1,33.5,33.5,30,10,1,4,2014-02-19,3,39.95,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","Sheely",6.28782230613841,"Winter","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3855190648677,33.4649235912748,33.5,32.2069928516296,32.9455437564449,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,25.0767371352557,18.4500007629395,6.6267363723162,0.359172688254156,19.07,"Night","Winter Night"
18,10,1,33.5,33.5,30,100,1,4,2014-02-19,3,40.23,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","Sheely",6.28782230613841,"Winter","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4071842731657,33.4698537157191,33.5,32.4165298159678,33.0498291687371,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,25.7348325079093,18.4500007629395,7.28483174496984,0.394841812668262,19.07,"Night","Winter Night"
19,10,1,33.5,33.5,30,10,1,5,2014-02-19,3,40.06,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","Sheely",6.28782230613841,"Winter","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4446104914192,33.4881099953872,33.5,32.2822281016729,33.0150534218357,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,20.4080549788606,18.4500007629395,1.95805421592115,0.106127595390364,19.07,"Night","Winter Night"
20,10,1,33.5,33.5,30,100,1,5,2014-02-19,3,40.56,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","Sheely",6.28782230613841,"Winter","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4493368587475,33.488915603699,33.5,32.4024801706293,33.0626467959561,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,20.8877186344665,18.4500007629395,2.43771787152707,0.132125624429443,19.07,"Night","Winter Night"
21,10,1,33.5,33.5,30,10,1,1,2007-02-27,3,40.03,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4281130066008,33.4718672936308,33.5334439624315,32.717295354764,33.5380152987845,34.4510998488066,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,39.4093696992291,30.4500007629395,8.95936893628965,0.294232141602901,17.8425,"Day","Winter Day"
22,10,1,33.5,33.5,30,100,1,1,2007-02-27,3,40.13,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4337545382601,33.4947409782424,33.6164387458273,32.7502899514041,33.7111317667332,34.8507268666851,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,40.2881395618992,30.4500007629395,9.83813879895979,0.32309157807752,17.8425,"Day","Winter Day"
23,10,1,33.5,33.5,30,10,1,2,2007-02-27,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,10,1,33.5,33.5,30,100,1,2,2007-02-27,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,10,1,33.5,33.5,30,10,1,3,2007-02-27,3,40.01,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3022147245543,33.4274850998769,33.5,32.3222893709971,32.8876238420643,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,37.9702162424135,30.4500007629395,7.52021547947407,0.246969303482806,17.8425,"Day","Winter Day"
26,10,1,33.5,33.5,30,100,1,3,2007-02-27,3,40.02,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3564253408434,33.441626242976,33.5,32.5277258385314,33.0592159368242,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,38.8017118590192,30.4500007629395,8.35171109607973,0.274276219600117,17.8425,"Day","Winter Day"
27,10,1,33.5,33.5,30,10,1,4,2007-02-27,3,40.41,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2870179143276,33.4387393185197,33.5,31.6793277739512,32.5465225381452,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,37.9074284845473,30.4500007629395,7.45742772160787,0.244907308202247,17.8425,"Day","Winter Day"
28,10,1,33.5,33.5,30,100,1,4,2007-02-27,3,40.99,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3159087285131,33.4450379829538,33.5,31.9761895640532,32.6893002814496,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,38.7068635947018,30.4500007629395,8.25686283176236,0.271161334150499,17.8425,"Day","Winter Day"
29,10,1,33.5,33.5,30,10,1,5,2007-02-27,3,40.58,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4140864347713,33.4823566219832,33.5,31.814082901659,32.7569302503119,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,40.0770124259035,30.4500007629395,9.62701166296409,0.316158010566656,17.8425,"Day","Winter Day"
30,10,1,33.5,33.5,30,100,1,5,2007-02-27,3,40.58,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","Phoenix Encanto",15.7540882692817,"Winter","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4213615213681,33.483633634044,33.5,32.0030164153105,32.8300848016382,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,40.9253068113726,30.4500007629395,10.4753060484331,0.34401661037666,17.8425,"Day","Winter Day"
31,10,1,33.5,33.5,30,10,1,1,2008-04-23,3,40.03,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4743664565628,33.8141158421362,34.7341784978616,33.0615726877864,36.0242242068996,39.6815824745678,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,43.9843865226181,25.1499996185303,18.8343869040878,0.748882194424004,24.2916666666667,"Night","Spring Night"
32,10,1,33.5,33.5,30,100,1,1,2008-04-23,3,39.88,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4760252807517,33.8413770700696,34.8336698015687,33.0796924595753,36.2312889238036,40.1586633606687,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,45.7212038609127,25.1499996185303,20.5712042423824,0.817940538942424,24.2916666666667,"Night","Spring Night"
33,10,1,33.5,33.5,30,10,1,2,2008-04-23,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,10,1,33.5,33.5,30,100,1,2,2008-04-23,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,10,1,33.5,33.5,30,10,1,3,2008-04-23,3,40.02,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4829125444997,33.6078530953406,34.0251964675246,33.0503186698307,35.1639729960885,37.7734848217985,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,38.7858658354724,25.1499996185303,13.6358662169421,0.542181567545447,24.2916666666667,"Night","Spring Night"
36,10,1,33.5,33.5,30,100,1,3,2008-04-23,3,40.21,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4841036775138,33.6218126852829,34.0833315695887,33.0672242104039,35.3495546907278,38.20443376828,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,40.2832340273142,25.1499996185303,15.1332344087839,0.601719071106225,24.2916666666667,"Night","Spring Night"
37,10,1,33.5,33.5,30,10,1,4,2008-04-23,3,40.46,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4876023195708,33.5375564250298,33.7307189825992,33.0298065687383,34.6848357505085,36.6533614486598,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,35.2573783188516,25.1499996185303,10.1073787003214,0.401883851038882,24.2916666666667,"Night","Spring Night"
38,10,1,33.5,33.5,30,100,1,4,2008-04-23,3,40.45,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","Phoenix Encanto",15.7540882692817,"Spring","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4886809636172,33.5455078598155,33.7676293133061,33.048437872636,34.8658306444642,37.0705473343032,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,36.7054503302115,25.1499996185303,11.5554507116813,0.459461267870848,24.2916666666667,"Night","Spring Night"
