"run.n","nodal.spacing","n.iterations","i.top.temp","i.bot.temp","time.step","pave.length","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","L4.layer","L4.thickness","L4.k","L4.rho","L4.c","L4.albedo","L4.emissivity","L4.R.c.top","L5.layer","L5.thickness","L5.k","L5.rho","L5.c","L5.albedo","L5.emissivity","L5.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
149,10,1,33.5,33.5,30,10,1,5,2013-11-15,3,39.84,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","Sheely",6.28782230613841,"Fall","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4580060634943,33.4916860311655,33.5,32.3258710142719,33.0801021111679,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,21.1950579606543,19.9500007629395,1.24505719771486,0.0624088797042938,19.27,"Night","Fall Night"
150,10,1,33.5,33.5,30,100,1,5,2013-11-15,3,40.03,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","Sheely",6.28782230613841,"Fall","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4634924566793,33.4926540729602,33.5,32.443365476642,33.1320569103721,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,21.6078334095518,19.9500007629395,1.65783264661235,0.0830993776046393,19.27,"Night","Fall Night"
151,10,1,33.5,33.5,30,10,1,1,2008-11-19,3,40.71,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3770155531927,33.4401458255519,33.5,32.7520873245304,33.2126915935642,33.5848596249382,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,37.6837924023204,NA,NA,NA,25.7016666666667,"Day","Fall Day"
152,10,1,33.5,33.5,30,100,1,1,2008-11-19,3,39.8,0,0,NA,1,1.5,"Asphalt Pavements","A",0.05,0.85,"Asphalt #1","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.04,3,1900,2000,0.05,0.85,0,0.12,6,4100,3100,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.38,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4115318332082,33.453085893459,33.5,32.8359201931443,33.3064160203262,33.732973364811,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,38.1037720689778,NA,NA,NA,25.7016666666667,"Day","Fall Day"
153,10,1,33.5,33.5,30,10,1,2,2008-11-19,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,10,1,33.5,33.5,30,100,1,2,2008-11-19,3,0,0,0,FALSE,3,1.5,"Asphalt Pavements","A",0.11,0.87,"Asphalt #2","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.105,2.375,2113,1700,0.11,0.87,0,0.24,4.975,4363,2725,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.26,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,10,1,33.5,33.5,30,10,1,3,2008-11-19,3,40.72,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2552269853591,33.4223017328817,33.5,31.8525744101304,32.7121169670738,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,36.6626892616216,NA,NA,NA,25.7016666666667,"Day","Fall Day"
156,10,1,33.5,33.5,30,100,1,3,2008-11-19,3,40.39,0,0,NA,5,1.5,"Asphalt Pavements","A",0.17,0.89,"Asphalt #3","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.17,1.75,2225,1400,0.17,0.89,0,0.36,3.95,4525,2350,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.14,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2855640452582,33.430659540642,33.5,32.0274662692002,32.8070310008898,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,37.0453268572383,NA,NA,NA,25.7016666666667,"Day","Fall Day"
157,10,1,33.5,33.5,30,10,1,4,2008-11-19,3,38.67,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2828038748775,33.441870416676,33.5,31.3279287921279,32.4706281736255,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,36.8276331300502,NA,NA,NA,25.7016666666667,"Day","Fall Day"
158,10,1,33.5,33.5,30,100,1,4,2008-11-19,3,37.86,0,0,NA,7,1.5,"Asphalt Pavements","A",0.23,0.91,"Asphalt #4","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.235,1.125,2388,1100,0.23,0.91,0,0.48,2.925,4738,1975,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.02,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2955032505226,33.4444170786825,33.5,31.469679082219,32.5348929650944,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,37.1671097021741,NA,NA,NA,25.7016666666667,"Day","Fall Day"
159,10,1,33.5,33.5,30,10,1,5,2008-11-19,3,37.14,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4191142956243,33.4838377114601,33.5,31.6861616583444,32.763109242126,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,39.1101545417076,NA,NA,NA,25.7016666666667,"Day","Fall Day"
160,10,1,33.5,33.5,30,100,1,5,2008-11-19,3,35.61,0,0,NA,9,1.5,"Asphalt Pavements","A",0.29,0.93,"Asphalt #5","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.3,0.5,2550,800,0.29,0.93,0,0.6,1.9,4950,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.9,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4231610274554,33.484569574182,33.5,31.7819026287639,32.8022041972333,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,39.4529427602542,NA,NA,NA,25.7016666666667,"Day","Fall Day"
1,10,1,33.5,33.5,30,10,1,1,2012-02-09,3,40.26,0,0,NA,1,1.5,"Concrete Pavements","C",0.17,0.9,"Portland Cement Concrete #1","C4","Durango Complex",9.50676891962864,"Winter","surface",0.1,4,2300,1200,0.17,0.9,0,0.18,7,4500,2300,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.32,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6895503217261,33.252467845746,33.5,30.0939408807645,31.8049235438922,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,29.5676539232336,38.5499992370605,8.98234531382695,0.233005071117917,20.56,"Day","Winter Day"
2,10,1,33.5,33.5,30,100,1,1,2012-02-09,3,40.29,0,0,NA,1,1.5,"Concrete Pavements","C",0.17,0.9,"Portland Cement Concrete #1","C4","Durango Complex",9.50676891962864,"Winter","surface",0.1,4,2300,1200,0.17,0.9,0,0.18,7,4500,2300,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.32,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7047557577095,33.257445861611,33.5,30.1351558190123,31.835518983047,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,29.6081947649887,38.5499992370605,8.94180447207185,0.231953427990617,20.56,"Day","Winter Day"
3,10,1,33.5,33.5,30,10,1,2,2012-02-09,3,0,0,0,FALSE,3,1.5,"Concrete Pavements","C",0.235,0.915,"Portland Cement Concrete #2","C4","Durango Complex",9.50676891962864,"Winter","surface",0.15,3.125,2350,1100,0.235,0.915,0,0.285,5.725,4600,2125,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.215,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,1,33.5,33.5,30,100,1,2,2012-02-09,3,0,0,0,FALSE,3,1.5,"Concrete Pavements","C",0.235,0.915,"Portland Cement Concrete #2","C4","Durango Complex",9.50676891962864,"Winter","surface",0.15,3.125,2350,1100,0.235,0.915,0,0.285,5.725,4600,2125,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.215,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,1,33.5,33.5,30,10,1,3,2012-02-09,3,40.37,0,0,NA,5,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete #3","C4","Durango Complex",9.50676891962864,"Winter","surface",0.2,2.25,2350,1000,0.3,0.93,0,0.39,4.45,4650,1950,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.11,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7627563760857,33.29645643777,33.5,28.8754858906017,31.1660425965686,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,28.3016907567228,38.5499992370605,10.2483084803377,0.265844583220779,20.56,"Day","Winter Day"
6,10,1,33.5,33.5,30,100,1,3,2012-02-09,3,40.5,0,0,NA,5,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete #3","C4","Durango Complex",9.50676891962864,"Winter","surface",0.2,2.25,2350,1000,0.3,0.93,0,0.39,4.45,4650,1950,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.11,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7729216283759,33.299336396773,33.5,28.9138686468494,31.1950185112918,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,28.3352303934896,38.5499992370605,10.214768843571,0.264974553715448,20.56,"Day","Winter Day"
7,10,1,33.5,33.5,30,10,1,4,2012-02-09,3,41.01,0,0,NA,7,1.5,"Concrete Pavements","C",0.365,0.945,"Portland Cement Concrete #4","C4","Durango Complex",9.50676891962864,"Winter","surface",0.25,1.375,2375,900,0.365,0.945,0,0.495,3.175,4725,1775,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.005,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9439158961312,33.3610629836307,33.5,28.2407647672387,30.8560877758739,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,27.6506334676002,38.5499992370605,10.8993657694603,0.282733229187254,20.56,"Day","Winter Day"
8,10,1,33.5,33.5,30,100,1,4,2012-02-09,3,40.54,0,0,NA,7,1.5,"Concrete Pavements","C",0.365,0.945,"Portland Cement Concrete #4","C4","Durango Complex",9.50676891962864,"Winter","surface",0.25,1.375,2375,900,0.365,0.945,0,0.495,3.175,4725,1775,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.005,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9500680914992,33.3625611093913,33.5,28.2744041376942,30.881339253281,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,27.6745238906805,38.5499992370605,10.87547534638,0.282113503543853,20.56,"Day","Winter Day"
9,10,1,33.5,33.5,30,10,1,5,2012-02-09,3,35.32,0,0,NA,9,1.5,"Concrete Pavements","C",0.43,0.96,"Portland Cement Concrete #5","C4","Durango Complex",9.50676891962864,"Winter","surface",0.3,0.5,2400,800,0.43,0.96,0,0.6,1.9,4800,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.6,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3604749971096,33.4742059023487,33.5,30.0788073420751,32.1517298904644,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,27.994402924389,38.5499992370605,10.5555963126715,0.273815733374224,20.56,"Day","Winter Day"
10,10,1,33.5,33.5,30,100,1,5,2012-02-09,3,35.21,0,0,NA,9,1.5,"Concrete Pavements","C",0.43,0.96,"Portland Cement Concrete #5","C4","Durango Complex",9.50676891962864,"Winter","surface",0.3,0.5,2400,800,0.43,0.96,0,0.6,1.9,4800,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.6,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3615704862253,33.4743872145984,33.5,30.0961912428625,32.1610970602946,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,28.0048466451603,38.5499992370605,10.5451525919002,0.273544819730177,20.56,"Day","Winter Day"
11,10,1,33.5,33.5,30,10,1,1,2014-02-19,3,40.55,0,0,NA,1,1.5,"Concrete Pavements","C",0.17,0.9,"Portland Cement Concrete #1","C4","SRP",6.49677299358108,"Winter","surface",0.1,4,2300,1200,0.17,0.9,0,0.18,7,4500,2300,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.32,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4390246644579,33.4873991695309,33.536897832982,32.7741480279683,33.5032208522231,34.1271055111752,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,30.1463205462274,18.0499992370605,12.0963213091669,0.670156333543244,18.53,"Night","Winter Night"
12,10,1,33.5,33.5,30,100,1,1,2014-02-19,3,39.92,0,0,NA,1,1.5,"Concrete Pavements","C",0.17,0.9,"Portland Cement Concrete #1","C4","SRP",6.49677299358108,"Winter","surface",0.1,4,2300,1200,0.17,0.9,0,0.18,7,4500,2300,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.32,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4461036183237,33.5128132454647,33.6131485211055,32.8256837998838,33.6789023430479,34.3977681820725,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,31.0001182643862,18.0499992370605,12.9501190273257,0.717458148182981,18.53,"Night","Winter Night"
13,10,1,33.5,33.5,30,10,1,2,2014-02-19,3,0,0,0,FALSE,3,1.5,"Concrete Pavements","C",0.235,0.915,"Portland Cement Concrete #2","C4","SRP",6.49677299358108,"Winter","surface",0.15,3.125,2350,1100,0.235,0.915,0,0.285,5.725,4600,2125,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.215,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10,1,33.5,33.5,30,100,1,2,2014-02-19,3,0,0,0,FALSE,3,1.5,"Concrete Pavements","C",0.235,0.915,"Portland Cement Concrete #2","C4","SRP",6.49677299358108,"Winter","surface",0.15,3.125,2350,1100,0.235,0.915,0,0.285,5.725,4600,2125,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.215,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,10,1,33.5,33.5,30,10,1,3,2014-02-19,3,40.15,0,0,NA,5,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete #3","C4","SRP",6.49677299358108,"Winter","surface",0.2,2.25,2350,1000,0.3,0.93,0,0.39,4.45,4650,1950,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.11,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.300468607876,33.4299303204807,33.5,31.8869476713578,32.8178579333105,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,26.066391974322,18.0499992370605,8.01639273726147,0.444121500060902,18.53,"Night","Winter Night"
16,10,1,33.5,33.5,30,100,1,3,2014-02-19,3,41.04,0,0,NA,5,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete #3","C4","SRP",6.49677299358108,"Winter","surface",0.2,2.25,2350,1000,0.3,0.93,0,0.39,4.45,4650,1950,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.11,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3557161582592,33.4457154842312,33.5,32.1829344290477,32.9887029379393,33.5894358983079,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,26.7580122014522,18.0499992370605,8.70801296439163,0.482438411770799,18.53,"Night","Winter Night"
17,10,1,33.5,33.5,30,10,1,4,2014-02-19,3,40.7,0,0,NA,7,1.5,"Concrete Pavements","C",0.365,0.945,"Portland Cement Concrete #4","C4","SRP",6.49677299358108,"Winter","surface",0.25,1.375,2375,900,0.365,0.945,0,0.495,3.175,4725,1775,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.005,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2807578695752,33.4359795577807,33.5,31.1979808643207,32.443738227835,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,23.3549914403015,18.0499992370605,5.30499220324094,0.293905397643932,18.53,"Night","Winter Night"
18,10,1,33.5,33.5,30,100,1,4,2014-02-19,3,40.6,0,0,NA,7,1.5,"Concrete Pavements","C",0.365,0.945,"Portland Cement Concrete #4","C4","SRP",6.49677299358108,"Winter","surface",0.25,1.375,2375,900,0.365,0.945,0,0.495,3.175,4725,1775,"base",0.245,1.8,2350,875,NA,NA,0,"subgrade",1.005,0.725,1850,1075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3102228871188,33.4431862935249,33.5,31.4443341871615,32.5797419059776,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,23.9275771382276,18.0499992370605,5.87757790116706,0.325627598315856,18.53,"Night","Winter Night"
19,10,1,33.5,33.5,30,10,1,5,2014-02-19,3,35.4,0,0,NA,9,1.5,"Concrete Pavements","C",0.43,0.96,"Portland Cement Concrete #5","C4","SRP",6.49677299358108,"Winter","surface",0.3,0.5,2400,800,0.43,0.96,0,0.6,1.9,4800,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.6,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4269458241458,33.4850557344494,33.5,31.8388297320765,32.8473128453693,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,18.6065846168478,18.0499992370605,0.556585379787293,0.0308357564162387,18.53,"Night","Winter Night"
20,10,1,33.5,33.5,30,100,1,5,2014-02-19,3,35.39,0,0,NA,9,1.5,"Concrete Pavements","C",0.43,0.96,"Portland Cement Concrete #5","C4","SRP",6.49677299358108,"Winter","surface",0.3,0.5,2400,800,0.43,0.96,0,0.6,1.9,4800,1600,"base",0.3,1.4,2400,800,NA,NA,0,"subgrade",0.6,0.3,2000,800,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4312208130941,33.4857753939355,33.5,31.9407993326317,32.889121032341,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,18.9391256695268,18.0499992370605,0.889126432466298,0.0492590842131854,18.53,"Night","Winter Night"
21,10,1,33.5,33.5,30,10,1,1,2007-02-27,3,40.09,0,0,NA,1,1.5,"Concrete Pavements","C",0.17,0.9,"Portland Cement Concrete #1","C4","South Mountain Park",9.06584096636452,"Winter","surface",0.1,4,2300,1200,0.17,0.9,0,0.18,7,4500,2300,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.32,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0744535713644,33.3414478278931,33.5,31.8054145025192,32.5980557645115,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,34.6500344598397,32.9500007629395,1.70003369690022,0.0515943446900413,17.22,"Day","Winter Day"
22,10,1,33.5,33.5,30,100,1,1,2007-02-27,3,39.95,0,0,NA,1,1.5,"Concrete Pavements","C",0.17,0.9,"Portland Cement Concrete #1","C4","South Mountain Park",9.06584096636452,"Winter","surface",0.1,4,2300,1200,0.17,0.9,0,0.18,7,4500,2300,"base",0.08,3,2200,1100,NA,NA,0,"subgrade",1.32,2,1400,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1141253942718,33.3522514730858,33.5,31.9517923987637,32.6790442434638,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,34.8441722465319,32.9500007629395,1.89417148359246,0.0574862348932911,17.22,"Day","Winter Day"
23,10,1,33.5,33.5,30,10,1,2,2007-02-27,3,0,0,0,FALSE,3,1.5,"Concrete Pavements","C",0.235,0.915,"Portland Cement Concrete #2","C4","South Mountain Park",9.06584096636452,"Winter","surface",0.15,3.125,2350,1100,0.235,0.915,0,0.285,5.725,4600,2125,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.215,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,10,1,33.5,33.5,30,100,1,2,2007-02-27,3,0,0,0,FALSE,3,1.5,"Concrete Pavements","C",0.235,0.915,"Portland Cement Concrete #2","C4","South Mountain Park",9.06584096636452,"Winter","surface",0.15,3.125,2350,1100,0.235,0.915,0,0.285,5.725,4600,2125,"base",0.135,2.6,2250,1025,NA,NA,0,"subgrade",1.215,1.575,1550,1625,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,10,1,33.5,33.5,30,10,1,3,2007-02-27,3,40.18,0,0,NA,5,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete #3","C4","South Mountain Park",9.06584096636452,"Winter","surface",0.2,2.25,2350,1000,0.3,0.93,0,0.39,4.45,4650,1950,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.11,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9463623505691,33.330619292062,33.5,30.3188881881159,31.7869834616023,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,32.885253961979,32.9500007629395,0.0647468009604495,0.00196500150110083,17.22,"Day","Winter Day"
26,10,1,33.5,33.5,30,100,1,3,2007-02-27,3,40.34,0,0,NA,5,1.5,"Concrete Pavements","C",0.3,0.93,"Portland Cement Concrete #3","C4","South Mountain Park",9.06584096636452,"Winter","surface",0.2,2.25,2350,1000,0.3,0.93,0,0.39,4.45,4650,1950,"base",0.19,2.2,2300,950,NA,NA,0,"subgrade",1.11,1.15,1700,1350,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9709853774836,33.3366352763266,33.5,30.4545621628967,31.8628752699276,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,33.0382681847664,32.9500007629395,0.0882674218269131,0.00267882912847128,17.22,"Day","Winter Day"
