"run.n","nodal.spacing","n.iterations","i.top.temp","i.bot.temp","time.step","pave.length","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
13,10,1,33.5,33.5,30,100,1,1,2007-05-02,3,27.83,1.87937406720448,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Spring","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4961977102662,33.5370948613344,33.69528707205,33.307135563722,34.4614511197015,35.5984386843925,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,52.9826068346375,49.4500007629395,3.53260607169801,0.0714379376581434,25.9841666666667,"Day","Spring Day"
14,10,1,33.5,33.5,30,100,1,2,2007-05-02,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Spring","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,10,1,33.5,33.5,30,100,1,3,2007-05-02,3,27.83,1.93404468972868,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Spring","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4973775069387,33.5328028110589,33.6805419056509,33.3628100231242,34.4332309313447,35.5983176930437,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,56.2060248380486,48.25,7.95602483804862,0.164891706488054,28.4841666666667,"Day","Spring Day"
16,10,1,33.5,33.5,30,100,1,1,2018-06-22,3,26.66,3.05705665966841,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4979331578729,33.5650080249496,33.8522293929965,33.3617979304964,35.4528160605221,38.4419609971802,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,44.8923286720528,NA,NA,NA,33.922,"Night","Summer Night"
17,10,1,33.5,33.5,30,100,1,2,2018-06-22,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,10,1,33.5,33.5,30,100,1,3,2018-06-22,3,27.4,3.1668551303812,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.49860839768,33.556992432268,33.8144772899631,33.4025478448356,35.2711450226207,38.0821292205711,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,44.0107947434801,36.4500007629395,7.56079398054067,0.207429185796564,36.503,"Night","Summer Night"
19,10,1,33.5,33.5,30,100,1,1,2007-06-26,3,27.52,3.13412776682189,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4977294944958,33.5654290773374,33.8574866211216,33.3528805802773,35.4808064588183,38.4975923673604,2007-06-26 11:21:24,2007-06-26 11:21:30,5.04299998283386,62.8091227973459,57.75,5.05912279734588,0.0876038579626992,37.1658333333334,"Day","Summer Day"
20,10,1,33.5,33.5,30,100,1,2,2007-06-26,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,10,1,33.5,33.5,30,100,1,3,2007-06-26,3,27.61,2.91614823299815,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4984796684319,33.5513069578324,33.7870622580207,33.3997191167296,35.1253581748429,37.6976717348775,2007-06-26 11:21:24,2007-06-26 11:21:30,5.04299998283386,63.9151921980869,38.4500007629395,25.4651914351475,0.662293652271977,39.5733333333333,"Day","Summer Day"
22,10,1,33.5,33.5,30,100,1,1,2016-07-13,3,26.93,2.98068593487226,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4988166727509,33.5682459117602,33.8587046456777,33.4030316113844,35.4716272113355,38.4334823355893,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,63.5887311250979,63.1500015258789,0.438729599218959,0.0069474202473165,38.2016666666667,"Day","Summer Day"
23,10,1,33.5,33.5,30,100,1,2,2016-07-13,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,10,1,33.5,33.5,30,100,1,3,2016-07-13,3,27.11,3.10507467938993,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4990767939264,33.5587940935056,33.8185602052204,33.4255763884792,35.2859534803754,38.087803385734,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,68.3712406159167,53.4500007629395,14.9212398529773,0.279162575116804,38.35,"Day","Summer Day"
25,10,1,33.5,33.5,30,100,1,1,2015-07-27,3,27.59,2.6870134880381,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4981817528216,33.5572935172195,33.8027437817315,33.3756247598735,35.1477362773152,37.6427439436842,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,61.9919788569341,51.75,10.2419788569341,0.1979126349166,34.6181818181818,"Day","Summer Day"
26,10,1,33.5,33.5,30,100,1,2,2015-07-27,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,10,1,33.5,33.5,30,100,1,3,2015-07-27,3,27.36,2.53831690306645,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4989196988158,33.5478598558694,33.7590206568688,33.4195973460094,34.9309777615412,37.1317076803597,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,64.0674244568372,63.6500015258789,0.417422930958253,0.00655809773686394,36.592,"Day","Summer Day"
28,10,1,33.5,33.5,30,100,1,1,2014-07-29,3,27.53,2.89971837170033,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4973559174052,33.5448060027785,33.7627911063691,33.3519840431352,35.0425472775975,37.8459999303153,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,44.5089806709192,39.25,5.25898067091919,0.133986768685839,31.12,"Night","Summer Night"
29,10,1,33.5,33.5,30,100,1,2,2014-07-29,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,10,1,33.5,33.5,30,100,1,3,2014-07-29,3,27.75,2.79342340968852,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4983235234733,33.5360445582511,33.714956541625,33.4022407013633,34.7910833459089,37.2340134596885,2014-07-29 22:35:14,2014-07-29 22:35:00,14.4520001411438,44.0322742804098,39.6500015258789,4.3822727545309,0.110523898761282,37.3,"Night","Summer Night"
31,10,1,33.5,33.5,30,100,1,1,2014-08-30,3,27.14,2.66139078499751,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4985307368295,33.5591932866281,33.8136538335988,33.3913799380306,35.2095130214813,37.7216544871426,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,41.356826039463,36.5499992370605,4.8068268024025,0.131513731949097,28.9,"Night","Summer Night"
32,10,1,33.5,33.5,30,100,1,2,2014-08-30,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,10,1,33.5,33.5,30,100,1,3,2014-08-30,3,27.39,2.57869693536199,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Summer","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.498981647965,33.5477439794074,33.7606385574359,33.4235646523657,34.9572483194754,37.20321034021,2014-08-30 22:35:36,2014-08-30 22:35:30,6.87100005149841,40.9152175504074,36.1500015258789,4.76521602452846,0.131817865100701,34.694,"Night","Summer Night"
34,10,1,33.5,33.5,30,100,1,1,2014-10-01,3,27.5,1.64686621948106,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","DW0931 Scottsdale",7.35539878570293,"Fall","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4561302366566,33.4916724033824,33.5000182993248,32.8395505527307,33.2475023012614,33.5029366976601,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,31.3949621252399,26.8500003814697,4.54496174377022,0.169272315798806,21.8083333333333,"Night","Fall Night"
35,10,1,33.5,33.5,30,100,1,2,2014-10-01,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","DW0931 Scottsdale",7.35539878570293,"Fall","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,10,1,33.5,33.5,30,100,1,3,2014-10-01,3,27.56,1.55497873237637,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","DW0931 Scottsdale",7.35539878570293,"Fall","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4960017903267,33.5144701238122,33.5917242917753,33.3334625679358,34.0152444077344,34.8112514856367,2014-10-01 22:35:33,2014-10-01 22:35:30,3.52099990844727,32.1801469525027,27.0499992370605,5.13014771544215,0.189654264700069,23.854,"Night","Fall Night"
37,10,1,33.5,33.5,30,100,1,1,2012-10-22,3,27.6,0,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","Mesa",10.9260615979618,"Fall","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4903105538675,33.4966275563708,33.5058232731073,33.2264133882967,33.5396116545644,33.8145616971149,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,43.8470676469354,39.0499992370605,4.7970684098749,0.122844263856533,23.9,"Day","Fall Day"
38,10,1,33.5,33.5,30,100,1,2,2012-10-22,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","Mesa",10.9260615979618,"Fall","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,10,1,33.5,33.5,30,100,1,3,2012-10-22,3,25.95,0,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4904292517685,33.4981201462353,33.5174014378327,33.2531019622673,33.6396719614944,34.0293386961438,2012-10-22 11:14:51,2012-10-22 11:15:00,8.20900011062622,45.2662015001264,40.5499992370605,4.71620226306584,0.116305853311965,25.4,"Day","Fall Day"
40,10,1,33.5,33.5,30,100,1,1,2013-10-30,3,25.58,0,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","Mesa",10.9260615979618,"Fall","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4318621755622,33.4838268875748,33.5,32.1264453114542,33.056078669588,33.5,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,23.3975902211882,14.25,9.14759022118824,0.641936155872859,11.624,"Night","Fall Night"
41,10,1,33.5,33.5,30,100,1,2,2013-10-30,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","Mesa",10.9260615979618,"Fall","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,10,1,33.5,33.5,30,100,1,3,2013-10-30,3,25.44,0,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.460235091974,33.4877749783577,33.5,33.103972752734,33.3680813051652,33.5928709570409,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,25.6793721874388,17.5499992370605,8.12937295037824,0.463212154061599,16.32,"Night","Fall Night"
43,10,1,33.5,33.5,30,100,1,1,2010-11-02,3,25.64,0,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","Mesa",10.9260615979618,"Fall","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4500370541126,33.4840404086447,33.5,32.9829802714179,33.2639431509659,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,40.6379930934894,34.4500007629395,6.18799233054995,0.179622414905919,26.225,"Day","Fall Day"
44,10,1,33.5,33.5,30,100,1,2,2010-11-02,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","Mesa",10.9260615979618,"Fall","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,10,1,33.5,33.5,30,100,1,3,2010-11-02,3,25.4,0,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4523487222414,33.4861057824619,33.5,32.9894026396454,33.2690755973307,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,42.2117776941301,41.8499984741211,0.361779220008998,0.00864466507048292,27.875,"Day","Fall Day"
46,10,1,33.5,33.5,30,100,1,1,2014-11-02,3,25.96,0,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","Mesa",10.9260615979618,"Fall","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.5,33.5039451752075,33.5107804404965,33.2384941498293,33.5185119111756,33.5941009431447,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,28.6374049821853,17.3500003814697,11.2874046007156,0.650570856054324,12.79,"Night","Fall Night"
47,10,1,33.5,33.5,30,100,1,2,2014-11-02,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","Mesa",10.9260615979618,"Fall","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,10,1,33.5,33.5,30,100,1,3,2014-11-02,3,26.1,0,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4867080925623,33.4935175478739,33.5,33.044912918025,33.407436109626,33.5579980378146,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,22.9607497506506,17.25,5.71074975065056,0.331057956559453,16.129,"Night","Fall Night"
49,10,1,33.5,33.5,30,100,1,1,2013-11-15,3,23.74,0,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","Mesa",10.9260615979618,"Fall","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,33.4081075280801,33.4804452519889,33.5,31.8034381207912,32.9347275350006,33.5,2013-11-15 22:34:59,2013-11-15 21:48:00,2819.58599996567,22.8705595318028,15.0500001907349,7.82055934106791,0.519638487837524,18.9,"Night","Fall Night"
50,10,1,33.5,33.5,30,100,1,2,2013-11-15,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","Mesa",10.9260615979618,"Fall","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,10,1,33.5,33.5,30,100,1,3,2013-11-15,3,26.12,0,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4589127163484,33.4889311732211,33.5,32.7994475111179,33.2692400041158,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,24.0359213066789,19.6499996185303,4.38592168814864,0.223202125867353,18.99,"Night","Fall Night"
52,10,1,33.5,33.5,30,100,1,1,2008-11-19,3,25.81,0,0,NA,1,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.89,"Low Volume HMA (100mm DFG + 100mm DFG)","A3","Mesa",10.9260615979618,"Fall","surface",0.1,1.8,2350,875,0.25,0.89,0,0.2,3.6,4750,1765,"base",0.1,1.8,2400,890,NA,NA,0,"subgrade",1.3,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,10,1,33.5,33.5,30,100,1,2,2008-11-19,3,0,0,0,0,2,1.5,"Low Volume Asphalt Pavements","LVA",0.2,0.9,"Low Volume HMA (75mm DFG + 100mm DFG)","A6","Mesa",10.9260615979618,"Fall","surface",0.075,1.45,2400,900,0.2,0.9,0,0.175,3,4770,1775,"base",0.1,1.55,2370,875,NA,NA,0,"subgrade",1.325,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,10,1,33.5,33.5,30,100,1,3,2008-11-19,3,25.53,0,0,NA,3,1.5,"Low Volume Asphalt Pavements","LVA",0.25,0.93,"Low Volume HMA (50mm DFG + 100mm DFG)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2400,850,0.25,0.93,0,0.15,2.8,4770,1750,"base",0.1,1.6,2370,900,NA,NA,0,"subgrade",1.35,1,1500,1900,NA,NA,0,33.4159821458587,33.4777149358828,33.5,32.5414239313717,33.0773853240565,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,39.22394601955,31.5499992370605,7.67394678248945,0.243231282664348,25.5525,"Day","Fall Day"
