"run.n","nodal.spacing","n.iterations","i.top.temp","i.bot.temp","time.step","pave.length","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
40,10,1,33.5,33.5,30,100,1,1,2013-10-30,3,23.55,1.16603120310368,0,NA,1,1.5,"High Volume Asphalt Pavements","HVA",0.15,0.87,"High Volume HMA (OGFC 35mm rebonded on 265mm DGHMA)","A3","Mesa",10.9260615979618,"Fall","surface",0.035,0.96,2350,945,0.15,0.87,0,0.3,1.88,4650,1845,"base",0.265,0.92,2300,900,NA,NA,0,"subgrade",1.2,1.1,1500,1900,NA,NA,0,33.4729073001042,33.4920660707135,33.5,32.7602601865598,33.313900922115,33.595099600993,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,22.0405016316266,14.25,7.79050163162663,0.546701868886079,11.624,"Night","Fall Night"
41,10,1,33.5,33.5,30,100,1,2,2013-10-30,3,23.15,1.42122575782159,0,NA,2,1.5,"High Volume Asphalt Pavements","HVA",0.175,0.9,"High Volume HMA (OGFC 25mm rebonded on 275mm DGHMA)","A5","Mesa",10.9260615979618,"Fall","surface",0.025,1.16,2400,964,0.175,0.9,0,0.3,2.26,4750,1904,"base",0.275,1.1,2350,940,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.4849336642462,33.4931400173573,33.5,33.2404475557267,33.552117866724,34.140338287797,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,26.3914030664612,19.1499996185303,7.24140344793096,0.378141179748323,16.32,"Night","Fall Night"
42,10,1,33.5,33.5,30,100,1,3,2013-10-30,3,23.49,1.26155247734973,0,NA,3,1.5,"High Volume Asphalt Pavements","HVA",0.25,0.85,"High Volume HMA (OGFC 50mm rebonded on 250mm DGHMA)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2500,964,0.25,0.85,0,0.3,2.28,4900,1924,"base",0.25,1.08,2400,960,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.482688266794,33.4928415925622,33.5,33.2655279310289,33.5093863008435,33.9689783795713,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,27.3975061640868,17.5499992370605,9.84750692702625,0.561111530206289,16.32,"Night","Fall Night"
43,10,1,33.5,33.5,30,100,1,1,2010-11-02,3,23.56,1.19609901207318,0,NA,1,1.5,"High Volume Asphalt Pavements","HVA",0.15,0.87,"High Volume HMA (OGFC 35mm rebonded on 265mm DGHMA)","A3","Mesa",10.9260615979618,"Fall","surface",0.035,0.96,2350,945,0.15,0.87,0,0.3,1.88,4650,1845,"base",0.265,0.92,2300,900,NA,NA,0,"subgrade",1.2,1.1,1500,1900,NA,NA,0,33.4852932056126,33.4924149119614,33.5,33.2136681316988,33.4939470701221,33.7376414269625,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,48.6028399469211,34.4500007629395,14.1528391839816,0.410822608724204,26.225,"Day","Fall Day"
44,10,1,33.5,33.5,30,100,1,2,2010-11-02,3,22.96,0.851371681520008,0,NA,2,1.5,"High Volume Asphalt Pavements","HVA",0.175,0.9,"High Volume HMA (OGFC 25mm rebonded on 275mm DGHMA)","A5","Mesa",10.9260615979618,"Fall","surface",0.025,1.16,2400,964,0.175,0.9,0,0.3,2.26,4750,1904,"base",0.275,1.1,2350,940,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.4650805651193,33.4882016819056,33.5,33.1189436645863,33.336307186602,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,44.7729061130605,30.4500007629395,14.3229053501211,0.470374548152833,26.95,"Day","Fall Day"
45,10,1,33.5,33.5,30,100,1,3,2010-11-02,3,22.81,0.73486735792459,0,NA,3,1.5,"High Volume Asphalt Pavements","HVA",0.25,0.85,"High Volume HMA (OGFC 50mm rebonded on 250mm DGHMA)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2500,964,0.25,0.85,0,0.3,2.28,4900,1924,"base",0.25,1.08,2400,960,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.4778837673282,33.4911956659133,33.5,33.231245604331,33.409810178995,33.541883756555,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,42.8496786075567,41.8499984741211,0.999680133435618,0.0238872203078763,27.875,"Day","Fall Day"
46,10,1,33.5,33.5,30,100,1,1,2014-11-02,3,23.95,2.20876333953716,0,NA,1,1.5,"High Volume Asphalt Pavements","HVA",0.15,0.87,"High Volume HMA (OGFC 35mm rebonded on 265mm DGHMA)","A3","Mesa",10.9260615979618,"Fall","surface",0.035,0.96,2350,945,0.15,0.87,0,0.3,1.88,4650,1845,"base",0.265,0.92,2300,900,NA,NA,0,"subgrade",1.2,1.1,1500,1900,NA,NA,0,33.5,33.5123196952711,33.5495390079007,33.5,33.7048672058007,33.8814164538721,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,30.4909929334376,17.3500003814697,13.1409925519678,0.757405894123366,12.79,"Night","Fall Night"
47,10,1,33.5,33.5,30,100,1,2,2014-11-02,3,30.32,1.18070133696884,0,NA,2,1.5,"High Volume Asphalt Pavements","HVA",0.175,0.9,"High Volume HMA (OGFC 25mm rebonded on 275mm DGHMA)","A5","Mesa",10.9260615979618,"Fall","surface",0.025,1.16,2400,964,0.175,0.9,0,0.3,2.26,4750,1904,"base",0.275,1.1,2350,940,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.4914428891964,33.499000805368,33.5157480625243,33.2630950153402,33.5644384563172,33.8362268520322,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,23.3559319759636,19.25,4.10593197596359,0.213295167582524,16.129,"Night","Fall Night"
48,10,1,33.5,33.5,30,100,1,3,2014-11-02,3,30.41,1.12042430621182,0,NA,3,1.5,"High Volume Asphalt Pavements","HVA",0.25,0.85,"High Volume HMA (OGFC 50mm rebonded on 250mm DGHMA)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2500,964,0.25,0.85,0,0.3,2.28,4900,1924,"base",0.25,1.08,2400,960,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.4918442311594,33.4981025810626,33.5090718898393,33.2818605292417,33.5287040287784,33.7505828623127,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,24.2910298482973,17.25,7.04102984829728,0.408175643379553,16.129,"Night","Fall Night"
49,10,1,33.5,33.5,30,100,1,1,2013-11-15,3,25.31,1.68823781941284,0,NA,1,1.5,"High Volume Asphalt Pavements","HVA",0.15,0.87,"High Volume HMA (OGFC 35mm rebonded on 265mm DGHMA)","A3","Mesa",10.9260615979618,"Fall","surface",0.035,0.96,2350,945,0.15,0.87,0,0.3,1.88,4650,1845,"base",0.265,0.92,2300,900,NA,NA,0,"subgrade",1.2,1.1,1500,1900,NA,NA,0,33.4424922558149,33.4874263162436,33.5,32.4407832845463,33.1825729319546,33.5,2013-11-15 22:34:59,2013-11-15 21:48:00,2819.58599996567,22.1185076340224,15.0500001907349,7.0685074432875,0.469668262704677,18.9,"Night","Fall Night"
50,10,1,33.5,33.5,30,100,1,2,2013-11-15,3,25.36,1.13804986927899,0,NA,2,1.5,"High Volume Asphalt Pavements","HVA",0.175,0.9,"High Volume HMA (OGFC 25mm rebonded on 275mm DGHMA)","A5","Mesa",10.9260615979618,"Fall","surface",0.025,1.16,2400,964,0.175,0.9,0,0.3,2.26,4750,1904,"base",0.275,1.1,2350,940,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.4880130631195,33.4943569506542,33.5,33.1908903536367,33.4296514735346,33.6022728074677,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,24.3994013851005,15.4499998092651,8.9494015758354,0.579249300085335,18.99,"Night","Fall Night"
51,10,1,33.5,33.5,30,100,1,3,2013-11-15,3,29.76,1.0992011040884,0,NA,3,1.5,"High Volume Asphalt Pavements","HVA",0.25,0.85,"High Volume HMA (OGFC 50mm rebonded on 250mm DGHMA)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2500,964,0.25,0.85,0,0.3,2.28,4900,1924,"base",0.25,1.08,2400,960,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.4822519534411,33.4936580379318,33.5,33.1049659103947,33.3964415104886,33.5674941834804,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,25.1248317493033,19.6499996185303,5.474832130773,0.278617416644127,18.99,"Night","Fall Night"
52,10,1,33.5,33.5,30,100,1,1,2008-11-19,3,33.32,0.991105969030582,0,NA,1,1.5,"High Volume Asphalt Pavements","HVA",0.15,0.87,"High Volume HMA (OGFC 35mm rebonded on 265mm DGHMA)","A3","Mesa",10.9260615979618,"Fall","surface",0.035,0.96,2350,945,0.15,0.87,0,0.3,1.88,4650,1845,"base",0.265,0.92,2300,900,NA,NA,0,"subgrade",1.2,1.1,1500,1900,NA,NA,0,33.4555795483258,33.4842650866637,33.5,33.1302391849956,33.321267866512,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,44.9314511212457,29.3500003814697,15.581450739776,0.530884175034403,25.5716666666667,"Day","Fall Day"
53,10,1,33.5,33.5,30,100,1,2,2008-11-19,3,29.69,0.653595878028727,0,NA,2,1.5,"High Volume Asphalt Pavements","HVA",0.175,0.9,"High Volume HMA (OGFC 25mm rebonded on 275mm DGHMA)","A5","Mesa",10.9260615979618,"Fall","surface",0.025,1.16,2400,964,0.175,0.9,0,0.3,2.26,4750,1904,"base",0.275,1.1,2350,940,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.3988133658326,33.4736550706179,33.5,32.3954930678689,32.9955078948453,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,41.0504759734355,32.8499984741211,8.20047749931445,0.249634029839444,25.7016666666667,"Day","Fall Day"
54,10,1,33.5,33.5,30,100,1,3,2008-11-19,3,27.22,0.655475646609578,0,NA,3,1.5,"High Volume Asphalt Pavements","HVA",0.25,0.85,"High Volume HMA (OGFC 50mm rebonded on 250mm DGHMA)","A9","Mesa",10.9260615979618,"Fall","surface",0.05,1.2,2500,964,0.25,0.85,0,0.3,2.28,4900,1924,"base",0.25,1.08,2400,960,NA,NA,0,"subgrade",1.2,1,1500,1900,NA,NA,0,33.4454235088655,33.4839468524724,33.5,32.902184899818,33.2353624807743,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,39.8538036152969,31.5499992370605,8.30380437823635,0.263195073820547,25.5525,"Day","Fall Day"
1,10,1,33.5,33.5,30,100,1,1,2012-02-09,3,27.45,0,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Durango Complex",2.52749026754808,"Winter","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.3423506767563,33.4684324731935,33.5,31.0053284015034,32.5404613772878,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,27.0772130649537,31.5499992370605,4.47278617210685,0.141768186379315,18.425,"Day","Winter Day"
2,10,1,33.5,33.5,30,100,1,2,2012-02-09,3,27.04,0,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Durango Complex",2.52749026754808,"Winter","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.2599421728397,33.4490995809029,33.5,30.3783616035197,32.2410331896438,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,24.6482375128996,34.25,9.60176248710036,0.280343430280302,20.56,"Day","Winter Day"
3,10,1,33.5,33.5,30,100,1,3,2012-02-09,3,27.22,0,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Durango Complex",2.52749026754808,"Winter","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.252210397672,33.4450699466805,33.5,30.7612683622906,32.3687200622823,33.5,2012-02-09 11:15:01,2012-02-09 11:15:00,1.10899996757507,28.2368242532259,31.5499992370605,3.31317498383464,0.105013472708512,18.425,"Day","Winter Day"
4,10,1,33.5,33.5,30,100,1,1,2014-02-19,3,27.34,0.883992508372182,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Durango Complex",2.52749026754808,"Winter","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4192595735281,33.4823431336139,33.5,32.2611011756695,33.0258829593534,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,21.3183802379558,12.4499998092651,8.86838042869067,0.712319724060633,16.6426666666667,"Night","Winter Night"
5,10,1,33.5,33.5,30,100,1,2,2014-02-19,3,21.34,2.04050972388916,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Durango Complex",2.52749026754808,"Winter","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4608852578692,33.4997042476798,33.5090446959085,31.2513479426498,32.9778588873783,33.6911132443188,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,15.6048151184359,10.4499998092651,5.15481530917077,0.49328377064662,19.22,"Night","Winter Night"
6,10,1,33.5,33.5,30,100,1,3,2014-02-19,3,27.26,0.956372513076512,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Durango Complex",2.52749026754808,"Winter","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.3905820850345,33.4727231723275,33.5,32.26487075226,33.0100156713171,33.5,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,22.7024098526658,12.4499998092651,10.2524100434007,0.823486763089825,16.6426666666667,"Night","Winter Night"
7,10,1,33.5,33.5,30,100,1,1,2007-02-27,3,27.55,0.51049958998648,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Durango Complex",2.52749026754808,"Winter","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.3672956511222,33.4725359579,33.5,31.5453379947762,32.7152718420926,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,30.0903962718703,31.0499992370605,0.959602965190243,0.0309050882051193,17.6583333333333,"Day","Winter Day"
8,10,1,33.5,33.5,30,100,1,2,2007-02-27,3,27.76,0.348482815518355,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Durango Complex",2.52749026754808,"Winter","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.2658021511451,33.4483971401103,33.5,30.7193557462041,32.3168659698008,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,26.9108901848318,31.3500003814697,4.43911019663796,0.141598409653029,19.44,"Day","Winter Day"
9,10,1,33.5,33.5,30,100,1,3,2007-02-27,3,27.3,0.613066497086704,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Durango Complex",2.52749026754808,"Winter","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.2999164555385,33.4533523311024,33.5,31.4715937573542,32.6136342127701,33.5,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,31.3929656242375,31.0499992370605,0.342966387176943,0.0110456166056064,17.6583333333333,"Day","Winter Day"
10,10,1,33.5,33.5,30,100,1,1,2008-04-23,3,27.45,1.5570401372993,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Durango Complex",2.52749026754808,"Spring","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4809478889397,33.4931234747473,33.5,33.2978897589425,33.4352242897594,33.5472254447901,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,29.8001116084517,19.25,10.5501116084517,0.548057745893594,22.45,"Night","Spring Night"
11,10,1,33.5,33.5,30,100,1,2,2008-04-23,3,27.21,1.04895872603359,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Durango Complex",2.52749026754808,"Spring","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4195893347143,33.4800888744392,33.5,32.5949926617286,33.1043984369127,33.5,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,26.6607781610539,20.1499996185303,6.51077854252361,0.32311556654007,23.996,"Night","Spring Night"
12,10,1,33.5,33.5,30,100,1,3,2008-04-23,3,27.4,1.76918807788541,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Durango Complex",2.52749026754808,"Spring","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4877526928613,33.495746319962,33.5093140307514,33.2570036486366,33.5853257263591,33.9207074934687,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,31.5243723542187,19.25,12.2743723542187,0.637629732686683,22.45,"Night","Spring Night"
13,10,1,33.5,33.5,30,100,1,1,2007-05-02,3,27.62,1.46814462363851,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Durango Complex",2.52749026754808,"Spring","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4960934385757,33.5019114531019,33.5227667989604,33.3804693556046,33.6426951464297,33.8773478481588,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,45.6608295603859,44.75,0.910829560385878,0.0203537331929805,27.1358333333333,"Day","Spring Day"
14,10,1,33.5,33.5,30,100,1,2,2007-05-02,3,27.1,1.15675985862786,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Durango Complex",2.52749026754808,"Spring","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4930651651738,33.4970699056302,33.5,33.1857755167215,33.4437735456938,33.6187345080641,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,41.5040472048599,53.6500015258789,12.145954321019,0.226392431977102,28.89,"Day","Spring Day"
15,10,1,33.5,33.5,30,100,1,3,2007-05-02,3,27.01,1.64043378881498,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Durango Complex",2.52749026754808,"Spring","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4951688465318,33.5113642076608,33.5723958363313,33.3552074427641,33.8145381654427,34.2158558918334,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,46.9359668427479,44.75,2.18596684274792,0.0488484210669925,27.1358333333333,"Day","Spring Day"
16,10,1,33.5,33.5,30,100,1,1,2018-06-22,3,26.5,2.422743488662,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Durango Complex",2.52749026754808,"Summer","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4981493202016,33.5123211089998,33.5859066260567,33.4162875558396,34.1082095381653,35.3266219064777,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,38.9453375646108,31.3500003814697,7.59533718314105,0.242275505286133,34.748,"Night","Summer Night"
17,10,1,33.5,33.5,30,100,1,2,2018-06-22,3,26.17,2.46252399289928,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Durango Complex",2.52749026754808,"Summer","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4973587391692,33.5220977708229,33.6375530099512,33.3866460072042,34.2825088541357,35.6642374043075,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,39.8886573999504,31.6499996185303,8.2386577814201,0.260305146310225,36.11,"Night","Summer Night"
18,10,1,33.5,33.5,30,100,1,3,2018-06-22,3,25.78,2.65696600305301,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Durango Complex",2.52749026754808,"Summer","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4975399812362,33.5328033475667,33.6920053194789,33.3980156431249,34.4452446531846,36.0932253979765,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,40.3785031382862,31.3500003814697,9.02850275681652,0.287990515054445,34.748,"Night","Summer Night"
19,10,1,33.5,33.5,30,100,1,1,2007-06-26,3,27.42,2.29533440542504,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Durango Complex",2.52749026754808,"Summer","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4981386100668,33.5112102364637,33.5785942882037,33.4175426168635,34.0552471034992,35.1632574616482,2007-06-26 11:21:24,2007-06-26 11:21:30,5.04299998283386,53.1972147993025,57.6500015258789,4.45278672657639,0.0772382759535149,37.8016666666667,"Day","Summer Day"
20,10,1,33.5,33.5,30,100,1,2,2007-06-26,3,25.06,1.81577818305691,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Durango Complex",2.52749026754808,"Summer","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4966366692635,33.5084855224887,33.5607013592987,33.3775933042216,33.8791005667549,34.4958251616235,2007-06-26 11:21:24,2007-06-26 11:21:30,5.04299998283386,46.6968332074506,59.5499992370605,12.85316602961,0.2158382232457,40,"Day","Summer Day"
21,10,1,33.5,33.5,30,100,1,3,2007-06-26,3,27.12,2.53547220618762,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Durango Complex",2.52749026754808,"Summer","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4974925915087,33.5303825327878,33.6785230653396,33.3986250384704,34.3780603102742,35.901452781276,2007-06-26 11:21:24,2007-06-26 11:21:30,5.04299998283386,54.5225998263408,57.6500015258789,3.12740169953815,0.0542480766133939,37.8016666666667,"Day","Summer Day"
22,10,1,33.5,33.5,30,100,1,1,2016-07-13,3,26.2,2.35558688454786,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Durango Complex",2.52749026754808,"Summer","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.498956846813,33.5145198126092,33.5931855907791,33.4423451399102,34.1372394721186,35.353247277255,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,54.951079924627,56.1500015258789,1.19892160125193,0.0213521205462364,39.636,"Day","Summer Day"
23,10,1,33.5,33.5,30,100,1,2,2016-07-13,3,26.87,2.26665769850591,0,NA,2,1.5,"Bare Ground / Desert Soil","BG",0.5,0.95,"Bare Dry Soil #2","B2","Durango Complex",2.52749026754808,"Summer","surface",0.5,1,1500,1700,0.5,0.95,0,0.5,1,1500,1700,"subgrade",1,1.1,1600,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4986552334198,33.5250218189865,33.6427811532527,33.4275783500638,34.2852028716953,35.5491038840759,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,52.5278839990907,51.6500015258789,0.877882473211798,0.0169967559976148,38.89,"Day","Summer Day"
24,10,1,33.5,33.5,30,100,1,3,2016-07-13,3,25.96,2.58637467588478,0,NA,3,1.5,"Bare Ground / Desert Soil","BG",0.4,0.95,"Bare Dry Soil #3","B1","Durango Complex",2.52749026754808,"Summer","surface",1,1.1,1500,1900,0.4,0.95,0,1,1.1,1500,1900,"subgrade",0.5,1.1,1550,1850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4985702773781,33.5360502968689,33.7003263592575,33.4290754289736,34.4717795690682,36.1074593997391,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,56.1283399201294,56.1500015258789,0.0216616057495003,0.000385781035812024,39.636,"Day","Summer Day"
25,10,1,33.5,33.5,30,100,1,1,2015-07-27,3,26.09,2.37309415804997,0,NA,1,1.5,"Bare Ground / Desert Soil","BG",0.45,0.95,"Bare Dry Soil #1","B1","Durango Complex",2.52749026754808,"Summer","surface",0.75,0.9,1500,1900,0.45,0.95,0,0.75,0.9,1500,1900,"subgrade",0.75,1,1500,1900,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.4988697850529,33.5153921208613,33.5981269806319,33.4377206457276,34.1572038650689,35.3731177310747,2015-07-27 11:16:32,2015-07-27 11:16:30,2.98600006103516,56.0566055975031,58.6500015258789,2.5933959283758,0.0442181732464488,37.9358333333333,"Day","Summer Day"
