"valid.site","batch.name","RMSE","MAPE"
"B2","Bare Ground / Desert Soil",13.5893124574995,0.574608183640441
"C4","Whitetopped Asphalt Pavements",13.9429696482117,0.47778142826455
"C1","Concrete Pavements",14.0741644021727,0.436027530612247
"A6","Asphalt Pavements",17.2089678942729,0.523623742582007
"A6","Asphalt Overlays on PCC Pavements",17.3268529846715,0.529262937571348
