"run.n","nodal.spacing","i.top.temp","i.bot.temp","time.step","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","pave.length","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
11,10,33.5,33.5,30,1,3,2014-02-19,7,160.54,0.744250954014498,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","Sheely",6.28538886184103,320,"Winter","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4535137405966,34.2733583011999,35.7232009796149,32.6972406714064,36.3655290715349,39.2845902104378,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,33.1316018172491,18.4500007629395,14.6816010543097,0.795750701745262,19.07,"Night","Winter Night"
12,10,33.5,33.5,30,0.1,3,2014-02-19,7,161.2,2.99257697066493,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","Sheely",6.28538886184103,320,"Winter","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4916999473767,33.6567517024502,34.011593513417,33.3690536994832,34.1398468832645,34.9638189634219,2014-02-19 22:35:14,2014-02-19 22:35:00,14.8699998855591,35.3877685344965,18.4500007629395,16.937767771557,0.918036155617943,19.07,"Night","Winter Night"
13,10,33.5,33.5,30,1,1,2007-02-27,7,159.48,1.34941845294958,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","ACDC @ 67th Ave.",11.598815242522,320,"Winter","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4875109846756,34.3164364813208,35.8423440163182,33.1376597798051,37.1315713023711,40.4037647244662,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,56.7429734496316,30.4500007629395,26.2929726866921,0.863480197960887,17.7983333333333,"Day","Winter Day"
14,10,33.5,33.5,30,0.1,1,2007-02-27,7,157.63,3.13875947037654,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","ACDC @ 67th Ave.",11.598815242522,320,"Winter","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4984464919234,33.6469757571921,33.9614709491588,33.4555144645703,34.2050045323732,34.9972891078108,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,37.5418302879735,30.4500007629395,7.09182952503409,0.232900799584397,17.7983333333333,"Day","Winter Day"
15,10,33.5,33.5,30,1,2,2007-02-27,7,160.14,0.811383887971293,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","ACDC @ 67th Ave.",11.598815242522,320,"Winter","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4741294324057,34.2706925053971,35.5964053418423,32.8685436570751,36.6424072026704,39.557431057005,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,58.0063810563148,30.4500007629395,27.5563802933754,0.904971415531591,17.7983333333333,"Day","Winter Day"
16,10,33.5,33.5,30,0.1,2,2007-02-27,7,160.2,3.03533710735415,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","ACDC @ 67th Ave.",11.598815242522,320,"Winter","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4965675136033,33.6690711202567,34.0096850412369,33.4168018320185,34.2478836270992,35.0738124662097,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,37.832855320123,30.4500007629395,7.38285455718352,0.242458271665108,17.7983333333333,"Day","Winter Day"
17,10,33.5,33.5,30,1,3,2007-02-27,7,160.1,0.58298566879484,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","ACDC @ 67th Ave.",11.598815242522,320,"Winter","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.451272491377,34.1351282616108,35.1597362772869,32.6705065271827,35.7130069316475,37.9665507145148,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,57.7023137243069,30.4500007629395,27.2523129613675,0.894985624911252,17.7983333333333,"Day","Winter Day"
18,10,33.5,33.5,30,0.1,3,2007-02-27,7,160.28,2.98631918571709,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","ACDC @ 67th Ave.",11.598815242522,320,"Winter","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4931461140101,33.6784913003828,34.0219210579119,33.3831135871101,34.1746009448775,34.9312552618262,2007-02-27 11:15:37,2007-02-27 11:15:30,7.75300002098083,37.7171597584229,30.4500007629395,7.26715899548344,0.238658745924508,17.7983333333333,"Day","Winter Day"
19,10,33.5,33.5,30,1,1,2008-04-23,7,158.25,2.74888456215374,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4940583635627,35.0667450806231,38.0497638889728,33.2603138657008,40.5328159006157,46.6500854510105,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,51.6335980674132,25.1499996185303,26.483598448883,1.05302579922785,22.22,"Night","Spring Night"
20,10,33.5,33.5,30,0.1,1,2008-04-23,7,158.52,3.04867224990682,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4992890778333,33.783406716816,34.4023056706651,33.4713137957078,34.8754284041257,36.4250531858655,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,39.2925034661992,25.1499996185303,14.1425038476689,0.562326205255638,22.22,"Night","Spring Night"
21,10,33.5,33.5,30,1,2,2008-04-23,7,160.85,2.50477667224675,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4865418994099,35.1970054537645,38.2068922356518,33.058499451603,40.512772190763,46.3578767885562,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,45.9438628149721,25.1499996185303,20.7938631964418,0.826793777806704,22.22,"Night","Spring Night"
22,10,33.5,33.5,30,0.1,2,2008-04-23,7,159.73,2.93029772624146,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4983372622359,33.8667122922348,34.6280976401294,33.4443685380298,35.147771683759,36.9350322235553,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,39.5370995519731,25.1499996185303,14.3870999334428,0.572051695891182,22.22,"Night","Spring Night"
23,10,33.5,33.5,30,1,3,2008-04-23,7,160.64,2.27892229358579,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4729868902117,35.2914594056925,38.3349904308533,32.9064017114644,39.8731260193268,45.2378325471429,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,40.9717010185273,25.1499996185303,15.821701399997,0.629093504571657,22.22,"Night","Spring Night"
24,10,33.5,33.5,30,0.1,3,2008-04-23,7,159.99,2.85782744831464,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4965887771519,33.9671224508396,34.9094269329985,33.4218549639146,35.3052155753967,37.2828083586393,2008-04-23 22:35:11,2008-04-23 22:35:00,11.2460000514984,39.7127866431061,25.1499996185303,14.5627870245759,0.579037266221116,22.22,"Night","Spring Night"
25,10,33.5,33.5,30,1,1,2007-05-02,7,159.36,3.36340165036667,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.496557964252,35.3888490763825,38.9692985025072,33.3298769438018,41.9537150078034,49.0599851899511,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,73.3726480245675,47.3499984741211,26.0226495504464,0.54958078963126,27.891,"Day","Spring Day"
26,10,33.5,33.5,30,0.1,1,2007-05-02,7,160.22,3.0542059137958,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4995902228714,33.8428334141022,34.5903612489539,33.479720812855,35.1617331345415,37.0067624716306,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,41.7713723747033,47.3499984741211,5.57862609941776,0.117816816878394,27.891,"Day","Spring Day"
27,10,33.5,33.5,30,1,2,2007-05-02,7,159.96,3.16602323665022,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4925090801423,35.6398287640707,39.4000108423454,33.1928390278962,42.2957573970165,49.1696468500827,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,75.0165819749584,47.3499984741211,27.6665835008373,0.584299564781577,27.891,"Day","Spring Day"
28,10,33.5,33.5,30,0.1,2,2007-05-02,7,159.79,2.94782614994022,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4990303029375,33.9617131985844,34.9168355988326,33.460272345973,35.5694620313319,37.7550314600559,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,43.0801111213474,47.3499984741211,4.26988735277371,0.0901771381282598,27.891,"Day","Spring Day"
29,10,33.5,33.5,30,1,3,2007-05-02,7,161.3,3.01064871646372,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4852392786561,35.9037515648964,39.9214022769148,33.0958433245969,41.9837438800492,48.516387523702,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,74.8320118976687,47.3499984741211,27.4820134235476,0.580401569359453,27.891,"Day","Spring Day"
30,10,33.5,33.5,30,0.1,3,2007-05-02,7,159.18,2.89151815301623,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","ACDC @ 67th Ave.",11.598815242522,320,"Spring","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4980111731214,34.1197553650184,35.3617100765423,33.4446849238989,35.8860523866752,38.4128568727558,2007-05-02 11:15:22,2007-05-02 11:15:30,7.88000011444092,44.125782325847,47.3499984741211,3.22421614827408,0.0680932682613762,27.891,"Day","Spring Day"
31,10,33.5,33.5,30,1,1,2018-06-22,7,160.41,3.90355385084693,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","Sheely",6.28538886184103,320,"Summer","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4988477070175,35.6651222808965,39.7263665090999,33.418019499113,43.1485414748093,51.4145093221828,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,60.4711999637653,37.25,23.2211999637653,0.623387918490345,35.244,"Night","Summer Night"
32,10,33.5,33.5,30,0.1,1,2018-06-22,7,160.8,3.06270999989422,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","Sheely",6.28538886184103,320,"Summer","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4998207125644,33.8822943545788,34.7156262198214,33.4884099418787,35.3542734671969,37.4701847278478,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,41.6452831667334,37.25,4.39528316673341,0.117994178972709,35.244,"Night","Summer Night"
33,10,33.5,33.5,30,1,2,2018-06-22,7,161.32,3.69630862217526,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","Sheely",6.28538886184103,320,"Summer","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4974373119084,35.9962848004133,40.324704074302,33.3497896417018,43.7106412397801,51.8687492484385,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,55.3284395545662,37.25,18.0784395545662,0.485327236364192,35.244,"Night","Summer Night"
34,10,33.5,33.5,30,0.1,2,2018-06-22,7,160.51,2.96640305889,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","Sheely",6.28538886184103,320,"Summer","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.499570506705,34.0195421063759,35.0916841884537,33.4771553553411,35.8281448066512,38.3618185517169,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,42.4879432745299,37.25,5.23794327452987,0.140615926833017,35.244,"Night","Summer Night"
35,10,33.5,33.5,30,1,3,2018-06-22,7,161.13,3.56223653825851,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","Sheely",6.28538886184103,320,"Summer","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4949206208811,36.3719629532608,41.0909645239985,33.3056000706683,43.5740848512753,51.5226836149704,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,50.933730458275,37.25,13.683730458275,0.367348468678524,35.244,"Night","Summer Night"
36,10,33.5,33.5,30,0.1,3,2018-06-22,7,160.49,2.92614313289947,0,NA,5,1.5,"Asphalt Pavements","A",0.25,0.95,"Asphalt #5","A6","Sheely",6.28538886184103,320,"Summer","surface",0.2,1.2,2200,850,0.25,0.95,0,0.5,2.7,4600,1650,"base",0.3,1.5,2400,800,NA,NA,0,"subgrade",1,1,1500,1100,NA,NA,0,33.4991180939531,34.2053579197373,35.6117551467657,33.4686886705238,36.2112198630246,39.1712116872166,2018-06-22 22:36:37,2018-06-22 22:36:30,7.16900014877319,43.3814452374253,37.25,6.13144523742534,0.164602556709405,35.244,"Night","Summer Night"
37,10,33.5,33.5,30,1,1,2016-07-13,7,160.84,4.07700270171682,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4990087595326,35.8693216573928,40.2039140624846,33.4241911146396,43.9075543929805,52.0935521360405,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,78.6808153515152,56.3499984741211,22.3308168773941,0.396287799149623,41.67,"Day","Summer Day"
38,10,33.5,33.5,30,0.1,1,2016-07-13,7,159.83,3.06629539613829,0,NA,1,1.5,"Asphalt Pavements","A",0.15,0.85,"Asphalt #3","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.1,2.2,2500,1400,0.15,0.85,0,0.25,5.2,4800,2350,"base",0.15,3,2300,950,NA,NA,0,"subgrade",1.25,1.8,2000,1900,NA,NA,0,33.4998681331717,33.9370443036465,34.8645465124442,33.4902694014572,35.5841667836407,37.7883804388633,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,43.2768386623216,56.3499984741211,13.0731598117995,0.231999293093209,41.67,"Day","Summer Day"
39,10,33.5,33.5,30,1,2,2016-07-13,7,159.66,3.90774994141353,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4977859197677,36.2691050236689,40.9137399925677,33.3604387332921,44.6335404107806,52.6054615326433,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,80.6658912201818,56.3499984741211,24.3158927460607,0.431515410905076,41.67,"Day","Summer Day"
40,10,33.5,33.5,30,0.1,2,2016-07-13,7,161.23,2.97768774560699,0,NA,3,1.5,"Asphalt Pavements","A",0.2,0.9,"Asphalt #4","A6","wx7wx Glendale",2.98257109888671,320,"Summer","surface",0.15,1.7,2350,950,0.2,0.9,0,0.35,3.95,4700,1825,"base",0.2,2.25,2350,875,NA,NA,0,"subgrade",1.15,1.4,1850,1500,NA,NA,0,33.4996821027875,34.105052386702,35.3121880454356,33.4806804272832,36.1585224321551,38.7949487226226,2016-07-13 11:16:15,2016-07-13 11:16:30,14.5640001296997,44.9535238372007,56.3499984741211,11.3964746369203,0.202244453336662,41.67,"Day","Summer Day"
