"ibuttonID","NDVI_originalbyUCR","button_type","Lat","Lon","NDVIBuf30m_mean","medianHHIncome","LCpct30mBuf_building","LCpct30mBuf_road","LCpct30mBuf_soil","LCpct30mBuf_tree","LCpct30mBuf_grass","LCpct30mBuf_shrub","LCpct30mBuf_cropland","LCpct30mBuf_fallow","LCpct30mBuf_orchard","LCpct30mBuf_lake","LCpct30mBuf_canal","LCpct30mBuf_pool","LCpct30mBuf_seasonal.river","LST30mBuf_20170715_ MIN","LST30mBuf_20170715_ MAX","LST30mBuf_20170715_ RANGE","LST30mBuf_20170715_ MEAN","Tair_mean_00:00","Tair_mean_01:00","Tair_mean_02:00","Tair_mean_03:00","Tair_mean_04:00","Tair_mean_05:00","Tair_mean_06:00","Tair_mean_07:00","Tair_mean_08:00","Tair_mean_09:00","Tair_mean_10:00","Tair_mean_11:00","Tair_mean_12:00","Tair_mean_13:00","Tair_mean_14:00","Tair_mean_15:00","Tair_mean_16:00","Tair_mean_17:00","Tair_mean_18:00","Tair_mean_19:00","Tair_mean_20:00","Tair_mean_21:00","Tair_mean_22:00","Tair_mean_23:00","mean_Tair","max_pctl95_Tair","min_pctl05_Tair","HI_mean_00:00","HI_mean_01:00","HI_mean_02:00","HI_mean_03:00","HI_mean_04:00","HI_mean_05:00","HI_mean_06:00","HI_mean_07:00","HI_mean_08:00","HI_mean_09:00","HI_mean_10:00","HI_mean_11:00","HI_mean_12:00","HI_mean_13:00","HI_mean_14:00","HI_mean_15:00","HI_mean_16:00","HI_mean_17:00","HI_mean_18:00","HI_mean_19:00","HI_mean_20:00","HI_mean_21:00","HI_mean_22:00","HI_mean_23:00","mean_HI","max_pctl95_HI","min_pctl05_HI"
"L06",0.17619,"AirT",33.491201,-112.070738,0.015765477440741,30931,0.0916844349680171,0.574626865671642,0.0856432125088842,0.133972992181947,0.11407249466951,0,0,0,0,0,0,0,0,52.16424777,52.81070036,0.646452588,52.52475242,32.6290322580645,32.0564516129032,31.5241935483871,30.8951612903226,30.3629032258065,29.6209677419355,29.4193548387097,30.5241935483871,31.8387096774194,33.3790322580645,34.758064516129,36.6612903225806,37.4274193548387,38.9193548387097,40.7258064516129,40.3548387096774,40.3064516129032,39.9677419354839,38.8709677419355,37.9274193548387,36.1774193548387,35.4596774193548,34.5403225806452,33.4596774193548,34.9086021505376,42.5,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L07",0.1203,"AirT",33.41418,-111.86696,-0.075326826697379,30481,0,0.323487544483986,0.676512455516014,0,0,0,0,0,0,0,0,0,0,52.44143229,52.75951588,0.318083588,52.61729101,31.9838709677419,31.0887096774194,30.3870967741935,29.8225806451613,29.2338709677419,28.7177419354839,29.5887096774194,31.7903225806452,33.741935483871,36.1854838709677,37.8790322580645,38.7983870967742,41.6048387096774,41.1854838709677,41.9354838709677,44.4193548387097,43.1370967741936,42.3387096774194,40.5241935483871,38.2822580645161,36.6370967741936,35.4354838709677,34,32.8225806451613,35.8975134408602,45.5,26.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L08",0.148255,"AirT",33.42044,-111.90476,-0.056658981355598,36127,0.244223249200142,0.548524706718806,0.049057945254177,0.129754710273729,0.00924280127977248,0,0,0,0,0,0.00959829363668681,0.00959829363668681,0,51.93356802,52.26475454,0.331186519,52.09916128,32.6209677419355,31.6612903225806,30.8629032258065,30.2661290322581,29.5967741935484,28.8870967741935,28.758064516129,30.3387096774194,33.6935483870968,36.6451612903226,38.5806451612903,39.1935483870968,39.7983870967742,40.0967741935484,41.1854838709677,41.9435483870968,41.9032258064516,41.2822580645161,39.7258064516129,38.75,36.8790322580645,35.7903225806452,34.5806451612903,33.5,35.6891801075269,44.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L09",0.147101,"AirT",33.42565,-111.96027,-0.034769047880437,54286,0.390078515346181,0.366167023554604,0.129907209136331,0.110278372591006,0.00356887937187723,0,0,0,0,0,0,0,0,53.39701294,53.63667957,0.239666632,53.52810159,33.1209677419355,32.2661290322581,31.4354838709677,30.6854838709677,30.0887096774194,29.4354838709677,29.7177419354839,31.258064516129,32.8306451612903,34.7822580645161,36.741935483871,38.1935483870968,39.6048387096774,40.7338709677419,42.3145161290323,42.1693548387097,42.1935483870968,41.5403225806452,40.5,38.9758064516129,37.3709677419355,36.3225806451613,35.0725806451613,33.9193548387097,35.8864247311828,45,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L10",0.127314,"AirT",33.41542,-111.90533,-0.06493585066507,20854,0.100855310049893,0.604062722736992,0.195652173913043,0.071632216678546,0.0277975766215253,0,0,0,0,0,0,0,0,52.69671229,52.74185478,0.04514249,52.71928354,32.7903225806452,31.9274193548387,31.2741935483871,30.6774193548387,29.9354838709677,29.3306451612903,29.1209677419355,30.3790322580645,32.0967741935484,33.3870967741936,34.8709677419355,36.1370967741936,37.4758064516129,38.8064516129032,39.8387096774194,40.7258064516129,41.491935483871,41.2096774193548,40.2983870967742,38.6048387096774,36.9677419354839,35.9112903225806,34.75,33.5564516129032,35.065188172043,43.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L11",0.184197,"AirT",33.42464,-111.95361,-0.055446506502543,32784,0.104048295454545,0.639559659090909,0.146661931818182,0.10546875,0.00426136363636364,0,0,0,0,0,0,0,0,52.54582215,52.65456154,0.108739393,52.60019185,32.4193548387097,31.5161290322581,30.758064516129,30.1209677419355,29.4596774193548,28.9274193548387,29.3870967741935,31.8306451612903,34.4516129032258,33.8951612903226,35.1290322580645,36.9838709677419,38.6451612903226,40.2338709677419,43.1129032258064,41.4274193548387,40.9677419354839,40.7338709677419,40.241935483871,39.3064516129032,36.7661290322581,35.6048387096774,34.3709677419355,33.3387096774194,35.4012096774194,44.5,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L12",0.133197,"AirT",33.426966,-112.046994,-0.11312613112323,33929,0.0731274405395811,0.788782392616258,0.0621228257011005,0.035498757543486,0.040468583599574,0,0,0,0,0,0,0,0,51.48185357,52.12140929,0.639555719,51.87130247,33.241935483871,32.4838709677419,31.8225806451613,31.241935483871,30.7741935483871,30.2338709677419,30.3145161290323,31.7016129032258,32.7903225806452,34,35.3306451612903,37.8629032258064,38.6451612903226,39.491935483871,40.25,40.9112903225806,41.4596774193548,41.6290322580645,42.2016129032258,40.1854838709677,37.2822580645161,36.3145161290323,35.0806451612903,33.9032258064516,35.7980510752688,44.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L13",0.174307,"AirT",33.42734,-111.95835,0.02549990961692,54286,0.0869719559815406,0.533191338303159,0.0695775647852325,0.225062122825701,0.0851970181043663,0,0,0,0,0,0,0,0,51.15789898,52.20503518,1.047136199,51.75615365,32.8306451612903,31.9032258064516,31.3709677419355,30.7661290322581,30.1774193548387,29.6935483870968,29.6290322580645,31.758064516129,32.25,33.6693548387097,34.6370967741936,35.8709677419355,37.1370967741936,38.5725806451613,39.7016129032258,40.8548387096774,41.1532258064516,41.4112903225806,40.3951612903226,38.1451612903226,36.6854838709677,35.6774193548387,34.5725806451613,33.5806451612903,35.101814516129,43.5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L14",0.188101,"AirT",33.46117,-112.04548,-0.065366048980007,27600,0.0496102055279943,0.311126860382707,0.528703047484054,0.0124025513819986,0.0981573352232459,0,0,0,0,0,0,0,0,52.91135372,53.35498302,0.443629301,53.14480059,32.6290322580645,31.8629032258065,31.2096774193548,30.508064516129,30,29.4435483870968,29.4032258064516,31.3951612903226,32.9516129032258,34.8629032258064,36.491935483871,37.3225806451613,38.0483870967742,39.3306451612903,40.0483870967742,41.3145161290323,41.3790322580645,41.8064516129032,40.5564516129032,38.5564516129032,36.8225806451613,35.9677419354839,34.7016129032258,33.4838709677419,35.4206989247312,44,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L17",0.110831,"RH",33.447658,-112.02353,-0.089956726581804,22500,0.294389204545455,0.348011363636364,0.296164772727273,0.0479403409090909,0.0134943181818182,0,0,0,0,0,0,0,0,53.6560887,54.32115266,0.665063962,53.97609715,32.5112903225806,31.7451612903226,31.1725806451613,30.591935483871,30.1967741935484,30.8983870967742,32.0838709677419,33.7451612903226,35.4951612903226,37.6,40.4225806451613,42.4790322580645,44.0596774193548,45.0258064516129,45.7983870967742,47.5693548387097,46.6338709677419,42.9951612903226,38.6,37.3983870967742,36.1725806451613,35.0032258064516,34.1645161290323,33.4225806451613,37.3243951612903,49.1,28.1,32.3609677419355,31.6472580645161,31.1824193548387,30.7232258064516,30.3945161290323,31.1574193548387,32.3637096774194,34.1217741935484,35.7888709677419,37.9127419354839,40.9748387096774,42.9359677419355,44.331935483871,45.0066129032258,45.6554838709677,46.9303225806452,45.6258064516129,41.8764516129032,37.6464516129032,36.5958064516129,35.5882258064516,34.5614516129032,33.9345161290323,33.2706451612903,37.1914602960969,47.69,28.61
"L18",0.192178,"RH",33.41398,-111.91252,0.076845724627927,23309,0.186344238975818,0.365576102418208,0.222617354196302,0.177809388335704,0.0476529160739687,0,0,0,0,0,0,0,0,50.08638806,51.38471907,1.298331002,50.75295725,30.7032258064516,30.2112903225806,29.5354838709677,28.8983870967742,28.7854838709677,34.5209677419355,36.9612903225806,38.4645161290323,40.1435483870968,40.4145161290323,41.7241935483871,41.8822580645161,41.9564516129032,41.6129032258064,41.308064516129,40.7790322580645,39.6516129032258,38.5322580645161,36.4209677419355,35.1354838709677,34.0016129032258,32.7645161290323,32.05,31.3806451612903,36.1599462365591,45,26.1,30.7282258064516,30.2698387096774,29.693064516129,29.1916129032258,29.123064516129,35.1124193548387,37.7759677419355,39.4091935483871,41.146935483871,41.218064516129,42.2946774193548,42.1691935483871,41.8085483870968,41.2361290322581,40.6875806451613,40.0245161290323,38.7603225806452,37.7738709677419,35.6485483870968,34.5651612903226,33.7195161290323,32.5477419354839,32.0237096774194,31.3346774193548,36.1834320323015,44.78,26.094
"L19",0.221674,"RH",33.423197,-111.940147,-0.081561080399297,NA,0.38875044499822,0.494482022071912,0.0437878248487006,0.0704877180491278,0.00249199003203987,0,0,0,0,0,0,0,0,51.33482234,51.73574225,0.40091991,51.52583356,32.0677419354839,31.4225806451613,30.7532258064516,30.1161290322581,29.7532258064516,30.7693548387097,32.2048387096774,34.108064516129,35.8903225806452,37.5145161290323,39.0322580645161,42.191935483871,40.7177419354839,40.5629032258065,40.5403225806452,40.55,39.7887096774194,39.0161290322581,37.6725806451613,36.5258064516129,35.6564516129032,34.4870967741936,33.6725806451613,32.85,35.7443548387097,43.5,27.1,31.7264516129032,31.1532258064516,30.5712903225806,30.0698387096774,29.7246774193548,30.8264516129032,32.2406451612903,34.0453225806452,35.7096774193548,37.1916129032258,38.3961290322581,41.2406451612903,39.6651612903226,39.2861290322581,39.1138709677419,39.0074193548387,38.2508064516129,37.5746774193548,36.3396774193548,35.475,34.9198387096774,33.8882258064516,33.2366129032258,32.501935483871,35.0895154777927,41.88,26.778
"L20",0.315495,"RH",33.45265,-112.03988,-0.057661449673908,9223,0,0.0302061122956645,0.9136460554371,0.00461975835110163,0.0515280739161336,0,0,0,0,0,0,0,0,52.32467222,53.45728572,1.1326135,53.04220412,33.0435483870968,32.2854838709677,31.608064516129,30.8661290322581,30.3016129032258,29.7612903225806,29.9548387096774,31.7532258064516,33.4709677419355,35.2209677419355,36.7854838709677,38.4629032258064,39.5274193548387,39.9870967741936,40.9145161290323,40.9951612903226,41.6306451612903,41.5032258064516,40.6645161290323,39.2774193548387,37.1322580645161,36.1564516129032,35.0838709677419,33.8177419354839,35.8418682795699,44.1,27.6,32.7191935483871,32.0648387096774,31.4061290322581,30.7132258064516,30.2682258064516,29.8251612903226,30.0617741935484,31.8717741935484,33.6524193548387,35.48,36.9083870967742,38.4333870967742,39.2729032258065,39.5595161290323,40.211935483871,40.1356451612903,40.6701612903226,40.2961290322581,39.3938709677419,38.0537096774194,36.0703225806452,35.2874193548387,34.4162903225806,33.3259677419355,35.4189098250336,42.2995,27.971
"M01",0.304217,"AirT",33.449109,-112.096667,0.095082452203555,22500,0,0.472192702798441,0.0527807297201559,0.178887708111938,0.296138859369465,0,0,0,0,0,0,0,0,48.18529114,48.1963586,0.01106746,48.19082487,31.491935483871,30.7096774193548,29.9677419354839,29.5564516129032,29.0887096774194,28.5403225806452,28.2096774193548,29.4516129032258,30.758064516129,33.1290322580645,34.6129032258064,35.9354838709677,37.6774193548387,39.4838709677419,39.5806451612903,39.8548387096774,40.2661290322581,39.9435483870968,38.9354838709677,37.2741935483871,34.9516129032258,33.8951612903226,32.9838709677419,31.9435483870968,34.0934139784946,41.5,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M03",0.268677,"AirT",33.495752,-112.095473,0.004590646296158,32386,0.174083303666785,0.310786756852973,0.30188679245283,0.0886436454254183,0.124599501601994,0,0,0,0,0,0,0,0,50.91518898,51.46091757,0.545728592,51.19683395,33.1370967741936,32.4758064516129,31.8306451612903,31.1370967741935,30.6532258064516,30.1612903225806,30.6935483870968,32.5322580645161,34.1370967741936,35.6129032258064,36.7016129032258,37.7338709677419,38.7016129032258,39.7016129032258,40.6612903225806,40.9274193548387,41.6048387096774,41.4274193548387,40.5967741935484,39.0967741935484,37.25,36.1209677419355,34.991935483871,33.9435483870968,35.9096102150538,43.5,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M04",0.231743,"AirT",33.43322,-111.85962,-0.012362900584845,77756,0.0212841433132316,0.0996807378503015,0.599148634267471,0.0606598084427102,0.0574671869457254,0,0,0,0,0,0.16175948918056,0,0,49.4890303,50.31799576,0.828965459,49.81082074,31.3790322580645,30.5806451612903,29.9032258064516,29.3145161290323,28.7661290322581,28.1451612903226,27.9032258064516,29.0161290322581,30.7741935483871,32.8387096774194,34.9758064516129,36.4274193548387,37.8709677419355,38.8306451612903,39.3064516129032,39.5241935483871,39.6935483870968,39.6290322580645,39.0241935483871,37.7177419354839,36.0806451612903,34.8870967741936,33.4112903225806,32.4112903225806,34.1004704301075,42.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M05",0.284701,"AirT",33.45944,-111.98991,-0.06894165810026,34766,0,0.3722004976893,0.481692143618912,0.121222893707785,0.0248844649840028,0,0,0,0,0,0,0,0,53.6049512,53.6909205,0.0859693,53.64727583,32.5,31.7177419354839,30.9677419354839,30.4274193548387,29.9596774193548,29.4112903225806,30.1290322580645,31.9112903225806,33,35.2338709677419,36.2016129032258,37.491935483871,38.7661290322581,39.8387096774194,41.508064516129,41.3387096774194,41.2983870967742,41.5645161290323,40,38.9274193548387,37.0967741935484,36.0161290322581,34.7822580645161,33.5887096774194,35.5698924731183,44,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M06",0.275058,"AirT",33.41586,-111.94861,0.034185850235051,42156,0.0683030949839915,0.36321593738883,0.31661330487371,0.181430096051227,0.0704375667022412,0,0,0,0,0,0,0,0,50.26628825,51.05709031,0.790802061,50.64397533,32.1209677419355,31.3064516129032,30.491935483871,29.8629032258065,29.1693548387097,28.5483870967742,28.3387096774194,29.8306451612903,33.6451612903226,35.2338709677419,37.0483870967742,38.5241935483871,40.1774193548387,41.7661290322581,42.0725806451613,42.1693548387097,42.0645161290323,41.758064516129,40.2741935483871,38.7822580645161,36.7177419354839,35.4516129032258,34.2903225806452,33.1370967741936,35.5325940860215,45,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M07",0.22151,"AirT",33.41565,-111.95805,-0.016657320013793,40546,0.0940717074902378,0.393326233581825,0.181043663471778,0.231096911608094,0.0777422790202343,0,0,0,0,0,0,0.022719204827831,0,52.92309805,53.14302927,0.219931213,52.98172131,32.0483870967742,31.2258064516129,30.4838709677419,29.8870967741935,29.3064516129032,28.758064516129,28.5725806451613,31,33.0967741935484,34.3709677419355,35.8306451612903,36.6854838709677,37.6612903225806,38.8225806451613,39.9516129032258,41.0967741935484,41.2096774193548,40.2016129032258,39.0967741935484,37.8225806451613,36.0645161290323,34.9758064516129,33.9516129032258,32.8870967741936,34.792002688172,43,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M08",0.213029,"AirT",33.403571,-112.047378,-0.13518335377487,43200,0,0.511743772241993,0.436654804270463,0.0185053380782918,0.0330960854092527,0,0,0,0,0,0,0,0,53.57462371,53.68951442,0.114890715,53.63206906,32.5322580645161,31.6209677419355,31.0403225806452,30.3870967741935,29.7903225806452,29.1693548387097,29.9193548387097,31.8790322580645,33.8387096774194,35.6451612903226,37.4274193548387,39.0564516129032,40.0645161290323,41.3790322580645,41.9677419354839,42.3306451612903,42.5322580645161,42.991935483871,43.3064516129032,40.491935483871,37.3467741935484,35.9516129032258,34.7258064516129,33.4838709677419,36.2032930107527,45.5,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M09",0.13604,"AirT",33.392056,-111.996774,-0.098710417316279,41193,0.0490753911806543,0.334281650071124,0.226529160739687,0.0615220483641536,0.328591749644381,0,0,0,0,0,0,0,0,55.76302561,56.03094069,0.267915081,55.87495048,32.2338709677419,31.4193548387097,30.7822580645161,30.2258064516129,29.6370967741935,29.2661290322581,29.0564516129032,32.0403225806452,34.3145161290323,35.5725806451613,35.7903225806452,36.8467741935484,37.9758064516129,39.008064516129,39.8790322580645,41.0645161290323,41.6532258064516,42.7661290322581,41.4032258064516,39.3790322580645,36.1774193548387,34.9274193548387,34.2096774193548,33.0322580645161,35.3608870967742,44,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10",0.199307,"AirT",33.494124,-112.1024,-0.123489788862142,40795,0.120199146514936,0.768136557610242,0.017425320056899,0.0736130867709815,0.0206258890469417,0,0,0,0,0,0,0,0,53.66330734,53.76478827,0.101480934,53.70947762,32.5645161290323,31.7741935483871,31.0887096774194,30.4032258064516,29.7822580645161,29.1774193548387,30.7741935483871,33.6129032258064,34.1774193548387,38.1693548387097,38.9112903225806,40.1854838709677,40.8709677419355,41.6129032258064,42.5564516129032,43.2983870967742,44.5564516129032,45.3225806451613,44.5,38.9677419354839,36.9032258064516,35.8387096774194,34.4677419354839,33.3790322580645,36.7872983870968,47,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11",0.195201,"AirT",33.454121,-112.07072,0.046426617104852,18924,0.245014245014245,0.533119658119658,0.179487179487179,0.00320512820512821,0.0391737891737892,0,0,0,0,0,0,0,0,49.14912485,49.960316,0.811191152,49.58958683,33.0483870967742,32.3790322580645,31.8387096774194,31.1048387096774,30.6451612903226,29.9758064516129,29.758064516129,30.241935483871,31.3790322580645,32.6854838709677,34.0725806451613,37.991935483871,39.758064516129,40.8467741935484,41.3548387096774,42.1693548387097,42.1129032258064,41.4435483870968,40.4032258064516,38.5887096774194,37,36.0806451612903,35.1290322580645,33.7903225806452,35.5749327956989,44.3249999999999,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13",0.232014,"AirT",33.503911,-112.099195,0.018298690468671,25273,0.138839444642221,0.42185831256675,0.309718761124955,0.0865076539693841,0.0430758276966892,0,0,0,0,0,0,0,0,50.78901337,51.36829558,0.579282212,51.09508952,32.7338709677419,31.9112903225806,31.2016129032258,30.4032258064516,29.8145161290323,29.2016129032258,29.0483870967742,31.9677419354839,33.4435483870968,35.5322580645161,36.9354838709677,37.75,38.5645161290323,40.0161290322581,40.6129032258064,40.7741935483871,42.0887096774194,43.2661290322581,42.2258064516129,39.1854838709677,37.2822580645161,36.0322580645161,34.6532258064516,33.5725806451613,35.7590725806452,45,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M14",0.184036,"AirT",33.477961,-112.065687,0.061619458661364,57083,0.0597652081109925,0.404482390608324,0.289576663109214,0.146567057986482,0.0996086801849875,0,0,0,0,0,0,0,0,50.99052369,51.37546863,0.38494494,51.18299616,32.8709677419355,32.0241935483871,31.3306451612903,30.6774193548387,30.0161290322581,29.3709677419355,29.5645161290323,30.9758064516129,33.1854838709677,35.3629032258064,37.1290322580645,38.4032258064516,39.6774193548387,40.9274193548387,42.3064516129032,42.1129032258064,41.8629032258064,41.3870967741936,40.2016129032258,39.0564516129032,37.1854838709677,36.1209677419355,34.9274193548387,33.7258064516129,35.8501344086022,44.5,27.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M15",0.177316,"AirT",33.390374,-111.883173,0.116139480167593,51250,0.0145493257629524,0.372249822569198,0.172817601135557,0.233498935415188,0.197303051809794,0,0,0,0,0,0,0.00958126330731015,0,50.4511123,50.56834636,0.117234057,50.52926834,31.3467741935484,30.4435483870968,29.8467741935484,29.3870967741935,28.7903225806452,28.2338709677419,28.1612903225806,29.6774193548387,30.7903225806452,31.5403225806452,33.0483870967742,34.6532258064516,36.2903225806452,37.5241935483871,38.4838709677419,39.1209677419355,39.6774193548387,39.8225806451613,39.1532258064516,37.6048387096774,35.4516129032258,34.2096774193548,33.241935483871,32.008064516129,33.6878360215054,42,25.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M17",0.284388,"RH",33.432026,-111.946096,0.04849828480901,37947,0,0.0195590327169275,0.184210526315789,0.0355618776671408,0.584992887624467,0,0,0,0,0.175675675675676,0,0,0,43.31920143,45.90890699,2.589705551,44.68422826,33.1161290322581,32.2935483870968,31.5274193548387,30.9629032258065,30.3338709677419,29.9064516129032,30.3983870967742,33.1483870967742,33.6403225806452,35.0838709677419,37.2048387096774,38.3016129032258,39.4225806451613,40.4467741935484,41.3016129032258,42.7693548387097,42.7774193548387,42.2935483870968,40.2774193548387,38.6725806451613,37.0354838709677,35.9951612903226,34.8258064516129,33.7854838709677,36.063373655914,45.1,28.1,33.2932258064516,32.6367741935484,32.0570967741935,31.5317741935484,30.8633870967742,30.535,31.0325806451613,34.041935483871,34.6227419354839,36.0627419354839,38.241935483871,39.3024193548387,40.2456451612903,40.8972580645161,41.6574193548387,42.8548387096774,42.7487096774194,41.9182258064516,39.7537096774194,38.0008064516129,36.4358064516129,35.7154838709677,34.896935483871,33.9624193548387,36.3870592193809,44.2865,28.13
"M18",0.260775,"RH",33.431809,-111.939713,0.157993840645341,164167,0.0755051400212691,0.00177242112725984,0.372208436724566,0.0577809287486707,0.492733073378235,0,0,0,0,0,0,0,0,43.98230223,45.5845766,1.602274375,44.38848772,33.1806451612903,32.2048387096774,31.5274193548387,30.6887096774194,30.1645161290323,29.6483870967742,29.7048387096774,30.7048387096774,32.2854838709677,34.0516129032258,35.2612903225806,36.9387096774194,37.85,39.3258064516129,39.841935483871,40.5516129032258,40.9225806451613,40.4709677419355,39.5193548387097,38.1806451612903,36.8016129032258,35.9709677419355,35.0435483870968,33.8741935483871,35.196438172043,43.6,27.6,33.041935483871,32.1701612903226,31.5158064516129,30.8351612903226,30.3437096774194,29.9924193548387,30.0282258064516,31.1925806451613,32.985,34.8409677419355,36.0135483870968,37.6635483870968,38.405,39.6224193548387,39.8846774193548,40.4466129032258,40.5779032258065,39.8441935483871,38.7040322580645,37.2120967741935,35.821935483871,35.3108064516129,34.5956451612903,33.66,35.1948452220727,42.16,27.2735
"M19",0.230526,"RH",33.495925,-112.093111,0.02087641632664,32386,0.137380191693291,0.420305289314874,0.208377706780263,0.128505502307419,0.105431309904153,0,0,0,0,0,0,0,0,51.55434974,51.8493271,0.294977358,51.63257263,32.8096774193548,32.1,31.2854838709677,30.4709677419355,29.8983870967742,29.2854838709677,29.0758064516129,30.8177419354839,32.3177419354839,34.35,36.4064516129032,37.5677419354839,38.8661290322581,40.2129032258064,43.3774193548387,43.1677419354839,42.1887096774194,42.0596774193548,40.4709677419355,39.2451612903226,37.4951612903226,36.2854838709677,35.1,33.7935483870968,35.7770161290323,45.1,27.1,32.6977419354839,32.1348387096774,31.2624193548387,30.5051612903226,30.0122580645161,29.5482258064516,29.4616129032258,31.2045161290323,32.643064516129,34.6832258064516,36.7746774193548,37.6808064516129,38.8448387096774,40.2491935483871,43.2988709677419,42.6783870967742,41.6356451612903,41.2896774193548,39.6225806451613,38.2845161290323,36.5967741935484,35.5990322580645,34.6204838709677,33.5501612903226,35.6187415881561,43.79,27.3885
"M20",0.241388,"RH",33.41382,-111.90384,-0.043064730544087,17944,0.256309989335229,0.595094205474582,0.0270174191254888,0.0810522573764664,0.0405261286882332,0,0,0,0,0,0,0,0,51.17610849,53.37943864,2.203330145,52.19096666,32.8903225806452,32.1806451612903,31.4790322580645,30.8661290322581,30.1161290322581,29.4387096774194,29.4467741935484,34.2048387096774,33.0677419354839,35.5516129032258,36.0838709677419,37.1241935483871,38.7451612903226,39.6629032258065,40.941935483871,41.3903225806452,41.6903225806452,41.6306451612903,40.4806451612903,38.7209677419355,37.1967741935484,36.1806451612903,34.9064516129032,33.7451612903226,35.739247311828,44.1,26.6,32.6479032258065,31.9741935483871,31.2825806451613,30.7295161290323,30.1309677419355,29.495,29.5466129032258,34.5016129032258,33.1833870967742,35.7345161290323,36.1540322580645,37.055,38.5864516129032,39.2874193548387,40.4245161290323,40.6793548387097,40.8004838709677,40.5620967741935,39.3506451612903,37.6541935483871,36.1756451612903,35.5306451612903,34.4443548387097,33.4374193548387,35.3895491251682,42.513,26.788
